Date,Origin,Dest,fled
7/30/2015,Ninewa,Basrah,0
7/30/2015,Ninewa,Basrah,0
7/30/2015,Ninewa,Muthanna,0
7/30/2015,Ninewa,Muthanna,0
7/30/2015,Ninewa,Muthanna,0
7/30/2015,Ninewa,Qadissiya,1
7/30/2015,Ninewa,Qadissiya,0
7/30/2015,Ninewa,Qadissiya,0
7/30/2015,Ninewa,Qadissiya,0
7/30/2015,Ninewa,Sulaymaniyah,0
7/30/2015,Ninewa,Sulaymaniyah,0
7/30/2015,Ninewa,Sulaymaniyah,0
7/30/2015,Ninewa,Sulaymaniyah,0
7/30/2015,Ninewa,Sulaymaniyah,6
7/30/2015,Ninewa,Sulaymaniyah,2
7/30/2015,Ninewa,Sulaymaniyah,0
7/30/2015,Ninewa,Sulaymaniyah,0
7/30/2015,Ninewa,Sulaymaniyah,0
7/30/2015,Ninewa,Sulaymaniyah,38
7/30/2015,Ninewa,Babylon,49
7/30/2015,Ninewa,Babylon,6
7/30/2015,Ninewa,Babylon,0
7/30/2015,Ninewa,Babylon,8
7/30/2015,Ninewa,Dahuk,0
7/30/2015,Ninewa,Dahuk,0
7/30/2015,Ninewa,Dahuk,50
7/30/2015,Ninewa,Dahuk,0
7/30/2015,Ninewa,Thi Qar,0
7/30/2015,Ninewa,Thi Qar,1
7/30/2015,Ninewa,Thi Qar,1
7/30/2015,Ninewa,Thi Qar,0
7/30/2015,Ninewa,Thi Qar,1
7/30/2015,Ninewa,Diyala,0
7/30/2015,Ninewa,Diyala,0
7/30/2015,Ninewa,Diyala,0
7/30/2015,Ninewa,Diyala,0
7/30/2015,Ninewa,Diyala,0
7/30/2015,Ninewa,Diyala,0
7/30/2015,Ninewa,Erbil,0
7/30/2015,Ninewa,Erbil,65
7/30/2015,Ninewa,Erbil,0
7/30/2015,Ninewa,Kirkuk,0
7/30/2015,Ninewa,Erbil,0
7/30/2015,Ninewa,Erbil,0
7/30/2015,Ninewa,Erbil,0
7/30/2015,Ninewa,Kerbala,1
7/30/2015,Ninewa,Kerbala,132
7/30/2015,Ninewa,Kerbala,0
7/30/2015,Ninewa,Kirkuk,0
7/30/2015,Ninewa,Kirkuk,0
7/30/2015,Ninewa,Kirkuk,50
7/30/2015,Ninewa,Missan,0
7/30/2015,Ninewa,Missan,0
7/30/2015,Ninewa,Missan,0
7/30/2015,Ninewa,Missan,0
7/30/2015,Ninewa,Missan,0
7/30/2015,Ninewa,Missan,0
7/30/2015,Ninewa,Ninewa,199
7/30/2015,Ninewa,Ninewa,0
7/30/2015,Ninewa,Ninewa,0
7/30/2015,Ninewa,Ninewa,0
7/30/2015,Ninewa,Ninewa,0
7/30/2015,Ninewa,Ninewa,0
7/30/2015,Ninewa,Ninewa,0
7/30/2015,Ninewa,Ninewa,0
7/30/2015,Ninewa,Wassit,63
7/30/2015,Ninewa,Wassit,104
7/30/2015,Ninewa,Wassit,0
7/30/2015,Ninewa,Wassit,284
7/30/2015,Ninewa,Wassit,8
7/30/2015,Ninewa,Najaf,0
7/30/2015,Ninewa,Najaf,0
7/30/2015,Ninewa,Najaf,0
7/30/2015,Ninewa,Salahal Din,0
7/30/2015,Ninewa,Salahal Din,0
7/30/2015,Ninewa,Salahal Din,0
7/30/2015,Ninewa,Salahal Din,0
7/30/2015,Ninewa,Salahal Din,0
7/30/2015,Ninewa,Salahal Din,0
7/30/2015,Ninewa,Salahal Din,0
7/30/2015,Salahal Din,Baghdad,0
7/30/2015,Salahal Din,Baghdad,0
7/30/2015,Salahal Din,Baghdad,0
7/30/2015,Salahal Din,Baghdad,0
7/30/2015,Salahal Din,Baghdad,0
7/30/2015,Salahal Din,Baghdad,0
7/30/2015,Salahal Din,Baghdad,0
7/30/2015,Salahal Din,Baghdad,0
7/30/2015,Salahal Din,Baghdad,0
7/30/2015,Salahal Din,Anbar,0
7/30/2015,Salahal Din,Anbar,0
7/30/2015,Salahal Din,Anbar,0
7/30/2015,Salahal Din,Anbar,0
7/30/2015,Salahal Din,Anbar,0
7/30/2015,Salahal Din,Anbar,0
7/30/2015,Salahal Din,Anbar,0
7/30/2015,Salahal Din,Basrah,0
7/30/2015,Salahal Din,Basrah,0
7/30/2015,Salahal Din,Basrah,1
7/30/2015,Salahal Din,Basrah,0
7/30/2015,Salahal Din,Basrah,0
7/30/2015,Salahal Din,Basrah,0
7/30/2015,Salahal Din,Basrah,0
7/30/2015,Salahal Din,Muthanna,0
7/30/2015,Salahal Din,Muthanna,0
7/30/2015,Salahal Din,Muthanna,0
7/30/2015,Salahal Din,Qadissiya,0
7/30/2015,Salahal Din,Qadissiya,0
7/30/2015,Salahal Din,Qadissiya,0
7/30/2015,Salahal Din,Qadissiya,0
7/30/2015,Salahal Din,Sulaymaniyah,0
7/30/2015,Salahal Din,Sulaymaniyah,0
7/30/2015,Salahal Din,Sulaymaniyah,0
7/30/2015,Salahal Din,Sulaymaniyah,0
7/30/2015,Salahal Din,Sulaymaniyah,0
7/30/2015,Salahal Din,Sulaymaniyah,0
7/30/2015,Salahal Din,Sulaymaniyah,0
7/30/2015,Salahal Din,Sulaymaniyah,0
7/30/2015,Salahal Din,Sulaymaniyah,0
7/30/2015,Salahal Din,Sulaymaniyah,0
7/30/2015,Salahal Din,Babylon,0
7/30/2015,Salahal Din,Babylon,0
7/30/2015,Salahal Din,Babylon,0
7/30/2015,Salahal Din,Babylon,0
7/30/2015,Salahal Din,Dahuk,12
7/30/2015,Salahal Din,Dahuk,0
7/30/2015,Salahal Din,Dahuk,0
7/30/2015,Salahal Din,Dahuk,0
7/30/2015,Salahal Din,Thi Qar,0
7/30/2015,Salahal Din,Thi Qar,0
7/30/2015,Salahal Din,Thi Qar,0
7/30/2015,Salahal Din,Thi Qar,0
7/30/2015,Salahal Din,Thi Qar,0
7/30/2015,Salahal Din,Diyala,0
7/30/2015,Salahal Din,Diyala,0
7/30/2015,Salahal Din,Diyala,0
7/30/2015,Salahal Din,Diyala,0
7/30/2015,Salahal Din,Diyala,0
7/30/2015,Salahal Din,Diyala,0
7/30/2015,Salahal Din,Erbil,0
7/30/2015,Salahal Din,Erbil,0
7/30/2015,Salahal Din,Erbil,0
7/30/2015,Salahal Din,Kirkuk,0
7/30/2015,Salahal Din,Erbil,0
7/30/2015,Salahal Din,Erbil,0
7/30/2015,Salahal Din,Erbil,0
7/30/2015,Salahal Din,Kerbala,0
7/30/2015,Salahal Din,Kerbala,0
7/30/2015,Salahal Din,Kerbala,0
7/30/2015,Salahal Din,Kirkuk,0
7/30/2015,Salahal Din,Kirkuk,0
7/30/2015,Salahal Din,Kirkuk,0
7/30/2015,Salahal Din,Missan,0
7/30/2015,Salahal Din,Missan,0
7/30/2015,Salahal Din,Missan,0
7/30/2015,Salahal Din,Missan,0
7/30/2015,Salahal Din,Missan,0
7/30/2015,Salahal Din,Missan,0
7/30/2015,Salahal Din,Ninewa,0
7/30/2015,Salahal Din,Ninewa,0
7/30/2015,Salahal Din,Ninewa,0
7/30/2015,Salahal Din,Ninewa,30
7/30/2015,Salahal Din,Ninewa,0
7/30/2015,Salahal Din,Ninewa,0
7/30/2015,Salahal Din,Ninewa,0
7/30/2015,Salahal Din,Ninewa,0
7/30/2015,Salahal Din,Wassit,0
7/30/2015,Salahal Din,Wassit,0
7/30/2015,Salahal Din,Wassit,0
7/30/2015,Salahal Din,Wassit,0
7/30/2015,Salahal Din,Wassit,0
7/30/2015,Salahal Din,Najaf,0
7/30/2015,Salahal Din,Najaf,0
7/30/2015,Salahal Din,Najaf,0
7/30/2015,Salahal Din,Salahal Din,0
7/30/2015,Salahal Din,Salahal Din,0
7/30/2015,Salahal Din,Salahal Din,0
7/30/2015,Salahal Din,Salahal Din,14
7/30/2015,Salahal Din,Salahal Din,0
7/30/2015,Salahal Din,Salahal Din,0
7/30/2015,Salahal Din,Salahal Din,0
8/13/2015,Anbar,Baghdad,17
8/13/2015,Anbar,Baghdad,19
8/13/2015,Anbar,Baghdad,0
8/13/2015,Anbar,Baghdad,94
8/13/2015,Anbar,Baghdad,169
8/13/2015,Anbar,Baghdad,0
8/13/2015,Anbar,Baghdad,15
8/13/2015,Anbar,Baghdad,0
8/13/2015,Anbar,Baghdad,0
8/13/2015,Anbar,Anbar,0
8/13/2015,Anbar,Anbar,0
8/13/2015,Anbar,Anbar,0
8/13/2015,Anbar,Anbar,22
8/13/2015,Anbar,Anbar,0
8/13/2015,Anbar,Anbar,0
8/13/2015,Anbar,Anbar,0
8/13/2015,Anbar,Basrah,0
8/13/2015,Anbar,Basrah,3
8/13/2015,Anbar,Basrah,0
8/13/2015,Anbar,Basrah,0
8/13/2015,Anbar,Basrah,0
8/13/2015,Anbar,Basrah,0
8/13/2015,Anbar,Basrah,0
8/13/2015,Anbar,Muthanna,0
8/13/2015,Anbar,Muthanna,0
8/13/2015,Anbar,Muthanna,6
8/13/2015,Anbar,Qadissiya,8
8/13/2015,Anbar,Qadissiya,30
8/13/2015,Anbar,Qadissiya,13
8/13/2015,Anbar,Qadissiya,0
8/13/2015,Anbar,Sulaymaniyah,0
8/13/2015,Anbar,Sulaymaniyah,0
8/13/2015,Anbar,Sulaymaniyah,14
8/13/2015,Anbar,Sulaymaniyah,35
8/13/2015,Anbar,Sulaymaniyah,0
8/13/2015,Anbar,Sulaymaniyah,0
8/13/2015,Anbar,Sulaymaniyah,0
8/13/2015,Anbar,Sulaymaniyah,57
8/13/2015,Anbar,Sulaymaniyah,0
8/13/2015,Anbar,Sulaymaniyah,542
8/13/2015,Anbar,Babylon,23
8/13/2015,Anbar,Babylon,0
8/13/2015,Anbar,Babylon,25
8/13/2015,Anbar,Babylon,0
8/13/2015,Anbar,Dahuk,0
8/13/2015,Anbar,Dahuk,0
8/13/2015,Anbar,Dahuk,0
8/13/2015,Anbar,Dahuk,0
8/13/2015,Anbar,Thi Qar,0
8/13/2015,Anbar,Thi Qar,11
8/13/2015,Anbar,Thi Qar,0
8/13/2015,Anbar,Thi Qar,0
8/13/2015,Anbar,Thi Qar,1
8/13/2015,Anbar,Diyala,0
8/13/2015,Anbar,Diyala,0
8/13/2015,Anbar,Diyala,0
8/13/2015,Anbar,Diyala,0
8/13/2015,Anbar,Diyala,0
8/13/2015,Anbar,Diyala,0
8/13/2015,Anbar,Erbil,0
8/13/2015,Anbar,Erbil,0
8/13/2015,Anbar,Erbil,0
8/13/2015,Anbar,Kirkuk,0
8/13/2015,Anbar,Erbil,0
8/13/2015,Anbar,Erbil,0
8/13/2015,Anbar,Erbil,0
8/13/2015,Anbar,Kerbala,0
8/13/2015,Anbar,Kerbala,15
8/13/2015,Anbar,Kerbala,1
8/13/2015,Anbar,Kirkuk,0
8/13/2015,Anbar,Kirkuk,155
8/13/2015,Anbar,Kirkuk,1037
8/13/2015,Anbar,Missan,2
8/13/2015,Anbar,Missan,0
8/13/2015,Anbar,Missan,0
8/13/2015,Anbar,Missan,0
8/13/2015,Anbar,Missan,1
8/13/2015,Anbar,Missan,0
8/13/2015,Anbar,Ninewa,0
8/13/2015,Anbar,Ninewa,0
8/13/2015,Anbar,Ninewa,0
8/13/2015,Anbar,Ninewa,6
8/13/2015,Anbar,Ninewa,0
8/13/2015,Anbar,Ninewa,0
8/13/2015,Anbar,Ninewa,0
8/13/2015,Anbar,Ninewa,0
8/13/2015,Anbar,Wassit,0
8/13/2015,Anbar,Wassit,0
8/13/2015,Anbar,Wassit,0
8/13/2015,Anbar,Wassit,0
8/13/2015,Anbar,Wassit,0
8/13/2015,Anbar,Najaf,0
8/13/2015,Anbar,Najaf,2
8/13/2015,Anbar,Najaf,10
8/13/2015,Anbar,Salahal Din,29
8/13/2015,Anbar,Salahal Din,0
8/13/2015,Anbar,Salahal Din,0
8/13/2015,Anbar,Salahal Din,0
8/13/2015,Anbar,Salahal Din,0
8/13/2015,Anbar,Salahal Din,0
8/13/2015,Anbar,Salahal Din,36
8/13/2015,Babylon,Baghdad,0
8/13/2015,Babylon,Baghdad,0
8/13/2015,Babylon,Baghdad,0
8/13/2015,Babylon,Baghdad,0
8/13/2015,Babylon,Baghdad,0
8/13/2015,Babylon,Baghdad,0
8/13/2015,Babylon,Baghdad,0
8/13/2015,Babylon,Baghdad,0
8/13/2015,Babylon,Baghdad,0
8/13/2015,Babylon,Anbar,0
8/13/2015,Babylon,Anbar,0
8/13/2015,Babylon,Anbar,0
8/13/2015,Babylon,Anbar,0
8/13/2015,Babylon,Anbar,0
8/13/2015,Babylon,Anbar,0
8/13/2015,Babylon,Anbar,0
8/13/2015,Babylon,Basrah,0
8/13/2015,Babylon,Basrah,0
8/13/2015,Babylon,Basrah,0
8/13/2015,Babylon,Basrah,0
8/13/2015,Babylon,Basrah,0
8/13/2015,Babylon,Basrah,0
8/13/2015,Babylon,Basrah,0
8/13/2015,Babylon,Muthanna,0
8/13/2015,Babylon,Muthanna,0
8/13/2015,Babylon,Muthanna,0
8/13/2015,Babylon,Qadissiya,0
8/13/2015,Babylon,Qadissiya,0
8/13/2015,Babylon,Qadissiya,0
8/13/2015,Babylon,Qadissiya,0
8/13/2015,Babylon,Sulaymaniyah,0
8/13/2015,Babylon,Sulaymaniyah,0
8/13/2015,Babylon,Sulaymaniyah,0
8/13/2015,Babylon,Sulaymaniyah,0
8/13/2015,Babylon,Sulaymaniyah,293
8/13/2015,Babylon,Sulaymaniyah,0
8/13/2015,Babylon,Sulaymaniyah,0
8/13/2015,Babylon,Sulaymaniyah,1
8/13/2015,Babylon,Sulaymaniyah,0
8/13/2015,Babylon,Sulaymaniyah,10
8/13/2015,Babylon,Babylon,0
8/13/2015,Babylon,Babylon,0
8/13/2015,Babylon,Babylon,14
8/13/2015,Babylon,Babylon,0
8/13/2015,Babylon,Dahuk,0
8/13/2015,Babylon,Dahuk,0
8/13/2015,Babylon,Dahuk,0
8/13/2015,Babylon,Dahuk,0
8/13/2015,Babylon,Thi Qar,0
8/13/2015,Babylon,Thi Qar,1
8/13/2015,Babylon,Thi Qar,0
8/13/2015,Babylon,Thi Qar,0
8/13/2015,Babylon,Thi Qar,0
8/13/2015,Babylon,Diyala,0
8/13/2015,Babylon,Diyala,0
8/13/2015,Babylon,Diyala,0
8/13/2015,Babylon,Diyala,0
8/13/2015,Babylon,Diyala,0
8/13/2015,Babylon,Diyala,0
8/13/2015,Babylon,Erbil,0
8/13/2015,Babylon,Erbil,0
8/13/2015,Babylon,Erbil,0
8/13/2015,Babylon,Kirkuk,0
8/13/2015,Babylon,Erbil,0
8/13/2015,Babylon,Erbil,0
8/13/2015,Babylon,Erbil,0
8/13/2015,Babylon,Kerbala,0
8/13/2015,Babylon,Kerbala,0
8/13/2015,Babylon,Kerbala,0
8/13/2015,Babylon,Kirkuk,0
8/13/2015,Babylon,Kirkuk,0
8/13/2015,Babylon,Kirkuk,0
8/13/2015,Babylon,Missan,0
8/13/2015,Babylon,Missan,0
8/13/2015,Babylon,Missan,0
8/13/2015,Babylon,Missan,0
8/13/2015,Babylon,Missan,0
8/13/2015,Babylon,Missan,0
8/13/2015,Babylon,Ninewa,0
8/13/2015,Babylon,Ninewa,0
8/13/2015,Babylon,Ninewa,0
8/13/2015,Babylon,Ninewa,0
8/13/2015,Babylon,Ninewa,0
8/13/2015,Babylon,Ninewa,0
8/13/2015,Babylon,Ninewa,0
8/13/2015,Babylon,Ninewa,0
8/13/2015,Babylon,Wassit,0
8/13/2015,Babylon,Wassit,0
8/13/2015,Babylon,Wassit,0
8/13/2015,Babylon,Wassit,0
8/13/2015,Babylon,Wassit,0
8/13/2015,Babylon,Najaf,0
8/13/2015,Babylon,Najaf,0
8/13/2015,Babylon,Najaf,0
8/13/2015,Babylon,Salahal Din,0
8/13/2015,Babylon,Salahal Din,0
8/13/2015,Babylon,Salahal Din,0
8/13/2015,Babylon,Salahal Din,0
8/13/2015,Babylon,Salahal Din,0
8/13/2015,Babylon,Salahal Din,0
8/13/2015,Babylon,Salahal Din,0
8/13/2015,Baghdad,Baghdad,0
8/13/2015,Baghdad,Baghdad,0
8/13/2015,Baghdad,Baghdad,0
8/13/2015,Baghdad,Baghdad,0
8/13/2015,Baghdad,Baghdad,0
8/13/2015,Baghdad,Baghdad,0
8/13/2015,Baghdad,Baghdad,0
8/13/2015,Baghdad,Baghdad,0
8/13/2015,Baghdad,Baghdad,0
8/13/2015,Baghdad,Anbar,0
8/13/2015,Baghdad,Anbar,0
8/13/2015,Baghdad,Anbar,0
8/13/2015,Baghdad,Anbar,0
8/13/2015,Baghdad,Anbar,0
8/13/2015,Baghdad,Anbar,0
8/13/2015,Baghdad,Anbar,0
8/13/2015,Baghdad,Basrah,0
8/13/2015,Baghdad,Basrah,0
8/13/2015,Baghdad,Basrah,0
8/13/2015,Baghdad,Basrah,0
8/13/2015,Baghdad,Basrah,0
8/13/2015,Baghdad,Basrah,0
8/13/2015,Baghdad,Basrah,0
8/13/2015,Baghdad,Muthanna,0
8/13/2015,Baghdad,Muthanna,0
8/13/2015,Baghdad,Muthanna,0
8/13/2015,Baghdad,Qadissiya,0
8/13/2015,Baghdad,Qadissiya,0
8/13/2015,Baghdad,Qadissiya,0
8/13/2015,Baghdad,Qadissiya,0
8/13/2015,Baghdad,Sulaymaniyah,0
8/13/2015,Baghdad,Sulaymaniyah,0
8/13/2015,Baghdad,Sulaymaniyah,0
8/13/2015,Baghdad,Sulaymaniyah,0
8/13/2015,Baghdad,Sulaymaniyah,24
8/13/2015,Baghdad,Sulaymaniyah,0
8/13/2015,Baghdad,Sulaymaniyah,0
8/13/2015,Baghdad,Sulaymaniyah,0
8/13/2015,Baghdad,Sulaymaniyah,0
8/13/2015,Baghdad,Sulaymaniyah,10
8/13/2015,Baghdad,Babylon,0
8/13/2015,Baghdad,Babylon,0
8/13/2015,Baghdad,Babylon,0
8/13/2015,Baghdad,Babylon,0
8/13/2015,Baghdad,Dahuk,0
8/13/2015,Baghdad,Dahuk,0
8/13/2015,Baghdad,Dahuk,0
8/13/2015,Baghdad,Dahuk,0
8/13/2015,Baghdad,Thi Qar,0
8/13/2015,Baghdad,Thi Qar,0
8/13/2015,Baghdad,Thi Qar,0
8/13/2015,Baghdad,Thi Qar,0
8/13/2015,Baghdad,Thi Qar,0
8/13/2015,Baghdad,Diyala,0
8/13/2015,Baghdad,Diyala,0
8/13/2015,Baghdad,Diyala,0
8/13/2015,Baghdad,Diyala,0
8/13/2015,Baghdad,Diyala,0
8/13/2015,Baghdad,Diyala,0
8/13/2015,Baghdad,Erbil,0
8/13/2015,Baghdad,Erbil,0
8/13/2015,Baghdad,Erbil,0
8/13/2015,Baghdad,Kirkuk,0
8/13/2015,Baghdad,Erbil,0
8/13/2015,Baghdad,Erbil,0
8/13/2015,Baghdad,Erbil,0
8/13/2015,Baghdad,Kerbala,0
8/13/2015,Baghdad,Kerbala,0
8/13/2015,Baghdad,Kerbala,0
8/13/2015,Baghdad,Kirkuk,0
8/13/2015,Baghdad,Kirkuk,0
8/13/2015,Baghdad,Kirkuk,45
8/13/2015,Baghdad,Missan,0
8/13/2015,Baghdad,Missan,0
8/13/2015,Baghdad,Missan,0
8/13/2015,Baghdad,Missan,0
8/13/2015,Baghdad,Missan,0
8/13/2015,Baghdad,Missan,0
8/13/2015,Baghdad,Ninewa,0
8/13/2015,Baghdad,Ninewa,0
8/13/2015,Baghdad,Ninewa,0
8/13/2015,Baghdad,Ninewa,0
8/13/2015,Baghdad,Ninewa,0
8/13/2015,Baghdad,Ninewa,0
8/13/2015,Baghdad,Ninewa,0
8/13/2015,Baghdad,Ninewa,0
8/13/2015,Baghdad,Wassit,0
8/13/2015,Baghdad,Wassit,0
8/13/2015,Baghdad,Wassit,0
8/13/2015,Baghdad,Wassit,0
8/13/2015,Baghdad,Wassit,0
8/13/2015,Baghdad,Najaf,0
8/13/2015,Baghdad,Najaf,0
8/13/2015,Baghdad,Najaf,0
8/13/2015,Baghdad,Salahal Din,0
8/13/2015,Baghdad,Salahal Din,0
8/13/2015,Baghdad,Salahal Din,0
8/13/2015,Baghdad,Salahal Din,0
8/13/2015,Baghdad,Salahal Din,0
8/13/2015,Baghdad,Salahal Din,0
8/13/2015,Baghdad,Salahal Din,0
8/13/2015,Diyala,Baghdad,0
8/13/2015,Diyala,Baghdad,0
8/13/2015,Diyala,Baghdad,0
8/13/2015,Diyala,Baghdad,0
8/13/2015,Diyala,Baghdad,0
8/13/2015,Diyala,Baghdad,0
8/13/2015,Diyala,Baghdad,0
8/13/2015,Diyala,Baghdad,0
8/13/2015,Diyala,Baghdad,0
8/13/2015,Diyala,Anbar,0
8/13/2015,Diyala,Anbar,0
8/13/2015,Diyala,Anbar,0
8/13/2015,Diyala,Anbar,0
8/13/2015,Diyala,Anbar,0
8/13/2015,Diyala,Anbar,0
8/13/2015,Diyala,Anbar,0
8/13/2015,Diyala,Basrah,0
8/13/2015,Diyala,Basrah,0
8/13/2015,Diyala,Basrah,0
8/13/2015,Diyala,Basrah,0
8/13/2015,Diyala,Basrah,0
8/13/2015,Diyala,Basrah,0
8/13/2015,Diyala,Basrah,0
8/13/2015,Diyala,Muthanna,0
8/13/2015,Diyala,Muthanna,0
8/13/2015,Diyala,Muthanna,0
8/13/2015,Diyala,Qadissiya,0
8/13/2015,Diyala,Qadissiya,0
8/13/2015,Diyala,Qadissiya,0
8/13/2015,Diyala,Qadissiya,0
8/13/2015,Diyala,Sulaymaniyah,2
8/13/2015,Diyala,Sulaymaniyah,0
8/13/2015,Diyala,Sulaymaniyah,0
8/13/2015,Diyala,Sulaymaniyah,0
8/13/2015,Diyala,Sulaymaniyah,0
8/13/2015,Diyala,Sulaymaniyah,0
8/13/2015,Diyala,Sulaymaniyah,0
8/13/2015,Diyala,Sulaymaniyah,0
8/13/2015,Diyala,Sulaymaniyah,0
8/13/2015,Diyala,Sulaymaniyah,0
8/13/2015,Diyala,Babylon,0
8/13/2015,Diyala,Babylon,0
8/13/2015,Diyala,Babylon,14
8/13/2015,Diyala,Babylon,2
8/13/2015,Diyala,Dahuk,0
8/13/2015,Diyala,Dahuk,0
8/13/2015,Diyala,Dahuk,0
8/13/2015,Diyala,Dahuk,0
8/13/2015,Diyala,Thi Qar,0
8/13/2015,Diyala,Thi Qar,0
8/13/2015,Diyala,Thi Qar,0
8/13/2015,Diyala,Thi Qar,0
8/13/2015,Diyala,Thi Qar,2
8/13/2015,Diyala,Diyala,0
8/13/2015,Diyala,Diyala,0
8/13/2015,Diyala,Diyala,0
8/13/2015,Diyala,Diyala,0
8/13/2015,Diyala,Diyala,0
8/13/2015,Diyala,Diyala,0
8/13/2015,Diyala,Erbil,0
8/13/2015,Diyala,Erbil,0
8/13/2015,Diyala,Erbil,0
8/13/2015,Diyala,Kirkuk,0
8/13/2015,Diyala,Erbil,0
8/13/2015,Diyala,Erbil,0
8/13/2015,Diyala,Erbil,0
8/13/2015,Diyala,Kerbala,0
8/13/2015,Diyala,Kerbala,0
8/13/2015,Diyala,Kerbala,0
8/13/2015,Diyala,Kirkuk,0
8/13/2015,Diyala,Kirkuk,0
8/13/2015,Diyala,Kirkuk,0
8/13/2015,Diyala,Missan,0
8/13/2015,Diyala,Missan,0
8/13/2015,Diyala,Missan,0
8/13/2015,Diyala,Missan,0
8/13/2015,Diyala,Missan,0
8/13/2015,Diyala,Missan,0
8/13/2015,Diyala,Ninewa,0
8/13/2015,Diyala,Ninewa,0
8/13/2015,Diyala,Ninewa,0
8/13/2015,Diyala,Ninewa,0
8/13/2015,Diyala,Ninewa,0
8/13/2015,Diyala,Ninewa,0
8/13/2015,Diyala,Ninewa,0
8/13/2015,Diyala,Ninewa,0
8/13/2015,Diyala,Wassit,0
8/13/2015,Diyala,Wassit,0
8/13/2015,Diyala,Wassit,0
8/13/2015,Diyala,Wassit,0
8/13/2015,Diyala,Wassit,0
8/13/2015,Diyala,Najaf,0
8/13/2015,Diyala,Najaf,0
8/13/2015,Diyala,Najaf,0
8/13/2015,Diyala,Salahal Din,0
8/13/2015,Diyala,Salahal Din,0
8/13/2015,Diyala,Salahal Din,0
8/13/2015,Diyala,Salahal Din,0
8/13/2015,Diyala,Salahal Din,0
8/13/2015,Diyala,Salahal Din,0
8/13/2015,Diyala,Salahal Din,0
8/13/2015,Erbil,Baghdad,0
8/13/2015,Erbil,Baghdad,0
8/13/2015,Erbil,Baghdad,0
8/13/2015,Erbil,Baghdad,0
8/13/2015,Erbil,Baghdad,0
8/13/2015,Erbil,Baghdad,0
8/13/2015,Erbil,Baghdad,0
8/13/2015,Erbil,Baghdad,0
8/13/2015,Erbil,Baghdad,0
8/13/2015,Erbil,Anbar,0
8/13/2015,Erbil,Anbar,0
8/13/2015,Erbil,Anbar,0
8/13/2015,Erbil,Anbar,0
8/13/2015,Erbil,Anbar,0
8/13/2015,Erbil,Anbar,0
8/13/2015,Erbil,Anbar,0
8/13/2015,Erbil,Basrah,0
8/13/2015,Erbil,Basrah,0
8/13/2015,Erbil,Basrah,0
8/13/2015,Erbil,Basrah,0
8/13/2015,Erbil,Basrah,0
8/13/2015,Erbil,Basrah,0
8/13/2015,Erbil,Basrah,0
8/13/2015,Erbil,Muthanna,0
8/13/2015,Erbil,Muthanna,0
8/13/2015,Erbil,Muthanna,0
8/13/2015,Erbil,Qadissiya,0
8/13/2015,Erbil,Qadissiya,0
8/13/2015,Erbil,Qadissiya,0
8/13/2015,Erbil,Qadissiya,0
8/13/2015,Erbil,Sulaymaniyah,0
8/13/2015,Erbil,Sulaymaniyah,0
8/13/2015,Erbil,Sulaymaniyah,0
8/13/2015,Erbil,Sulaymaniyah,0
8/13/2015,Erbil,Sulaymaniyah,0
8/13/2015,Erbil,Sulaymaniyah,0
8/13/2015,Erbil,Sulaymaniyah,0
8/13/2015,Erbil,Sulaymaniyah,0
8/13/2015,Erbil,Sulaymaniyah,0
8/13/2015,Erbil,Sulaymaniyah,0
8/13/2015,Erbil,Babylon,0
8/13/2015,Erbil,Babylon,0
8/13/2015,Erbil,Babylon,0
8/13/2015,Erbil,Babylon,0
8/13/2015,Erbil,Dahuk,0
8/13/2015,Erbil,Dahuk,0
8/13/2015,Erbil,Dahuk,0
8/13/2015,Erbil,Dahuk,0
8/13/2015,Erbil,Thi Qar,0
8/13/2015,Erbil,Thi Qar,0
8/13/2015,Erbil,Thi Qar,0
8/13/2015,Erbil,Thi Qar,0
8/13/2015,Erbil,Thi Qar,0
8/13/2015,Erbil,Diyala,0
8/13/2015,Erbil,Diyala,0
8/13/2015,Erbil,Diyala,0
8/13/2015,Erbil,Diyala,0
8/13/2015,Erbil,Diyala,0
8/13/2015,Erbil,Diyala,0
8/13/2015,Erbil,Erbil,0
8/13/2015,Erbil,Erbil,0
8/13/2015,Erbil,Erbil,0
8/13/2015,Erbil,Kirkuk,0
8/13/2015,Erbil,Erbil,0
8/13/2015,Erbil,Erbil,0
8/13/2015,Erbil,Erbil,0
8/13/2015,Erbil,Kerbala,0
8/13/2015,Erbil,Kerbala,0
8/13/2015,Erbil,Kerbala,0
8/13/2015,Erbil,Kirkuk,0
8/13/2015,Erbil,Kirkuk,0
8/13/2015,Erbil,Kirkuk,0
8/13/2015,Erbil,Missan,0
8/13/2015,Erbil,Missan,0
8/13/2015,Erbil,Missan,0
8/13/2015,Erbil,Missan,0
8/13/2015,Erbil,Missan,0
8/13/2015,Erbil,Missan,0
8/13/2015,Erbil,Ninewa,0
8/13/2015,Erbil,Ninewa,0
8/13/2015,Erbil,Ninewa,0
8/13/2015,Erbil,Ninewa,0
8/13/2015,Erbil,Ninewa,0
8/13/2015,Erbil,Ninewa,0
8/13/2015,Erbil,Ninewa,0
8/13/2015,Erbil,Ninewa,0
8/13/2015,Erbil,Wassit,0
8/13/2015,Erbil,Wassit,0
8/13/2015,Erbil,Wassit,0
8/13/2015,Erbil,Wassit,0
8/13/2015,Erbil,Wassit,0
