,Date,Origin,Dest,fled
5369,2015-06-04,Baghdad,Diyala,0
5368,2015-06-04,Baghdad,Dahuk,0
5367,2015-06-04,Baghdad,Basrah,0
5380,2015-06-04,Baghdad,Thi Qar,0
5373,2015-06-04,Baghdad,Missan,1
5381,2015-06-04,Baghdad,Wassit,0
5389,2015-06-04,Diyala,Kerbala,6
5383,2015-06-04,Diyala,Babylon,0
5365,2015-06-04,Baghdad,Babylon,0
5397,2015-06-04,Diyala,Sulaymaniyah,30
5396,2015-06-04,Diyala,Salahal Din,224
5395,2015-06-04,Diyala,Qadissiya,0
5394,2015-06-04,Diyala,Ninewa,0
5393,2015-06-04,Diyala,Najaf,8
5382,2015-06-04,Diyala,Anbar,0
5392,2015-06-04,Diyala,Muthanna,0
5390,2015-06-04,Diyala,Kirkuk,7
5388,2015-06-04,Diyala,Erbil,0
5387,2015-06-04,Diyala,Diyala,0
5386,2015-06-04,Diyala,Dahuk,0
5385,2015-06-04,Diyala,Basrah,2
5384,2015-06-04,Diyala,Baghdad,0
5391,2015-06-04,Diyala,Missan,0
5364,2015-06-04,Baghdad,Anbar,0
5398,2015-06-04,Diyala,Thi Qar,0
5361,2015-06-04,Babylon,Sulaymaniyah,3
5341,2015-06-04,Anbar,Qadissiya,44
5340,2015-06-04,Anbar,Ninewa,0
5339,2015-06-04,Anbar,Najaf,86
5338,2015-06-04,Anbar,Muthanna,0
5337,2015-06-04,Anbar,Missan,0
5336,2015-06-04,Anbar,Kirkuk,110
5342,2015-06-04,Anbar,Salahal Din,140
5335,2015-06-04,Anbar,Kerbala,40
5333,2015-06-04,Anbar,Diyala,34
5332,2015-06-04,Anbar,Dahuk,0
5331,2015-06-04,Anbar,Basrah,21
5330,2015-06-04,Anbar,Baghdad,5330
5329,2015-06-04,Anbar,Babylon,57
5328,2015-06-04,Anbar,Anbar,2809
5334,2015-06-04,Anbar,Erbil,2135
5343,2015-06-04,Anbar,Sulaymaniyah,72
5344,2015-06-04,Anbar,Thi Qar,0
5345,2015-06-04,Anbar,Wassit,35
5360,2015-06-04,Babylon,Salahal Din,0
5359,2015-06-04,Babylon,Qadissiya,1
5358,2015-06-04,Babylon,Ninewa,0
5357,2015-06-04,Babylon,Najaf,0
5356,2015-06-04,Babylon,Muthanna,0
5355,2015-06-04,Babylon,Missan,0
5354,2015-06-04,Babylon,Kirkuk,0
5353,2015-06-04,Babylon,Kerbala,26
5352,2015-06-04,Babylon,Erbil,0
5351,2015-06-04,Babylon,Diyala,0
5350,2015-06-04,Babylon,Dahuk,0
5349,2015-06-04,Babylon,Basrah,0
5348,2015-06-04,Babylon,Baghdad,0
5347,2015-06-04,Babylon,Babylon,0
5346,2015-06-04,Babylon,Anbar,0
5362,2015-06-04,Babylon,Thi Qar,0
5399,2015-06-04,Diyala,Wassit,0
5363,2015-06-04,Babylon,Wassit,0
5401,2015-06-04,Erbil,Babylon,0
5451,2015-06-04,Ninewa,Sulaymaniyah,14
5450,2015-06-04,Ninewa,Salahal Din,0
5449,2015-06-04,Ninewa,Qadissiya,88
5448,2015-06-04,Ninewa,Ninewa,338
5447,2015-06-04,Ninewa,Najaf,43
5446,2015-06-04,Ninewa,Muthanna,0
5452,2015-06-04,Ninewa,Thi Qar,7
5445,2015-06-04,Ninewa,Missan,0
5443,2015-06-04,Ninewa,Kerbala,105
5442,2015-06-04,Ninewa,Erbil,0
5441,2015-06-04,Ninewa,Diyala,0
5440,2015-06-04,Ninewa,Dahuk,74
5439,2015-06-04,Ninewa,Basrah,22
5438,2015-06-04,Ninewa,Baghdad,0
5444,2015-06-04,Ninewa,Kirkuk,190
5453,2015-06-04,Ninewa,Wassit,23
5454,2015-06-04,Salahal Din,Anbar,0
5455,2015-06-04,Salahal Din,Babylon,4
5470,2015-06-04,Salahal Din,Thi Qar,0
5469,2015-06-04,Salahal Din,Sulaymaniyah,0
5468,2015-06-04,Salahal Din,Salahal Din,1034
5467,2015-06-04,Salahal Din,Qadissiya,0
5466,2015-06-04,Salahal Din,Ninewa,0
5465,2015-06-04,Salahal Din,Najaf,0
5464,2015-06-04,Salahal Din,Muthanna,0
5463,2015-06-04,Salahal Din,Missan,1
5462,2015-06-04,Salahal Din,Kirkuk,33
5461,2015-06-04,Salahal Din,Kerbala,5
5460,2015-06-04,Salahal Din,Erbil,0
5459,2015-06-04,Salahal Din,Diyala,0
5458,2015-06-04,Salahal Din,Dahuk,0
5457,2015-06-04,Salahal Din,Basrah,12
5456,2015-06-04,Salahal Din,Baghdad,0
5437,2015-06-04,Ninewa,Babylon,46
5436,2015-06-04,Ninewa,Anbar,0
5400,2015-06-04,Erbil,Anbar,0
5435,2015-06-04,Kirkuk,Wassit,0
5415,2015-06-04,Erbil,Sulaymaniyah,0
5414,2015-06-04,Erbil,Salahal Din,0
5413,2015-06-04,Erbil,Qadissiya,0
5412,2015-06-04,Erbil,Ninewa,0
5471,2015-06-04,Salahal Din,Wassit,0
5410,2015-06-04,Erbil,Muthanna,0
5416,2015-06-04,Erbil,Thi Qar,0
5409,2015-06-04,Erbil,Missan,0
5407,2015-06-04,Erbil,Kerbala,0
5406,2015-06-04,Erbil,Erbil,0
5405,2015-06-04,Erbil,Diyala,0
5404,2015-06-04,Erbil,Dahuk,0
5403,2015-06-04,Erbil,Basrah,0
5402,2015-06-04,Erbil,Baghdad,0
5408,2015-06-04,Erbil,Kirkuk,60
5417,2015-06-04,Erbil,Wassit,0
5411,2015-06-04,Erbil,Najaf,0
5419,2015-06-04,Kirkuk,Babylon,2
5418,2015-06-04,Kirkuk,Anbar,0
5433,2015-06-04,Kirkuk,Sulaymaniyah,0
5432,2015-06-04,Kirkuk,Salahal Din,0
5431,2015-06-04,Kirkuk,Qadissiya,12
5430,2015-06-04,Kirkuk,Ninewa,0
5429,2015-06-04,Kirkuk,Najaf,0
5428,2015-06-04,Kirkuk,Muthanna,0
5434,2015-06-04,Kirkuk,Thi Qar,4
5426,2015-06-04,Kirkuk,Kirkuk,105
5425,2015-06-04,Kirkuk,Kerbala,1
5424,2015-06-04,Kirkuk,Erbil,0
5423,2015-06-04,Kirkuk,Diyala,0
5422,2015-06-04,Kirkuk,Dahuk,0
5421,2015-06-04,Kirkuk,Basrah,2
5420,2015-06-04,Kirkuk,Baghdad,0
5427,2015-06-04,Kirkuk,Missan,2
5091,2015-06-22,Baghdad,Sulaymaniyah,13
5090,2015-06-22,Baghdad,Salahal Din,0
5089,2015-06-22,Baghdad,Qadissiya,0
5088,2015-06-22,Baghdad,Ninewa,0
5087,2015-06-22,Baghdad,Najaf,0
5086,2015-06-22,Baghdad,Muthanna,0
5082,2015-06-22,Baghdad,Erbil,0
5084,2015-06-22,Baghdad,Kirkuk,0
5083,2015-06-22,Baghdad,Kerbala,0
5081,2015-06-22,Baghdad,Diyala,8
5080,2015-06-22,Baghdad,Dahuk,0
5079,2015-06-22,Baghdad,Basrah,4
5078,2015-06-22,Baghdad,Baghdad,0
5085,2015-06-22,Baghdad,Missan,0
5092,2015-06-22,Baghdad,Thi Qar,0
5109,2015-06-22,Diyala,Sulaymaniyah,11
5094,2015-06-22,Diyala,Anbar,0
5077,2015-06-22,Baghdad,Babylon,2
5108,2015-06-22,Diyala,Salahal Din,0
5107,2015-06-22,Diyala,Qadissiya,0
5106,2015-06-22,Diyala,Ninewa,0
5105,2015-06-22,Diyala,Najaf,0
5104,2015-06-22,Diyala,Muthanna,0
5103,2015-06-22,Diyala,Missan,0
5102,2015-06-22,Diyala,Kirkuk,50
5101,2015-06-22,Diyala,Kerbala,0
5100,2015-06-22,Diyala,Erbil,0
5099,2015-06-22,Diyala,Diyala,0
5098,2015-06-22,Diyala,Dahuk,0
5097,2015-06-22,Diyala,Basrah,0
5096,2015-06-22,Diyala,Baghdad,0
5095,2015-06-22,Diyala,Babylon,0
5093,2015-06-22,Baghdad,Wassit,0
5076,2015-06-22,Baghdad,Anbar,0
5058,2015-06-22,Babylon,Anbar,0
5074,2015-06-22,Babylon,Thi Qar,0
5053,2015-06-22,Anbar,Qadissiya,44
5052,2015-06-22,Anbar,Ninewa,0
5051,2015-06-22,Anbar,Najaf,21
5050,2015-06-22,Anbar,Muthanna,0
5049,2015-06-22,Anbar,Missan,20
5048,2015-06-22,Anbar,Kirkuk,424
5054,2015-06-22,Anbar,Salahal Din,0
5047,2015-06-22,Anbar,Kerbala,46
5045,2015-06-22,Anbar,Diyala,352
5044,2015-06-22,Anbar,Dahuk,0
5043,2015-06-22,Anbar,Basrah,14
5042,2015-06-22,Anbar,Baghdad,1198
5041,2015-06-22,Anbar,Babylon,142
5110,2015-06-22,Diyala,Thi Qar,0
5046,2015-06-22,Anbar,Erbil,937
5055,2015-06-22,Anbar,Sulaymaniyah,55
5056,2015-06-22,Anbar,Thi Qar,1
5057,2015-06-22,Anbar,Wassit,43
5073,2015-06-22,Babylon,Sulaymaniyah,0
5072,2015-06-22,Babylon,Salahal Din,0
5071,2015-06-22,Babylon,Qadissiya,0
5070,2015-06-22,Babylon,Ninewa,0
5069,2015-06-22,Babylon,Najaf,0
5068,2015-06-22,Babylon,Muthanna,0
5067,2015-06-22,Babylon,Missan,0
5066,2015-06-22,Babylon,Kirkuk,0
5065,2015-06-22,Babylon,Kerbala,10
5064,2015-06-22,Babylon,Erbil,0
5063,2015-06-22,Babylon,Diyala,0
5062,2015-06-22,Babylon,Dahuk,0
5061,2015-06-22,Babylon,Basrah,0
5060,2015-06-22,Babylon,Baghdad,0
5059,2015-06-22,Babylon,Babylon,3
5075,2015-06-22,Babylon,Wassit,0
5040,2015-06-22,Anbar,Anbar,741
5111,2015-06-22,Diyala,Wassit,0
5113,2015-06-22,Erbil,Babylon,0
5164,2015-06-22,Ninewa,Thi Qar,0
5163,2015-06-22,Ninewa,Sulaymaniyah,1
5162,2015-06-22,Ninewa,Salahal Din,0
5161,2015-06-22,Ninewa,Qadissiya,110
5160,2015-06-22,Ninewa,Ninewa,352
5159,2015-06-22,Ninewa,Najaf,0
5166,2015-06-22,Salahal Din,Anbar,0
5158,2015-06-22,Ninewa,Muthanna,0
5156,2015-06-22,Ninewa,Kirkuk,10
5155,2015-06-22,Ninewa,Kerbala,76
5154,2015-06-22,Ninewa,Erbil,288
5153,2015-06-22,Ninewa,Diyala,0
5152,2015-06-22,Ninewa,Dahuk,75
5151,2015-06-22,Ninewa,Basrah,1
5157,2015-06-22,Ninewa,Missan,0
5167,2015-06-22,Salahal Din,Babylon,0
5168,2015-06-22,Salahal Din,Baghdad,0
5169,2015-06-22,Salahal Din,Basrah,0
5112,2015-06-22,Erbil,Anbar,0
5183,2015-06-22,Salahal Din,Wassit,0
5182,2015-06-22,Salahal Din,Thi Qar,3
5181,2015-06-22,Salahal Din,Sulaymaniyah,5
5180,2015-06-22,Salahal Din,Salahal Din,1770
5179,2015-06-22,Salahal Din,Qadissiya,0
5178,2015-06-22,Salahal Din,Ninewa,0
5177,2015-06-22,Salahal Din,Najaf,0
5176,2015-06-22,Salahal Din,Muthanna,0
5175,2015-06-22,Salahal Din,Missan,3
5174,2015-06-22,Salahal Din,Kirkuk,440
5173,2015-06-22,Salahal Din,Kerbala,0
5172,2015-06-22,Salahal Din,Erbil,0
5171,2015-06-22,Salahal Din,Diyala,21
5170,2015-06-22,Salahal Din,Dahuk,0
5150,2015-06-22,Ninewa,Baghdad,15
5149,2015-06-22,Ninewa,Babylon,76
5165,2015-06-22,Ninewa,Wassit,12
5147,2015-06-22,Kirkuk,Wassit,2
5128,2015-06-22,Erbil,Thi Qar,0
5127,2015-06-22,Erbil,Sulaymaniyah,0
5126,2015-06-22,Erbil,Salahal Din,0
5125,2015-06-22,Erbil,Qadissiya,0
5124,2015-06-22,Erbil,Ninewa,0
5123,2015-06-22,Erbil,Najaf,0
5122,2015-06-22,Erbil,Muthanna,0
5121,2015-06-22,Erbil,Missan,0
5120,2015-06-22,Erbil,Kirkuk,0
5119,2015-06-22,Erbil,Kerbala,0
5118,2015-06-22,Erbil,Erbil,0
5117,2015-06-22,Erbil,Diyala,0
5116,2015-06-22,Erbil,Dahuk,0
5115,2015-06-22,Erbil,Basrah,0
5148,2015-06-22,Ninewa,Anbar,0
5129,2015-06-22,Erbil,Wassit,0
5130,2015-06-22,Kirkuk,Anbar,0
5114,2015-06-22,Erbil,Baghdad,0
5132,2015-06-22,Kirkuk,Baghdad,0
5131,2015-06-22,Kirkuk,Babylon,0
5145,2015-06-22,Kirkuk,Sulaymaniyah,0
5144,2015-06-22,Kirkuk,Salahal Din,400
5143,2015-06-22,Kirkuk,Qadissiya,10
5142,2015-06-22,Kirkuk,Ninewa,0
5141,2015-06-22,Kirkuk,Najaf,0
5140,2015-06-22,Kirkuk,Muthanna,0
5146,2015-06-22,Kirkuk,Thi Qar,2
5138,2015-06-22,Kirkuk,Kirkuk,20
5137,2015-06-22,Kirkuk,Kerbala,0
5136,2015-06-22,Kirkuk,Erbil,0
5135,2015-06-22,Kirkuk,Diyala,0
5134,2015-06-22,Kirkuk,Dahuk,0
5133,2015-06-22,Kirkuk,Basrah,0
5139,2015-06-22,Kirkuk,Missan,0
5853,2015-07-02,Kirkuk,Basrah,0
5854,2015-07-02,Kirkuk,Dahuk,0
5855,2015-07-02,Kirkuk,Diyala,0
5856,2015-07-02,Kirkuk,Erbil,0
5857,2015-07-02,Kirkuk,Kerbala,12
5866,2015-07-02,Kirkuk,Thi Qar,0
5858,2015-07-02,Kirkuk,Kirkuk,539
5861,2015-07-02,Kirkuk,Najaf,0
5860,2015-07-02,Kirkuk,Muthanna,0
5862,2015-07-02,Kirkuk,Ninewa,0
5863,2015-07-02,Kirkuk,Qadissiya,0
5864,2015-07-02,Kirkuk,Salahal Din,340
5865,2015-07-02,Kirkuk,Sulaymaniyah,0
5852,2015-07-02,Kirkuk,Baghdad,0
5859,2015-07-02,Kirkuk,Missan,0
5851,2015-07-02,Kirkuk,Babylon,0
5843,2015-07-02,Erbil,Najaf,0
5849,2015-07-02,Erbil,Wassit,0
5867,2015-07-02,Kirkuk,Wassit,0
5835,2015-07-02,Erbil,Basrah,0
5836,2015-07-02,Erbil,Dahuk,0
5837,2015-07-02,Erbil,Diyala,0
5838,2015-07-02,Erbil,Erbil,0
5839,2015-07-02,Erbil,Kerbala,0
5850,2015-07-02,Kirkuk,Anbar,0
5840,2015-07-02,Erbil,Kirkuk,0
5842,2015-07-02,Erbil,Muthanna,0
5844,2015-07-02,Erbil,Ninewa,0
5845,2015-07-02,Erbil,Qadissiya,0
5846,2015-07-02,Erbil,Salahal Din,0
5847,2015-07-02,Erbil,Sulaymaniyah,0
5848,2015-07-02,Erbil,Thi Qar,0
5841,2015-07-02,Erbil,Missan,0
5868,2015-07-02,Ninewa,Anbar,0
5834,2015-07-02,Erbil,Baghdad,0
5870,2015-07-02,Ninewa,Baghdad,0
5890,2015-07-02,Salahal Din,Dahuk,0
5891,2015-07-02,Salahal Din,Diyala,0
5892,2015-07-02,Salahal Din,Erbil,0
5893,2015-07-02,Salahal Din,Kerbala,0
5894,2015-07-02,Salahal Din,Kirkuk,15
5895,2015-07-02,Salahal Din,Missan,0
5889,2015-07-02,Salahal Din,Basrah,9
5896,2015-07-02,Salahal Din,Muthanna,2
5898,2015-07-02,Salahal Din,Ninewa,0
5899,2015-07-02,Salahal Din,Qadissiya,4
5900,2015-07-02,Salahal Din,Salahal Din,751
5901,2015-07-02,Salahal Din,Sulaymaniyah,0
5902,2015-07-02,Salahal Din,Thi Qar,0
5903,2015-07-02,Salahal Din,Wassit,0
5897,2015-07-02,Salahal Din,Najaf,0
5888,2015-07-02,Salahal Din,Baghdad,203
5887,2015-07-02,Salahal Din,Babylon,0
5886,2015-07-02,Salahal Din,Anbar,0
5871,2015-07-02,Ninewa,Basrah,0
5872,2015-07-02,Ninewa,Dahuk,42
5873,2015-07-02,Ninewa,Diyala,0
5874,2015-07-02,Ninewa,Erbil,0
5875,2015-07-02,Ninewa,Kerbala,384
5876,2015-07-02,Ninewa,Kirkuk,0
5877,2015-07-02,Ninewa,Missan,0
5878,2015-07-02,Ninewa,Muthanna,13
5879,2015-07-02,Ninewa,Najaf,0
5880,2015-07-02,Ninewa,Ninewa,332
5881,2015-07-02,Ninewa,Qadissiya,0
5882,2015-07-02,Ninewa,Salahal Din,0
5883,2015-07-02,Ninewa,Sulaymaniyah,64
5884,2015-07-02,Ninewa,Thi Qar,0
5885,2015-07-02,Ninewa,Wassit,170
5869,2015-07-02,Ninewa,Babylon,14
5833,2015-07-02,Erbil,Babylon,0
5762,2015-07-02,Anbar,Baghdad,1621
5831,2015-07-02,Diyala,Wassit,0
5780,2015-07-02,Babylon,Baghdad,0
5781,2015-07-02,Babylon,Basrah,0
5782,2015-07-02,Babylon,Dahuk,0
5783,2015-07-02,Babylon,Diyala,0
5784,2015-07-02,Babylon,Erbil,0
5785,2015-07-02,Babylon,Kerbala,0
5779,2015-07-02,Babylon,Babylon,0
5786,2015-07-02,Babylon,Kirkuk,0
5788,2015-07-02,Babylon,Muthanna,0
5789,2015-07-02,Babylon,Najaf,0
5790,2015-07-02,Babylon,Ninewa,0
5791,2015-07-02,Babylon,Qadissiya,0
5792,2015-07-02,Babylon,Salahal Din,0
5793,2015-07-02,Babylon,Sulaymaniyah,12
5787,2015-07-02,Babylon,Missan,0
5778,2015-07-02,Babylon,Anbar,0
5777,2015-07-02,Anbar,Wassit,38
5776,2015-07-02,Anbar,Thi Qar,68
5832,2015-07-02,Erbil,Anbar,0
5760,2015-07-02,Anbar,Anbar,0
5763,2015-07-02,Anbar,Basrah,51
5764,2015-07-02,Anbar,Dahuk,1
5765,2015-07-02,Anbar,Diyala,2
5766,2015-07-02,Anbar,Erbil,853
5767,2015-07-02,Anbar,Kerbala,2
5768,2015-07-02,Anbar,Kirkuk,240
5769,2015-07-02,Anbar,Missan,0
5770,2015-07-02,Anbar,Muthanna,0
5771,2015-07-02,Anbar,Najaf,30
5772,2015-07-02,Anbar,Ninewa,80
5773,2015-07-02,Anbar,Qadissiya,12
5774,2015-07-02,Anbar,Salahal Din,0
5775,2015-07-02,Anbar,Sulaymaniyah,57
5794,2015-07-02,Babylon,Thi Qar,0
5795,2015-07-02,Babylon,Wassit,0
5761,2015-07-02,Anbar,Babylon,12
5797,2015-07-02,Baghdad,Babylon,0
5817,2015-07-02,Diyala,Basrah,0
5818,2015-07-02,Diyala,Dahuk,0
5819,2015-07-02,Diyala,Diyala,0
5820,2015-07-02,Diyala,Erbil,0
5821,2015-07-02,Diyala,Kerbala,0
5822,2015-07-02,Diyala,Kirkuk,0
5816,2015-07-02,Diyala,Baghdad,0
5823,2015-07-02,Diyala,Missan,0
5825,2015-07-02,Diyala,Najaf,0
5826,2015-07-02,Diyala,Ninewa,0
5827,2015-07-02,Diyala,Qadissiya,0
5828,2015-07-02,Diyala,Salahal Din,0
5829,2015-07-02,Diyala,Sulaymaniyah,0
5796,2015-07-02,Baghdad,Anbar,0
5824,2015-07-02,Diyala,Muthanna,0
5815,2015-07-02,Diyala,Babylon,0
5830,2015-07-02,Diyala,Thi Qar,0
5813,2015-07-02,Baghdad,Wassit,0
5814,2015-07-02,Diyala,Anbar,0
5799,2015-07-02,Baghdad,Basrah,0
5798,2015-07-02,Baghdad,Baghdad,0
5800,2015-07-02,Baghdad,Dahuk,0
5801,2015-07-02,Baghdad,Diyala,0
5803,2015-07-02,Baghdad,Kerbala,0
5804,2015-07-02,Baghdad,Kirkuk,24
5802,2015-07-02,Baghdad,Erbil,0
5806,2015-07-02,Baghdad,Muthanna,0
5807,2015-07-02,Baghdad,Najaf,0
5808,2015-07-02,Baghdad,Ninewa,0
5809,2015-07-02,Baghdad,Qadissiya,0
5810,2015-07-02,Baghdad,Salahal Din,0
5811,2015-07-02,Baghdad,Sulaymaniyah,0
5812,2015-07-02,Baghdad,Thi Qar,0
5805,2015-07-02,Baghdad,Missan,0
5711,2015-07-13,Kirkuk,Diyala,0
5707,2015-07-13,Kirkuk,Babylon,0
5708,2015-07-13,Kirkuk,Baghdad,0
5709,2015-07-13,Kirkuk,Basrah,2
5710,2015-07-13,Kirkuk,Dahuk,0
5712,2015-07-13,Kirkuk,Erbil,0
5719,2015-07-13,Kirkuk,Qadissiya,3
5714,2015-07-13,Kirkuk,Kirkuk,1416
5715,2015-07-13,Kirkuk,Missan,0
5716,2015-07-13,Kirkuk,Muthanna,0
5717,2015-07-13,Kirkuk,Najaf,0
5718,2015-07-13,Kirkuk,Ninewa,0
5720,2015-07-13,Kirkuk,Salahal Din,100
5713,2015-07-13,Kirkuk,Kerbala,12
5706,2015-07-13,Kirkuk,Anbar,0
5698,2015-07-13,Erbil,Muthanna,0
5704,2015-07-13,Erbil,Thi Qar,0
5688,2015-07-13,Erbil,Anbar,0
5689,2015-07-13,Erbil,Babylon,0
5721,2015-07-13,Kirkuk,Sulaymaniyah,0
5691,2015-07-13,Erbil,Basrah,0
5692,2015-07-13,Erbil,Dahuk,0
5693,2015-07-13,Erbil,Diyala,0
5694,2015-07-13,Erbil,Erbil,0
5695,2015-07-13,Erbil,Kerbala,0
5696,2015-07-13,Erbil,Kirkuk,130
5697,2015-07-13,Erbil,Missan,0
5699,2015-07-13,Erbil,Najaf,0
5700,2015-07-13,Erbil,Ninewa,0
5701,2015-07-13,Erbil,Qadissiya,0
5702,2015-07-13,Erbil,Salahal Din,0
5703,2015-07-13,Erbil,Sulaymaniyah,0
5705,2015-07-13,Erbil,Wassit,0
5690,2015-07-13,Erbil,Baghdad,0
5739,2015-07-13,Ninewa,Sulaymaniyah,0
5724,2015-07-13,Ninewa,Anbar,0
5745,2015-07-13,Salahal Din,Basrah,9
5746,2015-07-13,Salahal Din,Dahuk,20
5747,2015-07-13,Salahal Din,Diyala,0
5748,2015-07-13,Salahal Din,Erbil,0
5749,2015-07-13,Salahal Din,Kerbala,1
5750,2015-07-13,Salahal Din,Kirkuk,110
5744,2015-07-13,Salahal Din,Baghdad,0
5751,2015-07-13,Salahal Din,Missan,0
5753,2015-07-13,Salahal Din,Najaf,0
5754,2015-07-13,Salahal Din,Ninewa,0
5755,2015-07-13,Salahal Din,Qadissiya,0
5687,2015-07-13,Diyala,Wassit,0
5756,2015-07-13,Salahal Din,Salahal Din,126
5757,2015-07-13,Salahal Din,Sulaymaniyah,0
5752,2015-07-13,Salahal Din,Muthanna,0
5743,2015-07-13,Salahal Din,Babylon,0
5742,2015-07-13,Salahal Din,Anbar,0
5741,2015-07-13,Ninewa,Wassit,5
5725,2015-07-13,Ninewa,Babylon,0
5726,2015-07-13,Ninewa,Baghdad,0
5727,2015-07-13,Ninewa,Basrah,21
5728,2015-07-13,Ninewa,Dahuk,409
5729,2015-07-13,Ninewa,Diyala,0
5730,2015-07-13,Ninewa,Erbil,0
5731,2015-07-13,Ninewa,Kerbala,18
5732,2015-07-13,Ninewa,Kirkuk,80
5733,2015-07-13,Ninewa,Missan,0
5734,2015-07-13,Ninewa,Muthanna,0
5735,2015-07-13,Ninewa,Najaf,0
5736,2015-07-13,Ninewa,Ninewa,88
5737,2015-07-13,Ninewa,Qadissiya,16
5738,2015-07-13,Ninewa,Salahal Din,0
5740,2015-07-13,Ninewa,Thi Qar,4
5722,2015-07-13,Kirkuk,Thi Qar,0
5686,2015-07-13,Diyala,Thi Qar,0
5723,2015-07-13,Kirkuk,Wassit,0
5684,2015-07-13,Diyala,Salahal Din,0
5633,2015-07-13,Anbar,Wassit,0
5634,2015-07-13,Babylon,Anbar,0
5635,2015-07-13,Babylon,Babylon,0
5636,2015-07-13,Babylon,Baghdad,0
5637,2015-07-13,Babylon,Basrah,2
5638,2015-07-13,Babylon,Dahuk,0
5632,2015-07-13,Anbar,Thi Qar,0
5639,2015-07-13,Babylon,Diyala,0
5641,2015-07-13,Babylon,Kerbala,3
5642,2015-07-13,Babylon,Kirkuk,0
5643,2015-07-13,Babylon,Missan,0
5644,2015-07-13,Babylon,Muthanna,0
5645,2015-07-13,Babylon,Najaf,0
5646,2015-07-13,Babylon,Ninewa,0
5640,2015-07-13,Babylon,Erbil,0
5631,2015-07-13,Anbar,Sulaymaniyah,329
5630,2015-07-13,Anbar,Salahal Din,26
5629,2015-07-13,Anbar,Qadissiya,124
5685,2015-07-13,Diyala,Sulaymaniyah,0
5759,2015-07-13,Salahal Din,Wassit,0
5616,2015-07-13,Anbar,Anbar,5983
5617,2015-07-13,Anbar,Babylon,0
5618,2015-07-13,Anbar,Baghdad,3171
5619,2015-07-13,Anbar,Basrah,9
5620,2015-07-13,Anbar,Dahuk,14
5621,2015-07-13,Anbar,Diyala,4
5622,2015-07-13,Anbar,Erbil,775
5623,2015-07-13,Anbar,Kerbala,5
5624,2015-07-13,Anbar,Kirkuk,1242
5625,2015-07-13,Anbar,Missan,0
5626,2015-07-13,Anbar,Muthanna,0
5627,2015-07-13,Anbar,Najaf,3
5628,2015-07-13,Anbar,Ninewa,35
5647,2015-07-13,Babylon,Qadissiya,0
5648,2015-07-13,Babylon,Salahal Din,0
5758,2015-07-13,Salahal Din,Thi Qar,1
5650,2015-07-13,Babylon,Thi Qar,0
5670,2015-07-13,Diyala,Anbar,0
5671,2015-07-13,Diyala,Babylon,0
5672,2015-07-13,Diyala,Baghdad,0
5673,2015-07-13,Diyala,Basrah,0
5674,2015-07-13,Diyala,Dahuk,0
5675,2015-07-13,Diyala,Diyala,0
5669,2015-07-13,Baghdad,Wassit,0
5676,2015-07-13,Diyala,Erbil,0
5678,2015-07-13,Diyala,Kirkuk,0
5679,2015-07-13,Diyala,Missan,0
5680,2015-07-13,Diyala,Muthanna,0
5681,2015-07-13,Diyala,Najaf,0
5649,2015-07-13,Babylon,Sulaymaniyah,0
5683,2015-07-13,Diyala,Qadissiya,0
5677,2015-07-13,Diyala,Kerbala,0
5668,2015-07-13,Baghdad,Thi Qar,0
5682,2015-07-13,Diyala,Ninewa,0
5666,2015-07-13,Baghdad,Salahal Din,0
5652,2015-07-13,Baghdad,Anbar,0
5651,2015-07-13,Babylon,Wassit,0
5653,2015-07-13,Baghdad,Babylon,0
5654,2015-07-13,Baghdad,Baghdad,128
5655,2015-07-13,Baghdad,Basrah,0
5667,2015-07-13,Baghdad,Sulaymaniyah,5
5657,2015-07-13,Baghdad,Diyala,0
5656,2015-07-13,Baghdad,Dahuk,0
5659,2015-07-13,Baghdad,Kerbala,4
5660,2015-07-13,Baghdad,Kirkuk,0
5661,2015-07-13,Baghdad,Missan,0
5662,2015-07-13,Baghdad,Muthanna,0
5663,2015-07-13,Baghdad,Najaf,0
5664,2015-07-13,Baghdad,Ninewa,0
5665,2015-07-13,Baghdad,Qadissiya,0
5658,2015-07-13,Baghdad,Erbil,0
6285,2015-07-30,Kirkuk,Basrah,1
6286,2015-07-30,Kirkuk,Dahuk,0
6287,2015-07-30,Kirkuk,Diyala,0
6288,2015-07-30,Kirkuk,Erbil,0
6289,2015-07-30,Kirkuk,Kerbala,11
6297,2015-07-30,Kirkuk,Sulaymaniyah,0
6291,2015-07-30,Kirkuk,Missan,3
6292,2015-07-30,Kirkuk,Muthanna,0
6293,2015-07-30,Kirkuk,Najaf,0
6294,2015-07-30,Kirkuk,Ninewa,0
6295,2015-07-30,Kirkuk,Qadissiya,0
6296,2015-07-30,Kirkuk,Salahal Din,72
6284,2015-07-30,Kirkuk,Baghdad,0
6290,2015-07-30,Kirkuk,Kirkuk,545
6283,2015-07-30,Kirkuk,Babylon,0
6276,2015-07-30,Erbil,Ninewa,0
6281,2015-07-30,Erbil,Wassit,0
6267,2015-07-30,Erbil,Basrah,0
6298,2015-07-30,Kirkuk,Thi Qar,2
6268,2015-07-30,Erbil,Dahuk,0
6269,2015-07-30,Erbil,Diyala,0
6270,2015-07-30,Erbil,Erbil,0
6271,2015-07-30,Erbil,Kerbala,0
