Date,death,gov
2007-07-18,37,Baghdad
2007-07-19,22,Baghdad
2007-07-20,20,Baghdad
2007-07-21,57,Baghdad
2007-07-22,31,Baghdad
2007-07-23,48,Baghdad
2007-07-24,34,Baghdad
2007-07-25,73,Baghdad
2007-07-26,120,Baghdad
2007-07-27,11,Baghdad
2007-07-28,28,Baghdad
2007-07-29,22,Baghdad
2007-07-30,36,Baghdad
2007-07-31,26,Baghdad
2007-08-01,110,Baghdad
2007-08-02,36,Baghdad
2007-08-03,17,Baghdad
2007-08-04,31,Baghdad
2007-08-05,36,Baghdad
2007-08-06,33,Baghdad
2007-08-07,35,Baghdad
2007-08-08,27,Baghdad
2007-08-09,20,Baghdad
2007-08-10,6,Baghdad
2007-08-11,20,Baghdad
2007-08-12,21,Baghdad
2007-08-13,30,Baghdad
2007-08-14,33,Baghdad
2007-08-15,22,Baghdad
2007-08-16,29,Baghdad
2007-08-17,14,Baghdad
2007-08-18,20,Baghdad
2007-08-19,32,Baghdad
2007-08-20,24,Baghdad
2007-08-21,16,Baghdad
2007-08-22,17,Baghdad
2007-08-23,19,Baghdad
2007-08-24,31,Baghdad
2007-08-25,25,Baghdad
2007-08-26,13,Baghdad
2007-08-27,17,Baghdad
2007-08-28,24,Baghdad
2007-08-29,14,Baghdad
2007-08-30,6,Baghdad
2007-08-31,6,Baghdad
2007-09-01,21,Baghdad
2007-09-02,23,Baghdad
2007-09-03,33,Baghdad
2007-09-04,9,Baghdad
2007-09-05,26,Baghdad
2007-09-06,32,Baghdad
2007-09-07,10,Baghdad
2007-09-08,28,Baghdad
2007-09-09,26,Baghdad
2007-09-10,18,Baghdad
2007-09-11,16,Baghdad
2007-09-12,13,Baghdad
2007-09-13,19,Baghdad
2007-09-14,6,Baghdad
2007-09-15,27,Baghdad
2007-09-16,41,Baghdad
2007-09-17,15,Baghdad
2007-09-18,29,Baghdad
2007-09-19,8,Baghdad
2007-09-20,14,Baghdad
2007-09-21,17,Baghdad
2007-09-22,14,Baghdad
2007-09-23,14,Baghdad
2007-09-24,15,Baghdad
2007-09-25,22,Baghdad
2007-09-26,43,Baghdad
2007-09-27,12,Baghdad
2007-09-28,33,Baghdad
2007-09-29,13,Baghdad
2007-09-30,13,Baghdad
2007-10-01,13,Baghdad
2007-10-02,17,Baghdad
2007-10-03,11,Baghdad
2007-10-04,21,Baghdad
2007-10-05,6,Baghdad
2007-10-06,6,Baghdad
2007-10-07,15,Baghdad
2007-10-08,18,Baghdad
2007-10-09,35,Baghdad
2007-10-10,18,Baghdad
2007-10-11,21,Baghdad
2007-10-12,9,Baghdad
2007-10-13,3,Baghdad
2007-10-14,16,Baghdad
2007-10-15,13,Baghdad
2007-10-16,13,Baghdad
2007-10-17,8,Baghdad
2007-10-18,9,Baghdad
2007-10-19,11,Baghdad
2007-10-20,11,Baghdad
2007-10-21,22,Baghdad
2007-10-22,15,Baghdad
2007-10-23,6,Baghdad
2007-10-24,15,Baghdad
2007-10-25,5,Baghdad
2007-10-26,5,Baghdad
2007-10-27,12,Baghdad
2007-10-28,8,Baghdad
2007-10-29,22,Baghdad
2007-10-30,8,Baghdad
2007-10-31,8,Baghdad
2007-11-01,11,Baghdad
2007-11-02,3,Baghdad
2007-11-03,11,Baghdad
2007-11-04,12,Baghdad
2007-11-05,11,Baghdad
2007-11-06,7,Baghdad
2007-11-07,9,Baghdad
2007-11-08,5,Baghdad
2007-11-09,5,Baghdad
2007-11-10,10,Baghdad
2007-11-11,7,Baghdad
2007-11-12,14,Baghdad
2007-11-13,52,Baghdad
2007-11-14,11,Baghdad
2007-11-15,7,Baghdad
2007-11-16,1,Baghdad
2007-11-17,39,Baghdad
2007-11-18,15,Baghdad
2007-11-19,5,Baghdad
2007-11-20,13,Baghdad
2007-11-21,11,Baghdad
2007-11-22,15,Baghdad
2007-11-23,21,Baghdad
2007-11-24,5,Baghdad
2007-11-25,23,Baghdad
2007-11-26,8,Baghdad
2007-11-27,15,Baghdad
2007-11-28,6,Baghdad
2007-11-29,8,Baghdad
2007-11-30,3,Baghdad
2007-12-01,5,Baghdad
2007-12-02,11,Baghdad
2007-12-03,7,Baghdad
2007-12-04,6,Baghdad
2007-12-05,22,Baghdad
2007-12-06,8,Baghdad
2007-12-07,3,Baghdad
2007-12-08,6,Baghdad
2007-12-09,6,Baghdad
2007-12-10,18,Baghdad
2007-12-11,7,Baghdad
2007-12-12,12,Baghdad
2007-12-13,5,Baghdad
2007-12-14,4,Baghdad
2007-12-15,10,Baghdad
2007-12-16,3,Baghdad
2007-12-17,15,Baghdad
2007-12-18,14,Baghdad
2007-12-19,2,Baghdad
2007-12-20,5,Baghdad
2007-12-21,8,Baghdad
2007-12-22,6,Baghdad
2007-12-23,13,Baghdad
2007-12-24,4,Baghdad
2007-12-25,3,Baghdad
2007-12-26,8,Baghdad
2007-12-27,6,Baghdad
2007-12-28,19,Baghdad
2007-12-29,12,Baghdad
2007-12-30,2,Baghdad
2007-12-31,16,Baghdad
2008-01-01,59,Baghdad
2008-01-02,10,Baghdad
2008-01-03,12,Baghdad
2008-01-04,4,Baghdad
2008-01-05,13,Baghdad
2008-01-06,23,Baghdad
2008-01-07,29,Baghdad
2008-01-08,10,Baghdad
2008-01-09,7,Baghdad
2008-01-10,6,Baghdad
2008-01-11,7,Baghdad
2008-01-12,9,Baghdad
2008-01-13,9,Baghdad
2008-01-14,10,Baghdad
2008-01-15,14,Baghdad
2008-01-16,12,Baghdad
2008-01-17,5,Baghdad
2008-01-18,4,Baghdad
2008-01-19,4,Baghdad
2008-01-20,3,Baghdad
2008-01-21,8,Baghdad
2008-01-22,8,Baghdad
2008-01-23,6,Baghdad
2008-01-24,6,Baghdad
2008-01-25,2,Baghdad
2008-01-26,8,Baghdad
2008-01-27,4,Baghdad
2008-01-28,6,Baghdad
2008-01-29,15,Baghdad
2008-01-30,3,Baghdad
2008-01-31,15,Baghdad
2008-02-01,102,Baghdad
2008-02-02,9,Baghdad
2008-02-03,5,Baghdad
2008-02-04,4,Baghdad
2008-02-05,12,Baghdad
2008-02-06,9,Baghdad
2008-02-07,11,Baghdad
2008-02-08,6,Baghdad
2008-02-09,4,Baghdad
2008-02-10,12,Baghdad
2008-02-11,23,Baghdad
2008-02-12,5,Baghdad
2008-02-13,4,Baghdad
2008-02-14,11,Baghdad
2008-02-15,9,Baghdad
2008-02-16,2,Baghdad
2008-02-17,8,Baghdad
2008-02-18,10,Baghdad
2008-02-19,25,Baghdad
2008-02-20,6,Baghdad
2008-02-21,7,Baghdad
2008-02-22,5,Baghdad
2008-02-23,6,Baghdad
2008-02-24,7,Baghdad
2008-02-25,3,Baghdad
2008-02-26,1,Baghdad
2008-02-27,4,Baghdad
2008-02-28,3,Baghdad
2008-02-29,4,Baghdad
2008-03-01,5,Baghdad
2008-03-02,4,Baghdad
2008-03-03,37,Baghdad
2008-03-04,3,Baghdad
2008-03-05,6,Baghdad
2008-03-06,71,Baghdad
2008-03-07,6,Baghdad
2008-03-08,16,Baghdad
2008-03-09,4,Baghdad
2008-03-10,8,Baghdad
2008-03-11,10,Baghdad
2008-03-12,6,Baghdad
2008-03-13,24,Baghdad
2008-03-14,4,Baghdad
2008-03-15,7,Baghdad
2008-03-16,12,Baghdad
2008-03-17,25,Baghdad
2008-03-18,9,Baghdad
2008-03-19,16,Baghdad
2008-03-20,5,Baghdad
2008-03-21,2,Baghdad
2008-03-22,8,Baghdad
2008-03-23,39,Baghdad
2008-03-24,4,Baghdad
2008-03-25,25,Baghdad
2008-03-26,13,Baghdad
2008-03-27,30,Baghdad
2008-03-28,10,Baghdad
2008-03-29,38,Baghdad
2008-03-30,28,Baghdad
2008-03-31,17,Baghdad
2008-04-01,7,Baghdad
2008-04-02,15,Baghdad
2008-04-03,6,Baghdad
2008-04-04,4,Baghdad
2008-04-05,15,Baghdad
2008-04-06,21,Baghdad
2008-04-07,23,Baghdad
2008-04-08,8,Baghdad
2008-04-09,16,Baghdad
2008-04-10,51,Baghdad
2008-04-11,19,Baghdad
2008-04-12,4,Baghdad
2008-04-13,2,Baghdad
2008-04-14,20,Baghdad
2008-04-15,9,Baghdad
2008-04-16,9,Baghdad
2008-04-17,70,Baghdad
2008-04-18,19,Baghdad
2008-04-19,15,Baghdad
2008-04-20,16,Baghdad
2008-04-21,16,Baghdad
2008-04-22,27,Baghdad
2008-04-23,7,Baghdad
2008-04-24,17,Baghdad
2008-04-25,8,Baghdad
2008-04-26,9,Baghdad
2008-04-27,19,Baghdad
2008-04-28,13,Baghdad
2008-04-29,46,Baghdad
2008-04-30,11,Baghdad
2008-05-01,14,Baghdad
2008-05-02,8,Baghdad
2008-05-03,21,Baghdad
2008-05-04,13,Baghdad
2008-05-05,26,Baghdad
2008-05-06,14,Baghdad
2008-05-07,8,Baghdad
2008-05-08,30,Baghdad
2008-05-09,12,Baghdad
2008-05-10,21,Baghdad
2008-05-11,7,Baghdad
2008-05-12,10,Baghdad
2008-05-13,6,Baghdad
2008-05-14,12,Baghdad
2008-05-15,9,Baghdad
2008-05-16,6,Baghdad
2008-05-17,16,Baghdad
2008-05-18,10,Baghdad
2008-05-19,7,Baghdad
2008-05-20,7,Baghdad
2008-05-21,23,Baghdad
2008-05-22,9,Baghdad
2008-05-23,5,Baghdad
2008-05-24,13,Baghdad
2008-05-25,10,Baghdad
2008-05-26,11,Baghdad
2008-05-27,4,Baghdad
2008-05-28,16,Baghdad
2008-05-29,2,Baghdad
2008-05-31,3,Baghdad
2008-06-01,8,Baghdad
2008-06-02,4,Baghdad
2008-06-03,60,Baghdad
2008-06-04,35,Baghdad
2008-06-05,2,Baghdad
2008-06-06,2,Baghdad
2008-06-07,13,Baghdad
2008-06-08,12,Baghdad
2008-06-09,10,Baghdad
2008-06-10,3,Baghdad
2008-06-11,11,Baghdad
2008-06-12,6,Baghdad
2008-06-13,6,Baghdad
2008-06-14,6,Baghdad
2008-06-15,9,Baghdad
2008-06-16,5,Baghdad
2008-06-17,73,Baghdad
2008-06-18,2,Baghdad
2008-06-19,3,Baghdad
2008-06-20,4,Baghdad
2008-06-21,3,Baghdad
2008-06-22,6,Baghdad
2008-06-23,4,Baghdad
2008-06-24,10,Baghdad
2008-06-25,11,Baghdad
2008-06-26,4,Baghdad
2008-06-27,2,Baghdad
2008-06-28,3,Baghdad
2008-06-29,4,Baghdad
2008-06-30,7,Baghdad
2008-07-01,3,Baghdad
2008-07-02,7,Baghdad
2008-07-03,8,Baghdad
2008-07-04,5,Baghdad
2008-07-05,4,Baghdad
2008-07-06,9,Baghdad
2008-07-07,3,Baghdad
2008-07-08,4,Baghdad
2008-07-09,6,Baghdad
2008-07-10,4,Baghdad
2008-07-12,1,Baghdad
2008-07-13,3,Baghdad
2008-07-14,5,Baghdad
2008-07-15,8,Baghdad
2008-07-16,1,Baghdad
2008-07-17,4,Baghdad
2008-07-18,2,Baghdad
2008-07-19,1,Baghdad
2008-07-20,7,Baghdad
2008-07-21,1,Baghdad
2008-07-22,3,Baghdad
2008-07-23,2,Baghdad
2008-07-24,14,Baghdad
2008-07-25,1,Baghdad
2008-07-26,1,Baghdad
2008-07-27,3,Baghdad
2008-07-28,35,Baghdad
2008-07-30,2,Baghdad
2008-07-31,3,Baghdad
2008-08-01,1,Baghdad
2008-08-02,1,Baghdad
2008-08-03,18,Baghdad
2008-08-04,10,Baghdad
2008-08-05,2,Baghdad
2008-08-06,5,Baghdad
2008-08-07,6,Baghdad
2008-08-08,1,Baghdad
2008-08-09,4,Baghdad
2008-08-10,26,Baghdad
2008-08-11,3,Baghdad
2008-08-12,1,Baghdad
2008-08-13,4,Baghdad
2008-08-14,11,Baghdad
2008-08-15,1,Baghdad
2008-08-16,7,Baghdad
2008-08-17,17,Baghdad
2008-08-18,3,Baghdad
2008-08-19,34,Baghdad
2008-08-20,5,Baghdad
2008-08-21,5,Baghdad
2008-08-22,2,Baghdad
2008-08-23,4,Baghdad
2008-08-24,12,Baghdad
2008-08-25,3,Baghdad
2008-08-26,2,Baghdad
2008-08-27,9,Baghdad
2008-08-28,8,Baghdad
2008-08-29,4,Baghdad
2008-08-30,1,Baghdad
2008-08-31,8,Baghdad
2008-09-01,8,Baghdad
2008-09-02,6,Baghdad
2008-09-03,10,Baghdad
2008-09-04,1,Baghdad
2008-09-05,10,Baghdad
2008-09-06,3,Baghdad
2008-09-07,6,Baghdad
2008-09-08,7,Baghdad
2008-09-09,5,Baghdad
2008-09-10,4,Baghdad
2008-09-11,5,Baghdad
2008-09-12,1,Baghdad
2008-09-13,13,Baghdad
2008-09-14,8,Baghdad
2008-09-15,19,Baghdad
2008-09-16,8,Baghdad
2008-09-17,22,Baghdad
2008-09-18,4,Baghdad
2008-09-19,1,Baghdad
2008-09-20,10,Baghdad
2008-09-21,11,Baghdad
2008-09-22,7,Baghdad
2008-09-23,3,Baghdad
2008-09-24,3,Baghdad
2008-09-25,13,Baghdad
2008-09-27,1,Baghdad
2008-09-28,36,Baghdad
2008-09-29,2,Baghdad
2008-09-30,7,Baghdad
2008-10-01,1,Baghdad
2008-10-02,25,Baghdad
2008-10-03,5,Baghdad
2008-10-04,1,Baghdad
2008-10-05,1,Baghdad
2008-10-06,3,Baghdad
2008-10-07,3,Baghdad
2008-10-08,11,Baghdad
2008-10-09,9,Baghdad
2008-10-10,16,Baghdad
2008-10-11,2,Baghdad
2008-10-12,10,Baghdad
2008-10-13,3,Baghdad
2008-10-14,2,Baghdad
2008-10-15,13,Baghdad
2008-10-16,1,Baghdad
2008-10-17,3,Baghdad
2008-10-18,7,Baghdad
2008-10-19,4,Baghdad
2008-10-20,15,Baghdad
2008-10-21,1,Baghdad
2008-10-22,7,Baghdad
2008-10-23,17,Baghdad
2008-10-24,6,Baghdad
2008-10-25,5,Baghdad
2008-10-26,1,Baghdad
2008-10-27,9,Baghdad
2008-10-28,8,Baghdad
2008-10-29,8,Baghdad
2008-10-30,2,Baghdad
2008-10-31,2,Baghdad
2008-11-01,3,Baghdad
2008-11-02,3,Baghdad
2008-11-03,12,Baghdad
2008-11-04,19,Baghdad
2008-11-05,4,Baghdad
2008-11-06,8,Baghdad
2008-11-07,4,Baghdad
2008-11-08,5,Baghdad
2008-11-10,29,Baghdad
2008-11-11,2,Baghdad
2008-11-12,25,Baghdad
2008-11-13,3,Baghdad
2008-11-15,8,Baghdad
2008-11-16,6,Baghdad
2008-11-17,2,Baghdad
2008-11-18,15,Baghdad
2008-11-19,4,Baghdad
2008-11-20,2,Baghdad
2008-11-21,4,Baghdad
2008-11-22,1,Baghdad
2008-11-23,3,Baghdad
2008-11-24,22,Baghdad
2008-11-25,1,Baghdad
2008-11-26,3,Baghdad
2008-11-27,1,Baghdad
2008-11-28,6,Baghdad
2008-11-29,5,Baghdad
2008-11-30,1,Baghdad
2008-12-01,21,Baghdad
2008-12-02,2,Baghdad
2008-12-03,2,Baghdad
2008-12-04,1,Baghdad
2008-12-05,1,Baghdad
2008-12-06,19,Baghdad
2008-12-07,3,Baghdad
2008-12-09,1,Baghdad
2008-12-10,4,Baghdad
2008-12-11,1,Baghdad
2008-12-12,1,Baghdad
2008-12-13,3,Baghdad
2008-12-15,2,Baghdad
2008-12-16,7,Baghdad
2008-12-17,24,Baghdad
2008-12-18,4,Baghdad
2008-12-19,11,Baghdad
2008-12-22,2,Baghdad
2008-12-23,6,Baghdad
2008-12-25,5,Baghdad
2008-12-26,2,Baghdad
2008-12-27,27,Baghdad
2008-12-28,1,Baghdad
2008-12-29,4,Baghdad
2008-12-30,3,Baghdad
2008-12-31,3,Baghdad
2009-01-01,2,Baghdad
2009-01-02,30,Baghdad
2009-01-03,4,Baghdad
2009-01-04,44,Baghdad
2009-01-05,8,Baghdad
2009-01-06,2,Baghdad
2009-01-07,2,Baghdad
2009-01-08,4,Baghdad
2009-01-09,1,Baghdad
2009-01-11,3,Baghdad
2009-01-12,8,Baghdad
2009-01-13,2,Baghdad
2009-01-15,3,Baghdad
2009-01-17,5,Baghdad
2009-01-19,5,Baghdad
2009-01-20,6,Baghdad
2009-01-21,6,Baghdad
2009-01-22,3,Baghdad
2009-01-23,3,Baghdad
2009-01-24,1,Baghdad
2009-01-26,3,Baghdad
2009-01-27,1,Baghdad
2009-01-28,1,Baghdad
2009-01-29,1,Baghdad
2009-01-31,2,Baghdad
2009-02-01,1,Baghdad
2009-02-02,1,Baghdad
2009-02-03,3,Baghdad
2009-02-04,2,Baghdad
2009-02-06,7,Baghdad
2009-02-07,1,Baghdad
2009-02-08,5,Baghdad
2009-02-10,2,Baghdad
2009-02-11,21,Baghdad
2009-02-12,2,Baghdad
2009-02-13,43,Baghdad
2009-02-14,11,Baghdad
2009-02-15,3,Baghdad
2009-02-16,8,Baghdad
2009-02-17,1,Baghdad
2009-02-18,1,Baghdad
2009-02-19,1,Baghdad
2009-02-20,2,Baghdad
2009-02-23,4,Baghdad
2009-02-24,2,Baghdad
2009-02-25,3,Baghdad
2009-02-26,2,Baghdad
2009-02-27,3,Baghdad
2009-02-28,2,Baghdad
2009-03-01,24,Baghdad
2009-03-03,1,Baghdad
2009-03-04,3,Baghdad
2009-03-05,2,Baghdad
2009-03-06,1,Baghdad
2009-03-07,1,Baghdad
2009-03-08,32,Baghdad
2009-03-09,4,Baghdad
2009-03-12,2,Baghdad
2009-03-13,1,Baghdad
2009-03-14,1,Baghdad
2009-03-15,1,Baghdad
2009-03-18,3,Baghdad
2009-03-22,4,Baghdad
2009-03-25,5,Baghdad
2009-03-26,28,Baghdad
2009-03-28,4,Baghdad
2009-03-29,2,Baghdad
2009-03-31,1,Baghdad
2009-04-01,5,Baghdad
2009-04-02,6,Baghdad
2009-04-03,4,Baghdad
2009-04-04,3,Baghdad
2009-04-05,2,Baghdad
2009-04-06,43,Baghdad
2009-04-07,9,Baghdad
2009-04-08,13,Baghdad
2009-04-09,1,Baghdad
2009-04-10,1,Baghdad
2009-04-11,14,Baghdad
2009-04-12,3,Baghdad
2009-04-13,2,Baghdad
2009-04-14,1,Baghdad
2009-04-16,1,Baghdad
2009-04-17,5,Baghdad
2009-04-18,5,Baghdad
2009-04-19,7,Baghdad
2009-04-20,2,Baghdad
2009-04-21,4,Baghdad
2009-04-22,3,Baghdad
2009-04-23,20,Baghdad
2009-04-24,76,Baghdad
2009-04-25,2,Baghdad
2009-04-26,1,Baghdad
2009-04-27,2,Baghdad
2009-04-28,5,Baghdad
2009-04-29,59,Baghdad
2009-04-30,3,Baghdad
2009-05-01,24,Baghdad
2009-05-02,1,Baghdad
2009-05-03,1,Baghdad
2009-05-04,12,Baghdad
2009-05-05,2,Baghdad
2009-05-06,23,Baghdad
2009-05-07,6,Baghdad
2009-05-08,1,Baghdad
2009-05-09,3,Baghdad
2009-05-11,5,Baghdad
2009-05-13,3,Baghdad
2009-05-14,2,Baghdad
2009-05-15,1,Baghdad
2009-05-16,3,Baghdad
2009-05-17,5,Baghdad
2009-05-19,3,Baghdad
2009-05-20,41,Baghdad
2009-05-21,18,Baghdad
2009-05-22,1,Baghdad
2009-05-23,1,Baghdad
2009-05-24,4,Baghdad
2009-05-26,6,Baghdad
2009-05-27,8,Baghdad
2009-05-28,3,Baghdad
2009-05-29,1,Baghdad
2009-05-30,4,Baghdad
2009-05-31,5,Baghdad
2009-06-01,5,Baghdad
2009-06-02,2,Baghdad
2009-06-03,9,Baghdad
2009-06-04,1,Baghdad
2009-06-06,1,Baghdad
2009-06-07,1,Baghdad
2009-06-08,9,Baghdad
2009-06-09,7,Baghdad
2009-06-10,1,Baghdad
2009-06-11,2,Baghdad
2009-06-12,8,Baghdad
2009-06-13,1,Baghdad
2009-06-14,1,Baghdad
2009-06-15,6,Baghdad
2009-06-16,1,Baghdad
2009-06-17,5,Baghdad
2009-06-18,2,Baghdad
2009-06-19,3,Baghdad
2009-06-20,5,Baghdad
2009-06-21,6,Baghdad
2009-06-22,27,Baghdad
2009-06-23,4,Baghdad
2009-06-24,82,Baghdad
2009-06-25,5,Baghdad
2009-06-26,20,Baghdad
2009-06-27,1,Baghdad
2009-06-28,3,Baghdad
2009-06-29,2,Baghdad
2009-07-04,4,Baghdad
2009-07-05,2,Baghdad
2009-07-07,1,Baghdad
2009-07-08,4,Baghdad
2009-07-09,20,Baghdad
2009-07-10,1,Baghdad
2009-07-11,4,Baghdad
2009-07-12,5,Baghdad
2009-07-13,4,Baghdad
2009-07-14,3,Baghdad
2009-07-15,5,Baghdad
2009-07-17,3,Baghdad
2009-07-19,1,Baghdad
2009-07-20,1,Baghdad
2009-07-21,16,Baghdad
2009-07-22,1,Baghdad
2009-07-23,1,Baghdad
2009-07-25,1,Baghdad
2009-07-26,5,Baghdad
2009-07-27,1,Baghdad
2009-07-28,19,Baghdad
2009-07-29,2,Baghdad
2009-07-31,38,Baghdad
2009-08-01,1,Baghdad
2009-08-02,21,Baghdad
2009-08-04,5,Baghdad
2009-08-05,2,Baghdad
2009-08-06,5,Baghdad
2009-08-07,14,Baghdad
2009-08-08,2,Baghdad
2009-08-09,4,Baghdad
2009-08-10,27,Baghdad
2009-08-11,9,Baghdad
2009-08-12,1,Baghdad
2009-08-13,5,Baghdad
2009-08-15,7,Baghdad
2009-08-16,7,Baghdad
2009-08-17,6,Baghdad
2009-08-18,2,Baghdad
2009-08-19,132,Baghdad
2009-08-20,3,Baghdad
2009-08-21,2,Baghdad
2009-08-22,1,Baghdad
2009-08-25,8,Baghdad
2009-08-26,1,Baghdad
2009-08-27,2,Baghdad
2009-08-28,1,Baghdad
2009-08-29,2,Baghdad
2009-08-30,3,Baghdad
2009-08-31,5,Baghdad
2009-09-01,1,Baghdad
2009-09-02,4,Baghdad
2009-09-03,2,Baghdad
2009-09-05,1,Baghdad
2009-09-06,1,Baghdad
2009-09-07,5,Baghdad
2009-09-08,5,Baghdad
2009-09-09,3,Baghdad
2009-09-10,8,Baghdad
2009-09-12,10,Baghdad
2009-09-13,1,Baghdad
2009-09-15,4,Baghdad
2009-09-16,2,Baghdad
2009-09-17,2,Baghdad
2009-09-18,7,Baghdad
2009-09-19,4,Baghdad
2009-09-20,1,Baghdad
2009-09-21,3,Baghdad
2009-09-22,1,Baghdad
2009-09-23,4,Baghdad
2009-09-24,1,Baghdad
2009-09-26,2,Baghdad
2009-09-27,1,Baghdad
2009-09-28,1,Baghdad
2009-09-29,3,Baghdad
2009-09-30,2,Baghdad
2009-10-03,2,Baghdad
2009-10-04,1,Baghdad
2009-10-05,1,Baghdad
2009-10-06,1,Baghdad
2009-10-07,1,Baghdad
2009-10-08,5,Baghdad
2009-10-09,2,Baghdad
2009-10-11,1,Baghdad
2009-10-12,2,Baghdad
2009-10-14,8,Baghdad
2009-10-15,3,Baghdad
2009-10-16,1,Baghdad
2009-10-17,2,Baghdad
2009-10-18,13,Baghdad
2009-10-19,3,Baghdad
2009-10-20,2,Baghdad
2009-10-22,1,Baghdad
2009-10-28,3,Baghdad
2009-10-29,2,Baghdad
2009-10-30,1,Baghdad
2009-11-01,1,Baghdad
2009-11-02,2,Baghdad
2009-11-05,1,Baghdad
2009-11-08,2,Baghdad
2009-11-10,1,Baghdad
2009-11-12,1,Baghdad
2009-11-13,2,Baghdad
2009-11-15,1,Baghdad
2009-11-16,4,Baghdad
2009-11-17,1,Baghdad
2009-11-21,4,Baghdad
2009-11-24,3,Baghdad
2009-11-25,7,Baghdad
2009-11-26,2,Baghdad
2009-11-28,1,Baghdad
2009-11-29,1,Baghdad
2009-12-01,2,Baghdad
2009-12-02,1,Baghdad
2009-12-03,2,Baghdad
2009-12-04,1,Baghdad
2009-12-06,1,Baghdad
2009-12-07,15,Baghdad
2009-12-08,127,Baghdad
2009-12-09,13,Baghdad
2009-12-10,1,Baghdad
2009-12-11,5,Baghdad
2009-12-12,2,Baghdad
2009-12-15,5,Baghdad
2009-12-16,3,Baghdad
2009-12-17,3,Baghdad
2009-12-21,2,Baghdad
2009-12-23,8,Baghdad
2009-12-24,16,Baghdad
2009-12-25,10,Baghdad
2009-12-26,10,Baghdad
2009-12-27,1,Baghdad
2009-12-29,11,Baghdad
2009-12-30,1,Baghdad
2009-12-31,2,Baghdad
2010-01-02,1,Baghdad
2010-01-06,1,Baghdad
2010-01-09,1,Baghdad
2010-01-16,3,Baghdad
2010-01-17,1,Baghdad
2010-01-18,5,Baghdad
2010-01-19,1,Baghdad
2010-01-20,3,Baghdad
2010-01-21,2,Baghdad
2010-01-22,1,Baghdad
2010-01-24,1,Baghdad
2010-01-25,43,Baghdad
2010-01-26,22,Baghdad
2010-01-27,2,Baghdad
2010-01-28,2,Baghdad
2010-01-30,1,Baghdad
2010-02-01,54,Baghdad
2010-02-02,3,Baghdad
2010-02-03,1,Baghdad
2010-02-05,1,Baghdad
2010-02-07,2,Baghdad
2010-02-08,3,Baghdad
2010-02-10,1,Baghdad
2010-02-13,2,Baghdad
2010-02-14,4,Baghdad
2010-02-15,1,Baghdad
2010-02-18,1,Baghdad
2010-02-20,1,Baghdad
2010-02-21,7,Baghdad
2010-02-22,12,Baghdad
2010-02-23,1,Baghdad
2010-02-24,1,Baghdad
2010-02-26,1,Baghdad
2010-02-28,4,Baghdad
2010-03-02,1,Baghdad
2010-03-03,1,Baghdad
2010-03-04,7,Baghdad
2010-03-07,40,Baghdad
2010-03-09,1,Baghdad
2010-03-10,2,Baghdad
2010-03-13,3,Baghdad
2010-03-14,1,Baghdad
2010-03-18,2,Baghdad
2010-03-19,5,Baghdad
2010-03-21,1,Baghdad
2010-03-22,4,Baghdad
2010-03-25,3,Baghdad
2010-03-27,3,Baghdad
2010-03-28,3,Baghdad
2010-03-29,1,Baghdad
2010-03-31,4,Baghdad
2010-04-02,25,Baghdad
2010-04-03,3,Baghdad
2010-04-04,50,Baghdad
2010-04-05,1,Baghdad
2010-04-06,54,Baghdad
2010-04-08,1,Baghdad
2010-04-13,7,Baghdad
2010-04-14,3,Baghdad
2010-04-16,1,Baghdad
2010-04-18,1,Baghdad
2010-04-19,8,Baghdad
2010-04-21,2,Baghdad
2010-04-23,69,Baghdad
2010-04-24,4,Baghdad
2010-04-25,2,Baghdad
2010-04-26,2,Baghdad
2010-04-27,9,Baghdad
2010-04-29,8,Baghdad
2010-05-01,4,Baghdad
2010-05-03,2,Baghdad
2010-05-05,5,Baghdad
2010-05-06,3,Baghdad
2010-05-08,1,Baghdad
2010-05-09,1,Baghdad
2010-05-10,9,Baghdad
2010-05-11,6,Baghdad
2010-05-12,19,Baghdad
2010-05-13,1,Baghdad
2010-05-14,4,Baghdad
2010-05-16,2,Baghdad
2010-05-17,7,Baghdad
2010-05-18,3,Baghdad
2010-05-20,1,Baghdad
2010-05-22,4,Baghdad
2010-05-23,1,Baghdad
2010-05-25,15,Baghdad
2010-05-27,1,Baghdad
2010-05-31,2,Baghdad
2010-06-01,1,Baghdad
2010-06-02,1,Baghdad
2010-06-03,2,Baghdad
2010-06-05,1,Baghdad
2010-06-06,8,Baghdad
2010-06-07,7,Baghdad
2010-06-08,1,Baghdad
2010-06-09,1,Baghdad
2010-06-10,4,Baghdad
2010-06-11,3,Baghdad
2010-06-13,26,Baghdad
2010-06-14,6,Baghdad
2010-06-15,1,Baghdad
2010-06-16,7,Baghdad
2010-06-19,18,Baghdad
2010-06-20,30,Baghdad
2010-06-22,2,Baghdad
2010-06-23,2,Baghdad
2010-06-24,2,Baghdad
2010-06-27,1,Baghdad
2010-06-28,6,Baghdad
2010-06-29,5,Baghdad
2010-07-01,2,Baghdad
2010-07-03,3,Baghdad
2010-07-04,1,Baghdad
2010-07-06,8,Baghdad
2010-07-07,62,Baghdad
2010-07-08,12,Baghdad
2010-07-09,4,Baghdad
2010-07-10,2,Baghdad
2010-07-12,1,Baghdad
2010-07-13,4,Baghdad
2010-07-14,3,Baghdad
2010-07-15,13,Baghdad
