Date,death,gov
2016-07-29,6,Baghdad
2016-07-30,7,Baghdad
2016-07-31,17,Baghdad
2016-08-01,10,Baghdad
2016-08-02,12,Baghdad
2016-08-03,5,Baghdad
2016-08-04,12,Baghdad
2016-08-05,8,Baghdad
2016-08-06,7,Baghdad
2016-08-07,8,Baghdad
2016-08-08,10,Baghdad
2016-08-09,7,Baghdad
2016-08-10,12,Baghdad
2016-08-11,11,Baghdad
2016-08-12,5,Baghdad
2016-08-13,10,Baghdad
2016-08-14,7,Baghdad
2016-08-15,13,Baghdad
2016-08-16,12,Baghdad
2016-08-17,13,Baghdad
2016-08-18,11,Baghdad
2016-08-19,15,Baghdad
2016-08-20,7,Baghdad
2016-08-21,13,Baghdad
2016-08-22,9,Baghdad
2016-08-23,23,Baghdad
2016-08-24,10,Baghdad
2016-08-25,18,Baghdad
2016-08-26,11,Baghdad
2016-08-27,14,Baghdad
2016-08-28,5,Baghdad
2016-08-29,8,Baghdad
2016-08-30,15,Baghdad
2016-08-31,10,Baghdad
2016-09-01,15,Baghdad
2016-09-02,15,Baghdad
2016-09-03,11,Baghdad
2016-09-04,11,Baghdad
2016-09-05,24,Baghdad
2016-09-06,7,Baghdad
2016-09-07,6,Baghdad
2016-09-08,11,Baghdad
2016-09-09,42,Baghdad
2016-09-10,16,Baghdad
2016-09-11,14,Baghdad
2016-09-12,11,Baghdad
2016-09-13,7,Baghdad
2016-09-14,16,Baghdad
2016-09-15,8,Baghdad
2016-09-16,5,Baghdad
2016-09-17,12,Baghdad
2016-09-18,10,Baghdad
2016-09-19,13,Baghdad
2016-09-20,6,Baghdad
2016-09-21,10,Baghdad
2016-09-22,8,Baghdad
2016-09-23,13,Baghdad
2016-09-24,9,Baghdad
2016-09-25,21,Baghdad
2016-09-26,9,Baghdad
2016-09-27,31,Baghdad
2016-09-28,13,Baghdad
2016-09-29,9,Baghdad
2016-09-30,11,Baghdad
2016-10-01,9,Baghdad
2016-10-02,13,Baghdad
2016-10-03,26,Baghdad
2016-10-04,18,Baghdad
2016-10-05,7,Baghdad
2016-10-06,11,Baghdad
2016-10-07,8,Baghdad
2016-10-08,9,Baghdad
2016-10-09,20,Baghdad
2016-10-10,12,Baghdad
2016-10-11,8,Baghdad
2016-10-12,7,Baghdad
2016-10-13,8,Baghdad
2016-10-14,13,Baghdad
2016-10-15,43,Baghdad
2016-10-16,4,Baghdad
2016-10-17,7,Baghdad
2016-10-18,5,Baghdad
2016-10-19,12,Baghdad
2016-10-20,9,Baghdad
2016-10-21,7,Baghdad
2016-10-22,13,Baghdad
2016-10-23,7,Baghdad
2016-10-24,11,Baghdad
2016-10-25,9,Baghdad
2016-10-26,12,Baghdad
2016-10-27,8,Baghdad
2016-10-28,9,Baghdad
2016-10-29,14,Baghdad
2016-10-30,19,Baghdad
2016-10-31,12,Baghdad
2016-11-01,9,Baghdad
2016-11-02,3,Baghdad
2016-11-03,8,Baghdad
2016-11-04,10,Baghdad
2016-11-05,10,Baghdad
2016-11-06,13,Baghdad
2016-11-07,13,Baghdad
2016-11-08,6,Baghdad
2016-11-09,10,Baghdad
2016-11-10,9,Baghdad
2016-11-11,8,Baghdad
2016-11-12,11,Baghdad
2016-11-13,21,Baghdad
2016-11-14,12,Baghdad
2016-11-15,5,Baghdad
2016-11-16,9,Baghdad
2016-11-17,4,Baghdad
2016-11-18,5,Baghdad
2016-11-19,12,Baghdad
2016-11-20,11,Baghdad
2016-11-21,7,Baghdad
2016-11-22,7,Baghdad
2016-11-23,18,Baghdad
2016-11-24,106,Baghdad
2016-11-25,3,Baghdad
2016-11-26,4,Baghdad
2016-11-27,7,Baghdad
2016-11-28,4,Baghdad
2016-11-29,3,Baghdad
2016-11-30,2,Baghdad
2016-12-01,6,Baghdad
2016-12-02,1,Baghdad
2016-12-03,8,Baghdad
2016-12-04,3,Baghdad
2016-12-05,8,Baghdad
2016-12-06,2,Baghdad
2016-12-07,11,Baghdad
2016-12-08,5,Baghdad
2016-12-09,12,Baghdad
2016-12-10,1,Baghdad
2016-12-11,13,Baghdad
2016-12-12,3,Baghdad
2016-12-13,2,Baghdad
2016-12-14,3,Baghdad
2016-12-15,4,Baghdad
2016-12-16,6,Baghdad
2016-12-17,3,Baghdad
2016-12-18,3,Baghdad
2016-12-19,2,Baghdad
2016-12-20,2,Baghdad
2016-12-21,5,Baghdad
2016-12-22,2,Baghdad
2016-12-23,15,Baghdad
2016-12-24,3,Baghdad
2016-12-25,12,Baghdad
2016-12-26,3,Baghdad
2016-12-27,5,Baghdad
2016-12-28,6,Baghdad
2016-12-29,13,Baghdad
2016-12-30,4,Baghdad
2016-12-31,35,Baghdad
2017-01-01,2,Baghdad
2017-01-02,71,Baghdad
2017-01-03,2,Baghdad
2017-01-04,2,Baghdad
2017-01-05,26,Baghdad
2017-01-06,7,Baghdad
2017-01-07,2,Baghdad
2017-01-08,24,Baghdad
2017-01-09,3,Baghdad
2017-01-10,3,Baghdad
2017-01-11,14,Baghdad
2017-01-12,1,Baghdad
2017-01-16,4,Baghdad
2017-01-17,10,Baghdad
2017-01-18,2,Baghdad
2017-01-19,2,Baghdad
2017-01-20,2,Baghdad
2017-01-21,2,Baghdad
2017-01-22,4,Baghdad
2017-01-23,5,Baghdad
2017-01-24,5,Baghdad
2017-01-25,8,Baghdad
2017-01-26,3,Baghdad
2017-01-27,5,Baghdad
2017-01-28,2,Baghdad
2017-01-29,4,Baghdad
2017-01-30,2,Baghdad
2017-01-31,1,Baghdad
2017-02-01,3,Baghdad
2017-02-02,3,Baghdad
2017-02-03,2,Baghdad
2017-02-04,1,Baghdad
2017-02-05,4,Baghdad
2017-02-06,2,Baghdad
2017-02-07,2,Baghdad
2017-02-08,2,Baghdad
2017-02-09,3,Baghdad
2017-02-10,10,Baghdad
2017-02-11,8,Baghdad
2017-02-12,3,Baghdad
2017-02-13,1,Baghdad
2017-02-14,4,Baghdad
2017-02-15,17,Baghdad
2017-02-16,56,Baghdad
2017-02-17,1,Baghdad
2017-02-18,6,Baghdad
2017-02-19,1,Baghdad
2017-02-20,5,Baghdad
2017-02-21,3,Baghdad
2017-02-22,6,Baghdad
2017-02-23,6,Baghdad
2017-02-24,1,Baghdad
2017-02-25,3,Baghdad
2017-02-26,3,Baghdad
2017-02-27,4,Baghdad
2017-02-28,4,Baghdad
2003-02-10,2,Basrah
2003-03-02,6,Basrah
2003-03-20,461,Basrah
2003-03-21,2,Basrah
2003-03-22,80,Basrah
2003-03-23,14,Basrah
2003-04-03,19,Basrah
2003-04-05,17,Basrah
2003-04-09,807,Basrah
2003-04-10,32,Basrah
2003-04-11,5,Basrah
2003-04-18,1,Basrah
2003-05-01,2,Basrah
2003-05-03,1,Basrah
2003-05-05,1,Basrah
2003-05-08,1,Basrah
2003-05-11,1,Basrah
2003-05-12,9,Basrah
2003-05-13,1,Basrah
2003-05-18,1,Basrah
2003-06-19,1,Basrah
2003-06-28,1,Basrah
2003-08-03,1,Basrah
2003-08-04,2,Basrah
2003-08-10,2,Basrah
2003-08-16,2,Basrah
2003-08-21,1,Basrah
2003-08-24,1,Basrah
2003-09-01,2,Basrah
2003-09-07,5,Basrah
2003-09-20,1,Basrah
2003-09-22,1,Basrah
2003-10-01,10,Basrah
2003-10-02,10,Basrah
2003-10-04,1,Basrah
2003-10-15,1,Basrah
2003-10-26,1,Basrah
2003-10-29,1,Basrah
2003-11-01,1,Basrah
2003-11-05,1,Basrah
2003-11-10,1,Basrah
2003-11-11,4,Basrah
2003-11-18,1,Basrah
2003-12-24,1,Basrah
2003-12-27,1,Basrah
2004-01-01,2,Basrah
2004-01-03,1,Basrah
2004-01-05,1,Basrah
2004-01-06,2,Basrah
2004-01-08,1,Basrah
2004-01-23,1,Basrah
2004-01-27,1,Basrah
2004-01-31,2,Basrah
2004-02-01,3,Basrah
2004-02-03,5,Basrah
2004-02-04,1,Basrah
2004-02-06,1,Basrah
2004-02-15,5,Basrah
2004-02-23,1,Basrah
2004-03-04,1,Basrah
2004-03-06,1,Basrah
2004-03-07,4,Basrah
2004-03-10,2,Basrah
2004-03-11,1,Basrah
2004-03-18,3,Basrah
2004-03-23,2,Basrah
2004-03-27,1,Basrah
2004-04-01,1,Basrah
2004-04-21,74,Basrah
2004-05-04,1,Basrah
2004-05-06,1,Basrah
2004-05-16,4,Basrah
2004-05-23,2,Basrah
2004-06-06,1,Basrah
2004-06-19,3,Basrah
2004-06-21,1,Basrah
2004-06-22,2,Basrah
2004-07-05,1,Basrah
2004-07-06,1,Basrah
2004-07-10,2,Basrah
2004-07-14,2,Basrah
2004-07-20,3,Basrah
2004-07-26,2,Basrah
2004-08-07,3,Basrah
2004-08-18,1,Basrah
2004-08-23,1,Basrah
2004-09-02,1,Basrah
2004-09-11,2,Basrah
2004-09-20,1,Basrah
2004-09-30,4,Basrah
2004-10-06,1,Basrah
2004-11-01,1,Basrah
2004-12-02,2,Basrah
2004-12-07,1,Basrah
2004-12-17,1,Basrah
2004-12-18,1,Basrah
2004-12-27,1,Basrah
2005-01-02,1,Basrah
2005-01-04,1,Basrah
2005-01-08,2,Basrah
2005-01-15,1,Basrah
2005-01-16,1,Basrah
2005-01-17,1,Basrah
2005-01-20,1,Basrah
2005-01-21,1,Basrah
2005-01-27,2,Basrah
2005-01-31,4,Basrah
2005-02-07,1,Basrah
2005-02-09,2,Basrah
2005-02-12,1,Basrah
2005-02-22,1,Basrah
2005-03-05,5,Basrah
2005-03-08,1,Basrah
2005-03-09,2,Basrah
2005-03-13,1,Basrah
2005-03-17,6,Basrah
2005-03-18,2,Basrah
2005-03-20,4,Basrah
2005-03-26,1,Basrah
2005-03-29,1,Basrah
2005-03-30,1,Basrah
2005-04-05,1,Basrah
2005-04-07,1,Basrah
2005-04-10,1,Basrah
2005-04-14,1,Basrah
2005-04-18,2,Basrah
2005-04-19,1,Basrah
2005-04-22,1,Basrah
2005-04-23,2,Basrah
2005-04-29,1,Basrah
2005-05-04,2,Basrah
2005-05-05,1,Basrah
2005-05-07,1,Basrah
2005-05-08,1,Basrah
2005-05-09,1,Basrah
2005-05-11,1,Basrah
2005-05-21,2,Basrah
2005-05-24,1,Basrah
2005-05-31,1,Basrah
2005-06-02,1,Basrah
2005-06-05,1,Basrah
2005-06-06,1,Basrah
2005-06-10,2,Basrah
2005-06-12,1,Basrah
2005-06-22,1,Basrah
2005-06-23,8,Basrah
2005-06-27,2,Basrah
2005-07-02,1,Basrah
2005-07-03,1,Basrah
2005-07-05,1,Basrah
2005-07-08,1,Basrah
2005-07-11,1,Basrah
2005-07-14,1,Basrah
2005-07-16,1,Basrah
2005-07-17,1,Basrah
2005-07-20,2,Basrah
2005-07-21,2,Basrah
2005-07-25,1,Basrah
2005-07-26,2,Basrah
2005-07-28,5,Basrah
2005-08-02,1,Basrah
2005-08-04,2,Basrah
2005-08-07,2,Basrah
2005-08-09,6,Basrah
2005-08-14,1,Basrah
2005-08-15,1,Basrah
2005-08-17,1,Basrah
2005-08-23,1,Basrah
2005-09-01,7,Basrah
2005-09-07,18,Basrah
2005-09-10,1,Basrah
2005-09-11,1,Basrah
2005-09-19,6,Basrah
2005-09-25,1,Basrah
2005-09-26,1,Basrah
2005-09-29,4,Basrah
2005-10-01,1,Basrah
2005-10-09,2,Basrah
2005-10-13,1,Basrah
2005-10-18,3,Basrah
2005-10-20,1,Basrah
2005-10-24,1,Basrah
2005-10-25,3,Basrah
2005-10-31,18,Basrah
2005-11-01,66,Basrah
2005-11-02,1,Basrah
2005-11-04,1,Basrah
2005-11-06,2,Basrah
2005-11-08,2,Basrah
2005-11-09,1,Basrah
2005-11-12,1,Basrah
2005-11-19,2,Basrah
2005-11-21,1,Basrah
2005-11-25,1,Basrah
2005-11-27,1,Basrah
2005-11-30,1,Basrah
2005-12-11,1,Basrah
2005-12-21,1,Basrah
2005-12-31,1,Basrah
2006-01-01,29,Basrah
2006-01-05,2,Basrah
2006-01-06,1,Basrah
2006-01-07,1,Basrah
2006-01-08,1,Basrah
2006-01-09,1,Basrah
2006-01-10,1,Basrah
2006-01-14,1,Basrah
2006-01-20,2,Basrah
2006-01-23,2,Basrah
2006-01-25,1,Basrah
2006-01-27,1,Basrah
2006-01-28,2,Basrah
2006-02-01,6,Basrah
2006-02-02,6,Basrah
2006-02-03,3,Basrah
2006-02-05,1,Basrah
2006-02-06,1,Basrah
2006-02-07,1,Basrah
2006-02-14,1,Basrah
2006-02-15,4,Basrah
2006-02-16,1,Basrah
2006-02-17,1,Basrah
2006-02-19,1,Basrah
2006-02-20,1,Basrah
2006-02-22,22,Basrah
2006-02-23,3,Basrah
2006-02-24,2,Basrah
2006-02-25,3,Basrah
2006-02-26,2,Basrah
2006-02-27,1,Basrah
2006-03-01,15,Basrah
2006-03-02,3,Basrah
2006-03-04,1,Basrah
2006-03-14,1,Basrah
2006-03-17,3,Basrah
2006-03-18,2,Basrah
2006-03-22,2,Basrah
2006-03-24,2,Basrah
2006-03-25,1,Basrah
2006-03-26,2,Basrah
2006-03-28,1,Basrah
2006-03-29,2,Basrah
2006-03-30,1,Basrah
2006-04-01,35,Basrah
2006-04-02,2,Basrah
2006-04-03,8,Basrah
2006-04-04,4,Basrah
2006-04-05,1,Basrah
2006-04-09,3,Basrah
2006-04-10,3,Basrah
2006-04-11,1,Basrah
2006-04-12,1,Basrah
2006-04-13,22,Basrah
2006-04-14,2,Basrah
2006-04-15,4,Basrah
2006-04-16,4,Basrah
2006-04-17,1,Basrah
2006-04-18,3,Basrah
2006-04-20,6,Basrah
2006-04-22,2,Basrah
2006-04-25,2,Basrah
2006-04-28,1,Basrah
2006-04-29,1,Basrah
2006-05-01,14,Basrah
2006-05-05,4,Basrah
2006-05-06,6,Basrah
2006-05-07,1,Basrah
2006-05-08,2,Basrah
2006-05-09,1,Basrah
2006-05-10,3,Basrah
2006-05-11,1,Basrah
2006-05-12,2,Basrah
2006-05-13,3,Basrah
2006-05-14,4,Basrah
2006-05-15,13,Basrah
2006-05-16,9,Basrah
2006-05-19,2,Basrah
2006-05-21,1,Basrah
2006-05-23,1,Basrah
2006-05-24,2,Basrah
2006-05-25,10,Basrah
2006-05-26,12,Basrah
2006-05-27,2,Basrah
2006-05-28,1,Basrah
2006-05-30,4,Basrah
2006-05-31,2,Basrah
2006-06-01,0,Basrah
2006-06-02,4,Basrah
2006-06-03,33,Basrah
2006-06-04,15,Basrah
2006-06-05,1,Basrah
2006-06-06,21,Basrah
2006-06-07,3,Basrah
2006-06-09,2,Basrah
2006-06-10,2,Basrah
2006-06-11,2,Basrah
2006-06-12,3,Basrah
2006-06-13,6,Basrah
2006-06-14,1,Basrah
2006-06-15,2,Basrah
2006-06-16,4,Basrah
2006-06-17,2,Basrah
2006-06-18,4,Basrah
2006-06-20,5,Basrah
2006-06-21,2,Basrah
2006-06-22,1,Basrah
2006-06-23,10,Basrah
2006-06-24,2,Basrah
2006-06-25,3,Basrah
2006-06-27,2,Basrah
2006-06-28,8,Basrah
2006-06-29,3,Basrah
2006-07-01,12,Basrah
2006-07-02,2,Basrah
2006-07-03,5,Basrah
2006-07-04,6,Basrah
2006-07-05,1,Basrah
2006-07-06,2,Basrah
2006-07-07,3,Basrah
2006-07-08,3,Basrah
2006-07-09,3,Basrah
2006-07-10,2,Basrah
2006-07-12,4,Basrah
2006-07-14,1,Basrah
2006-07-15,4,Basrah
2006-07-16,4,Basrah
2006-07-18,1,Basrah
2006-07-19,5,Basrah
2006-07-21,4,Basrah
2006-07-23,4,Basrah
2006-07-24,3,Basrah
2006-07-25,2,Basrah
2006-07-26,4,Basrah
2006-07-27,1,Basrah
2006-07-28,1,Basrah
2006-07-29,2,Basrah
2006-07-30,1,Basrah
2006-08-01,1,Basrah
2006-08-02,2,Basrah
2006-08-03,6,Basrah
2006-08-04,3,Basrah
2006-08-05,2,Basrah
2006-08-06,1,Basrah
2006-08-07,3,Basrah
2006-08-08,2,Basrah
2006-08-11,1,Basrah
2006-08-12,3,Basrah
2006-08-14,2,Basrah
2006-08-15,3,Basrah
2006-08-16,4,Basrah
2006-08-17,1,Basrah
2006-08-19,3,Basrah
2006-08-20,7,Basrah
2006-08-21,1,Basrah
2006-08-22,3,Basrah
2006-08-23,3,Basrah
2006-08-24,3,Basrah
2006-08-25,2,Basrah
2006-08-26,7,Basrah
2006-08-27,13,Basrah
2006-08-29,9,Basrah
2006-08-30,1,Basrah
2006-08-31,2,Basrah
2006-09-01,5,Basrah
2006-09-02,4,Basrah
2006-09-03,2,Basrah
2006-09-04,1,Basrah
2006-09-05,3,Basrah
2006-09-06,3,Basrah
2006-09-07,4,Basrah
2006-09-08,3,Basrah
2006-09-10,2,Basrah
2006-09-11,4,Basrah
2006-09-13,1,Basrah
2006-09-14,2,Basrah
2006-09-16,2,Basrah
2006-09-17,5,Basrah
2006-09-18,2,Basrah
2006-09-19,1,Basrah
2006-09-20,1,Basrah
2006-09-23,2,Basrah
2006-09-24,2,Basrah
2006-09-26,4,Basrah
2006-09-27,3,Basrah
2006-09-29,1,Basrah
2006-09-30,3,Basrah
2006-10-01,8,Basrah
2006-10-02,1,Basrah
2006-10-03,1,Basrah
2006-10-04,2,Basrah
2006-10-05,1,Basrah
2006-10-06,3,Basrah
2006-10-07,1,Basrah
2006-10-08,3,Basrah
2006-10-09,4,Basrah
2006-10-10,1,Basrah
2006-10-11,2,Basrah
2006-10-13,2,Basrah
2006-10-14,2,Basrah
2006-10-15,2,Basrah
2006-10-16,2,Basrah
2006-10-17,8,Basrah
2006-10-18,5,Basrah
2006-10-19,7,Basrah
2006-10-20,2,Basrah
2006-10-21,4,Basrah
2006-10-22,3,Basrah
2006-10-23,4,Basrah
2006-10-25,1,Basrah
2006-10-26,1,Basrah
2006-10-27,1,Basrah
2006-10-28,2,Basrah
2006-10-29,17,Basrah
2006-10-30,4,Basrah
2006-11-01,3,Basrah
2006-11-02,3,Basrah
2006-11-03,3,Basrah
2006-11-04,1,Basrah
2006-11-05,2,Basrah
2006-11-06,1,Basrah
2006-11-07,5,Basrah
2006-11-08,4,Basrah
2006-11-09,2,Basrah
2006-11-10,1,Basrah
2006-11-11,1,Basrah
2006-11-12,3,Basrah
2006-11-13,6,Basrah
2006-11-14,3,Basrah
2006-11-15,6,Basrah
2006-11-17,3,Basrah
2006-11-18,1,Basrah
2006-11-19,3,Basrah
2006-11-20,2,Basrah
2006-11-21,4,Basrah
2006-11-22,1,Basrah
2006-11-23,3,Basrah
2006-11-25,1,Basrah
2006-11-26,5,Basrah
2006-11-27,1,Basrah
2006-11-28,1,Basrah
2006-11-29,3,Basrah
2006-11-30,12,Basrah
2006-12-01,1,Basrah
2006-12-02,2,Basrah
2006-12-03,1,Basrah
2006-12-04,2,Basrah
2006-12-06,6,Basrah
2006-12-07,2,Basrah
2006-12-09,1,Basrah
2006-12-10,4,Basrah
2006-12-11,2,Basrah
2006-12-12,4,Basrah
2006-12-14,3,Basrah
2006-12-15,6,Basrah
2006-12-16,1,Basrah
2006-12-17,2,Basrah
2006-12-18,1,Basrah
2006-12-19,2,Basrah
2006-12-20,1,Basrah
2006-12-22,4,Basrah
2006-12-24,4,Basrah
2006-12-25,3,Basrah
2006-12-26,4,Basrah
2006-12-27,9,Basrah
2006-12-28,3,Basrah
2006-12-29,1,Basrah
2006-12-30,3,Basrah
2007-01-02,1,Basrah
2007-01-03,1,Basrah
2007-01-04,2,Basrah
2007-01-05,3,Basrah
2007-01-06,1,Basrah
2007-01-07,1,Basrah
2007-01-08,1,Basrah
2007-01-09,1,Basrah
2007-01-11,1,Basrah
2007-01-13,1,Basrah
2007-01-14,2,Basrah
2007-01-15,3,Basrah
2007-01-16,2,Basrah
2007-01-17,1,Basrah
2007-01-18,1,Basrah
2007-01-19,2,Basrah
2007-01-20,3,Basrah
2007-01-21,2,Basrah
2007-01-22,1,Basrah
2007-01-23,2,Basrah
2007-01-24,4,Basrah
2007-01-25,3,Basrah
2007-01-26,4,Basrah
2007-01-27,3,Basrah
2007-01-28,1,Basrah
2007-02-01,5,Basrah
2007-02-03,1,Basrah
2007-02-04,5,Basrah
2007-02-05,4,Basrah
2007-02-06,4,Basrah
2007-02-07,8,Basrah
2007-02-08,4,Basrah
2007-02-09,3,Basrah
2007-02-10,3,Basrah
2007-02-11,1,Basrah
2007-02-14,14,Basrah
2007-02-15,1,Basrah
2007-02-17,3,Basrah
2007-02-18,1,Basrah
2007-02-19,2,Basrah
2007-02-22,5,Basrah
2007-02-24,4,Basrah
2007-02-25,5,Basrah
2007-02-26,2,Basrah
2007-02-27,2,Basrah
2007-02-28,1,Basrah
2007-03-01,1,Basrah
2007-03-02,1,Basrah
2007-03-03,1,Basrah
2007-03-05,2,Basrah
2007-03-07,2,Basrah
2007-03-08,1,Basrah
2007-03-10,2,Basrah
2007-03-12,2,Basrah
2007-03-13,1,Basrah
2007-03-14,2,Basrah
2007-03-15,3,Basrah
2007-03-16,1,Basrah
2007-03-18,3,Basrah
2007-03-19,4,Basrah
2007-03-21,6,Basrah
2007-03-22,3,Basrah
2007-03-23,2,Basrah
2007-03-24,1,Basrah
2007-03-26,2,Basrah
2007-03-27,3,Basrah
2007-03-28,4,Basrah
2007-04-01,2,Basrah
2007-04-03,2,Basrah
2007-04-04,2,Basrah
2007-04-05,1,Basrah
2007-04-07,2,Basrah
2007-04-09,5,Basrah
2007-04-10,2,Basrah
2007-04-11,1,Basrah
2007-04-12,3,Basrah
2007-04-13,1,Basrah
2007-04-14,2,Basrah
2007-04-15,6,Basrah
2007-04-18,2,Basrah
2007-04-19,1,Basrah
2007-04-20,4,Basrah
2007-04-21,4,Basrah
2007-04-22,6,Basrah
2007-04-23,2,Basrah
2007-04-24,1,Basrah
2007-04-25,2,Basrah
2007-04-26,5,Basrah
2007-04-27,2,Basrah
2007-04-28,4,Basrah
2007-04-29,27,Basrah
2007-04-30,9,Basrah
2007-05-01,1,Basrah
2007-05-02,5,Basrah
2007-05-03,4,Basrah
2007-05-04,2,Basrah
2007-05-05,1,Basrah
2007-05-06,5,Basrah
2007-05-07,3,Basrah
2007-05-08,6,Basrah
2007-05-09,1,Basrah
2007-05-10,1,Basrah
2007-05-11,4,Basrah
2007-05-12,2,Basrah
2007-05-13,3,Basrah
2007-05-14,2,Basrah
2007-05-15,1,Basrah
2007-05-16,8,Basrah
2007-05-17,1,Basrah
2007-05-18,14,Basrah
2007-05-20,1,Basrah
2007-05-21,5,Basrah
2007-05-22,1,Basrah
2007-05-23,3,Basrah
2007-05-24,2,Basrah
2007-05-26,9,Basrah
2007-05-27,3,Basrah
2007-05-28,1,Basrah
2007-05-29,2,Basrah
2007-05-30,2,Basrah
2007-05-31,2,Basrah
2007-06-01,1,Basrah
2007-06-02,1,Basrah
2007-06-03,3,Basrah
2007-06-04,6,Basrah
2007-06-05,3,Basrah
2007-06-06,1,Basrah
2007-06-07,5,Basrah
2007-06-08,30,Basrah
2007-06-09,10,Basrah
2007-06-11,1,Basrah
2007-06-13,4,Basrah
2007-06-15,3,Basrah
2007-06-17,2,Basrah
2007-06-18,5,Basrah
2007-06-19,2,Basrah
2007-06-20,2,Basrah
2007-06-21,2,Basrah
2007-06-22,6,Basrah
2007-06-24,1,Basrah
2007-06-25,3,Basrah
2007-06-26,7,Basrah
2007-06-27,8,Basrah
2007-06-30,3,Basrah
2007-07-01,13,Basrah
2007-07-02,2,Basrah
2007-07-03,3,Basrah
2007-07-04,2,Basrah
2007-07-05,2,Basrah
2007-07-06,5,Basrah
2007-07-07,4,Basrah
2007-07-08,3,Basrah
2007-07-09,6,Basrah
2007-07-10,1,Basrah
2007-07-11,3,Basrah
2007-07-12,4,Basrah
2007-07-13,4,Basrah
2007-07-14,2,Basrah
2007-07-15,2,Basrah
2007-07-16,4,Basrah
2007-07-17,3,Basrah
2007-07-18,8,Basrah
2007-07-19,1,Basrah
2007-07-20,2,Basrah
2007-07-21,1,Basrah
2007-07-22,4,Basrah
2007-07-23,1,Basrah
2007-07-24,5,Basrah
2007-07-25,2,Basrah
2007-07-26,2,Basrah
2007-07-27,9,Basrah
2007-07-28,3,Basrah
2007-07-29,3,Basrah
2007-07-30,6,Basrah
2007-07-31,1,Basrah
2007-08-01,11,Basrah
2007-08-02,6,Basrah
2007-08-03,2,Basrah
2007-08-04,4,Basrah
2007-08-05,4,Basrah
2007-08-06,6,Basrah
2007-08-07,2,Basrah
2007-08-08,3,Basrah
2007-08-09,3,Basrah
2007-08-10,8,Basrah
2007-08-11,3,Basrah
2007-08-12,3,Basrah
2007-08-13,5,Basrah
2007-08-14,4,Basrah
2007-08-17,3,Basrah
2007-08-18,3,Basrah
2007-08-19,5,Basrah
2007-08-20,4,Basrah
2007-08-22,1,Basrah
2007-08-24,2,Basrah
2007-08-25,2,Basrah
2007-08-28,1,Basrah
2007-08-29,1,Basrah
2007-08-31,1,Basrah
2007-09-01,12,Basrah
2007-09-02,4,Basrah
2007-09-05,3,Basrah
2007-09-06,3,Basrah
2007-09-07,1,Basrah
2007-09-08,2,Basrah
2007-09-09,5,Basrah
2007-09-10,3,Basrah
2007-09-11,4,Basrah
2007-09-12,1,Basrah
2007-09-13,3,Basrah
2007-09-14,4,Basrah
2007-09-15,1,Basrah
2007-09-16,1,Basrah
2007-09-17,1,Basrah
2007-09-18,3,Basrah
2007-09-19,1,Basrah
2007-09-20,2,Basrah
2007-09-21,7,Basrah
2007-09-22,1,Basrah
2007-09-23,1,Basrah
2007-09-24,4,Basrah
2007-09-25,10,Basrah
2007-09-26,9,Basrah
2007-09-30,3,Basrah
2007-10-01,10,Basrah
2007-10-02,2,Basrah
2007-10-03,2,Basrah
2007-10-04,5,Basrah
2007-10-05,1,Basrah
2007-10-06,1,Basrah
2007-10-07,3,Basrah
2007-10-08,3,Basrah
2007-10-09,7,Basrah
2007-10-10,6,Basrah
2007-10-11,2,Basrah
2007-10-13,1,Basrah
2007-10-14,2,Basrah
2007-10-15,1,Basrah
2007-10-16,2,Basrah
2007-10-17,1,Basrah
2007-10-18,2,Basrah
2007-10-20,1,Basrah
2007-10-23,4,Basrah
2007-10-24,1,Basrah
2007-10-25,1,Basrah
2007-10-27,2,Basrah
2007-10-28,9,Basrah
2007-10-29,2,Basrah
2007-10-30,1,Basrah
2007-10-31,3,Basrah
2007-11-01,15,Basrah
2007-11-02,2,Basrah
2007-11-03,1,Basrah
2007-11-04,2,Basrah
2007-11-05,1,Basrah
2007-11-06,1,Basrah
2007-11-07,4,Basrah
2007-11-08,4,Basrah
2007-11-09,1,Basrah
2007-11-10,3,Basrah
2007-11-11,1,Basrah
2007-11-13,1,Basrah
2007-11-14,3,Basrah
2007-11-15,2,Basrah
2007-11-16,1,Basrah
2007-11-17,2,Basrah
2007-11-18,1,Basrah
2007-11-19,7,Basrah
2007-11-20,5,Basrah
2007-11-21,2,Basrah
2007-11-22,2,Basrah
2007-11-23,1,Basrah
2007-11-24,9,Basrah
2007-11-25,1,Basrah
2007-11-26,2,Basrah
2007-11-27,1,Basrah
2007-11-29,2,Basrah
2007-12-01,11,Basrah
2007-12-02,4,Basrah
2007-12-03,1,Basrah
2007-12-05,2,Basrah
2007-12-06,1,Basrah
2007-12-07,1,Basrah
2007-12-08,1,Basrah
2007-12-09,5,Basrah
2007-12-10,4,Basrah
2007-12-11,2,Basrah
2007-12-12,4,Basrah
2007-12-13,1,Basrah
2007-12-14,3,Basrah
2007-12-15,1,Basrah
2007-12-16,2,Basrah
2007-12-17,2,Basrah
2007-12-22,2,Basrah
2007-12-23,1,Basrah
2007-12-26,2,Basrah
2007-12-27,2,Basrah
2007-12-28,1,Basrah
2008-01-03,1,Basrah
2008-01-08,2,Basrah
2008-01-11,1,Basrah
2008-01-12,4,Basrah
2008-01-14,1,Basrah
2008-01-15,3,Basrah
2008-01-16,1,Basrah
