gov,Date,temp,precip,death,ArGov_sentPos,ArGov_sentNeg,Gov_eventsAll,ArGov_insVioMin_buzz,death_lag,temp_lag,precip_lag,events_lag,sentPos_lag_ar,sentNeg_lag_ar,insVioMin_buzz_lag,death_diff,sentPos_diff_ar,sentNeg_diff_ar,events_diff,insVioMin_buzz_diff
Anbar,2017-03-30,64.39795918367346,0.07397959183673468,11,25297,8277,0,817.0,4.0,64.30306122448978,0.02112244897959184,14.0,13233.0,5632.0,1976.0,7.0,12064.0,2645.0,-14.0,-1159.0
Babylon,2017-03-30,64.71964285714284,0.04107142857142858,1,17111,3863,0,1107.0,2.0,63.955357142857146,0.0066071428571428574,0.0,11606.0,2620.0,383.0,-1.0,5505.0,1243.0,0.0,724.0
Baghdad,2017-03-30,64.31904761904761,0.1757142857142857,59,54875,24704,46,2550.0,41.0,63.22539682539683,0.029523809523809525,89.0,65070.0,15593.0,2780.0,18.0,-10195.0,9111.0,-43.0,-230.0
Basrah,2017-03-30,70.20102040816326,0.11908163265306124,1,27539,5082,3,1861.0,2.0,69.58265306122449,0.004081632653061224,17.0,15544.0,4799.0,2246.0,-1.0,11995.0,283.0,-14.0,-385.0
Thi Qar,2017-03-30,68.64142857142858,0.019571428571428573,1,0,0,0,0.0,0.0,68.17857142857143,0.005571428571428573,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Diyala,2017-03-30,64.36190476190477,0.12095238095238094,7,60042,9510,2,1599.0,17.0,64.42380952380952,0.04619047619047619,1.0,45368.0,7036.0,1199.0,-10.0,14674.0,2474.0,1.0,400.0
Dahuk,2017-03-30,55.10178571428572,0.06035714285714285,0,7587,1540,0,411.0,0.0,57.00357142857143,0.05107142857142858,0.0,6376.0,1747.0,416.0,0.0,1211.0,-207.0,0.0,-5.0
Erbil,2017-03-30,52.13690476190476,0.09238095238095237,0,41758,8838,0,447.0,0.0,52.74285714285714,0.050357142857142864,28.0,35989.0,11112.0,1819.0,0.0,5769.0,-2274.0,-28.0,-1372.0
Sulaymaniyah,2017-03-30,52.15642857142857,0.11142857142857145,0,15087,4727,2,2572.0,0.0,54.112857142857145,0.0805,0.0,20710.0,4540.0,3638.0,0.0,-5623.0,187.0,2.0,-1066.0
Kerbala,2017-03-30,65.17857142857143,0.1907142857142857,0,9506,1981,0,12.0,0.0,65.55714285714285,0.025714285714285717,0.0,6513.0,1772.0,96.0,0.0,2993.0,209.0,0.0,-84.0
Kirkuk,2017-03-30,57.30892857142857,0.1030357142857143,6,14909,3039,4,45.0,14.0,58.84285714285715,0.06053571428571429,3.0,10690.0,1730.0,297.0,-8.0,4219.0,1309.0,1.0,-252.0
Missan,2017-03-30,67.26785714285715,0.04880952380952381,0,13973,3610,0,202.0,0.0,67.1047619047619,0.004999999999999999,0.0,9623.0,3094.0,311.0,0.0,4350.0,516.0,0.0,-109.0
Muthanna,2017-03-30,67.82857142857144,0.04785714285714286,0,15550,8932,0,1553.0,2.0,67.67142857142856,0.0007142857142857143,0.0,12578.0,10481.0,1471.0,-2.0,2972.0,-1549.0,0.0,82.0
Najaf,2017-03-30,66.59285714285714,0.0035714285714285718,0,5456,832,0,638.0,0.0,66.1,0.005714285714285714,0.0,11726.0,1727.0,992.0,0.0,-6270.0,-895.0,0.0,-354.0
Ninewa,2017-03-30,54.996428571428574,0.06464285714285714,1137,172464,82594,256,5268.0,399.0,56.71071428571428,0.05312499999999999,329.0,174412.0,69289.0,12236.0,738.0,-1948.0,13305.0,-73.0,-6968.0
Qadissiya,2017-03-30,66.82321428571429,0.0035714285714285718,0,5907,1241,0,131.0,0.0,66.73214285714286,0.005714285714285714,0.0,10314.0,1892.0,37.0,0.0,-4407.0,-651.0,0.0,94.0
Salahal Din,2017-03-30,61.72346938775511,0.0960204081632653,12,15820,6232,3,442.0,10.0,62.23571428571428,0.06285714285714285,18.0,21611.0,6556.0,620.0,2.0,-5791.0,-324.0,-15.0,-178.0
Wassit,2017-03-30,65.20714285714287,0.11885714285714284,0,16110,3887,0,239.0,0.0,65.21142857142857,0.023428571428571434,0.0,20519.0,3591.0,159.0,0.0,-4409.0,296.0,0.0,80.0
Anbar,2017-04-13,69.48163265306123,0.030408163265306123,29,16246,6443,6,327.0,11.0,64.39795918367346,0.07397959183673468,0.0,25297.0,8277.0,817.0,18.0,-9051.0,-1834.0,6.0,-490.0
Babylon,2017-04-13,70.30357142857143,0.008035714285714287,0,15286,4246,0,131.0,1.0,64.71964285714284,0.04107142857142858,0.0,17111.0,3863.0,1107.0,-1.0,-1825.0,383.0,0.0,-976.0
Baghdad,2017-04-13,69.85952380952382,0.015158730158730158,45,57780,20373,121,197.0,59.0,64.31904761904761,0.1757142857142857,46.0,54875.0,24704.0,2550.0,-14.0,2905.0,-4331.0,75.0,-2353.0
Basrah,2017-04-13,78.12142857142858,0.002448979591836735,1,18000,4546,1,141.0,1.0,70.20102040816326,0.11908163265306124,3.0,27539.0,5082.0,1861.0,0.0,-9539.0,-536.0,-2.0,-1720.0
Thi Qar,2017-04-13,75.91285714285713,0.009142857142857144,0,0,0,0,0.0,1.0,68.64142857142858,0.019571428571428573,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
Diyala,2017-04-13,70.9857142857143,0.022380952380952383,5,62224,12396,0,240.0,7.0,64.36190476190477,0.12095238095238094,2.0,60042.0,9510.0,1599.0,-2.0,2182.0,2886.0,-2.0,-1359.0
Dahuk,2017-04-13,60.487500000000004,0.07785714285714286,1,7234,2108,0,49.0,0.0,55.10178571428572,0.06035714285714285,0.0,7587.0,1540.0,411.0,1.0,-353.0,568.0,0.0,-362.0
Erbil,2017-04-13,57.416666666666664,0.07845238095238097,1,34411,9859,18,215.0,0.0,52.13690476190476,0.09238095238095237,0.0,41758.0,8838.0,447.0,1.0,-7347.0,1021.0,18.0,-232.0
Sulaymaniyah,2017-04-13,59.29785714285715,0.08671428571428572,1,17855,4410,0,179.0,0.0,52.15642857142857,0.11142857142857145,2.0,15087.0,4727.0,2572.0,1.0,2768.0,-317.0,-2.0,-2393.0
Kerbala,2017-04-13,71.67142857142856,0.008571428571428572,0,8821,1276,0,8.0,0.0,65.17857142857143,0.1907142857142857,0.0,9506.0,1981.0,12.0,0.0,-685.0,-705.0,0.0,-4.0
Kirkuk,2017-04-13,63.76785714285713,0.05232142857142857,6,18266,2670,5,2.0,6.0,57.30892857142857,0.1030357142857143,4.0,14909.0,3039.0,45.0,0.0,3357.0,-369.0,1.0,-43.0
Missan,2017-04-13,75.47380952380952,0.004761904761904763,0,16473,6861,0,9.0,0.0,67.26785714285715,0.04880952380952381,0.0,13973.0,3610.0,202.0,0.0,2500.0,3251.0,0.0,-193.0
Muthanna,2017-04-13,74.8142857142857,0.027857142857142858,0,13510,9705,0,146.0,0.0,67.82857142857144,0.04785714285714286,0.0,15550.0,8932.0,1553.0,0.0,-2040.0,773.0,0.0,-1407.0
Najaf,2017-04-13,72.97142857142858,0.008571428571428572,0,5850,1666,1,19.0,0.0,66.59285714285714,0.0035714285714285718,0.0,5456.0,832.0,638.0,0.0,394.0,834.0,1.0,-619.0
Ninewa,2017-04-13,60.52589285714286,0.07732142857142857,779,98880,52664,231,634.0,1137.0,54.996428571428574,0.06464285714285714,256.0,172464.0,82594.0,5268.0,-358.0,-73584.0,-29930.0,-25.0,-4634.0
Qadissiya,2017-04-13,73.01964285714286,0.035892857142857136,0,13820,1473,0,0.0,0.0,66.82321428571429,0.0035714285714285718,0.0,5907.0,1241.0,131.0,0.0,7913.0,232.0,0.0,-131.0
Salahal Din,2017-04-13,68.25102040816327,0.02387755102040817,38,17685,6447,42,24.0,12.0,61.72346938775511,0.0960204081632653,3.0,15820.0,6232.0,442.0,26.0,1865.0,215.0,39.0,-418.0
Wassit,2017-04-13,72.27857142857142,0.007428571428571429,0,11599,4725,0,12.0,0.0,65.20714285714287,0.11885714285714284,0.0,16110.0,3887.0,239.0,0.0,-4511.0,838.0,0.0,-227.0
Anbar,2017-04-27,76.80204081632654,0.011122448979591837,7,21309,7348,13,0.0,29.0,69.48163265306123,0.030408163265306123,6.0,16246.0,6443.0,327.0,-22.0,5063.0,905.0,7.0,-327.0
Babylon,2017-04-27,75.6125,0.04982142857142857,3,13652,2377,0,0.0,0.0,70.30357142857143,0.008035714285714287,0.0,15286.0,4246.0,131.0,3.0,-1634.0,-1869.0,0.0,-131.0
Baghdad,2017-04-27,75.81269841269841,0.013492063492063491,17,57342,15951,72,0.0,45.0,69.85952380952382,0.015158730158730158,121.0,57780.0,20373.0,197.0,-28.0,-438.0,-4422.0,-49.0,-197.0
Basrah,2017-04-27,82.97551020408163,0.0,5,18067,4953,10,0.0,1.0,78.12142857142858,0.002448979591836735,1.0,18000.0,4546.0,141.0,4.0,67.0,407.0,9.0,-141.0
Thi Qar,2017-04-27,81.8157142857143,0.008285714285714287,1,0,0,0,0.0,0.0,75.91285714285713,0.009142857142857144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Diyala,2017-04-27,77.8690476190476,0.004047619047619048,47,78213,14101,1,0.0,5.0,70.9857142857143,0.022380952380952383,0.0,62224.0,12396.0,240.0,42.0,15989.0,1705.0,1.0,-240.0
Dahuk,2017-04-27,66.30714285714285,0.15464285714285714,0,6348,1554,3,0.0,1.0,60.487500000000004,0.07785714285714286,0.0,7234.0,2108.0,49.0,-1.0,-886.0,-554.0,3.0,-49.0
Erbil,2017-04-27,64.13214285714285,0.10976190476190474,1,43881,11150,38,0.0,1.0,57.416666666666664,0.07845238095238097,18.0,34411.0,9859.0,215.0,0.0,9470.0,1291.0,20.0,-215.0
Sulaymaniyah,2017-04-27,66.04714285714286,0.08785714285714287,3,20349,3109,2,0.0,1.0,59.29785714285715,0.08671428571428572,0.0,17855.0,4410.0,179.0,2.0,2494.0,-1301.0,2.0,-179.0
Kerbala,2017-04-27,77.20952380952382,0.04261904761904762,2,6314,1213,0,0.0,0.0,71.67142857142856,0.008571428571428572,0.0,8821.0,1276.0,8.0,2.0,-2507.0,-63.0,0.0,-8.0
Kirkuk,2017-04-27,70.33392857142856,0.03392857142857143,2,7257,3023,2,0.0,6.0,63.76785714285713,0.05232142857142857,5.0,18266.0,2670.0,2.0,-4.0,-11009.0,353.0,-3.0,-2.0
Missan,2017-04-27,82.19404761904762,0.007261904761904762,0,14600,10462,0,0.0,0.0,75.47380952380952,0.004761904761904763,0.0,16473.0,6861.0,9.0,0.0,-1873.0,3601.0,0.0,-9.0
Muthanna,2017-04-27,80.54285714285713,0.017142857142857144,0,15843,5391,4,0.0,0.0,74.8142857142857,0.027857142857142858,0.0,13510.0,9705.0,146.0,0.0,2333.0,-4314.0,4.0,-146.0
Najaf,2017-04-27,78.17857142857143,0.03214285714285715,0,3395,1148,0,0.0,0.0,72.97142857142858,0.008571428571428572,1.0,5850.0,1666.0,19.0,0.0,-2455.0,-518.0,-1.0,-19.0
Ninewa,2017-04-27,66.08749999999999,0.13776785714285714,685,93562,39108,212,0.0,779.0,60.52589285714286,0.07732142857142857,231.0,98880.0,52664.0,634.0,-94.0,-5318.0,-13556.0,-19.0,-634.0
Qadissiya,2017-04-27,78.51607142857142,0.008571428571428572,0,6605,2479,0,0.0,0.0,73.01964285714286,0.035892857142857136,0.0,13820.0,1473.0,0.0,0.0,-7215.0,1006.0,0.0,0.0
Salahal Din,2017-04-27,75.1826530612245,0.012448979591836735,7,12894,3998,3,0.0,38.0,68.25102040816327,0.02387755102040817,42.0,17685.0,6447.0,24.0,-31.0,-4791.0,-2449.0,-39.0,-24.0
Wassit,2017-04-27,78.44142857142857,0.02185714285714286,0,10037,2660,1,0.0,0.0,72.27857142857142,0.007428571428571429,0.0,11599.0,4725.0,12.0,0.0,-1562.0,-2065.0,1.0,-12.0
Anbar,2017-05-15,85.73253968253968,0.007539682539682541,115,6719,3412,25,556.0,7.0,76.80204081632654,0.011122448979591837,13.0,21309.0,7348.0,0.0,108.0,-14590.0,-3936.0,12.0,556.0
Babylon,2017-05-15,84.58333333333331,0.002499999999999999,0,13926,2328,0,181.0,3.0,75.6125,0.04982142857142857,0.0,13652.0,2377.0,0.0,-3.0,274.0,-49.0,0.0,181.0
Baghdad,2017-05-15,85.3962962962963,0.0007407407407407406,32,45561,13282,50,971.0,17.0,75.81269841269841,0.013492063492063491,72.0,57342.0,15951.0,0.0,15.0,-11781.0,-2669.0,-22.0,971.0
Basrah,2017-05-15,90.96428571428572,0.0,1,14505,3261,8,176.0,5.0,82.97551020408163,0.0,10.0,18067.0,4953.0,0.0,-4.0,-3562.0,-1692.0,-2.0,176.0
Thi Qar,2017-05-15,89.53999999999999,0.0017777777777777779,1,0,0,2,0.0,1.0,81.8157142857143,0.008285714285714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Diyala,2017-05-15,87.64351851851852,0.00925925925925926,115,49155,8278,0,1277.0,47.0,77.8690476190476,0.004047619047619048,1.0,78213.0,14101.0,0.0,68.0,-29058.0,-5823.0,-1.0,1277.0
Dahuk,2017-05-15,75.71111111111111,0.06513888888888889,1,6233,1118,4,15.0,0.0,66.30714285714285,0.15464285714285714,3.0,6348.0,1554.0,0.0,1.0,-115.0,-436.0,1.0,15.0
Erbil,2017-05-15,73.18611111111113,0.032685185185185185,2,43709,6858,10,187.0,1.0,64.13214285714285,0.10976190476190474,38.0,43881.0,11150.0,0.0,1.0,-172.0,-4292.0,-28.0,187.0
Sulaymaniyah,2017-05-15,73.56333333333333,0.03411111111111112,1,12482,2518,1,1206.0,3.0,66.04714285714286,0.08785714285714287,2.0,20349.0,3109.0,0.0,-2.0,-7867.0,-591.0,-1.0,1206.0
Kerbala,2017-05-15,87.50000000000001,0.0,8,8674,1536,10,21.0,2.0,77.20952380952382,0.04261904761904762,0.0,6314.0,1213.0,0.0,6.0,2360.0,323.0,10.0,21.0
Kirkuk,2017-05-15,79.82916666666667,0.0031944444444444446,6,10917,2118,22,215.0,2.0,70.33392857142856,0.03392857142857143,2.0,7257.0,3023.0,0.0,4.0,3660.0,-905.0,20.0,215.0
Missan,2017-05-15,88.875,0.004166666666666667,0,8398,3002,0,57.0,0.0,82.19404761904762,0.007261904761904762,0.0,14600.0,10462.0,0.0,0.0,-6202.0,-7460.0,0.0,57.0
Muthanna,2017-05-15,88.68888888888888,0.0,0,11069,5140,0,315.0,0.0,80.54285714285713,0.017142857142857144,4.0,15843.0,5391.0,0.0,0.0,-4774.0,-251.0,-4.0,315.0
Najaf,2017-05-15,87.6277777777778,0.0016666666666666666,0,3398,2040,0,159.0,0.0,78.17857142857143,0.03214285714285715,0.0,3395.0,1148.0,0.0,0.0,3.0,892.0,0.0,159.0
Ninewa,2017-05-15,75.62291666666664,0.05118055555555556,705,98331,33301,157,2743.0,685.0,66.08749999999999,0.13776785714285714,212.0,93562.0,39108.0,0.0,20.0,4769.0,-5807.0,-55.0,2743.0
Qadissiya,2017-05-15,87.69583333333333,0.0016666666666666666,3,7756,1669,1,122.0,0.0,78.51607142857142,0.008571428571428572,0.0,6605.0,2479.0,0.0,3.0,1151.0,-810.0,1.0,122.0
Salahal Din,2017-05-15,85.18253968253968,0.008492063492063492,20,15922,3364,4,183.0,7.0,75.1826530612245,0.012448979591836735,3.0,12894.0,3998.0,0.0,13.0,3028.0,-634.0,1.0,183.0
Wassit,2017-05-15,86.69777777777779,0.010888888888888889,0,8787,2145,2,115.0,0.0,78.44142857142857,0.02185714285714286,1.0,10037.0,2660.0,0.0,0.0,-1250.0,-515.0,1.0,115.0
Anbar,2017-05-30,89.47333333333334,0.00019047619047619048,15,1183,408,17,22.0,115.0,85.73253968253968,0.007539682539682541,25.0,6719.0,3412.0,556.0,-100.0,-5536.0,-3004.0,-8.0,-534.0
Babylon,2017-05-30,87.835,0.00016666666666666666,0,1457,221,0,30.0,0.0,84.58333333333331,0.002499999999999999,0.0,13926.0,2328.0,181.0,0.0,-12469.0,-2107.0,0.0,-151.0
Baghdad,2017-05-30,87.9651851851852,0.0,75,6272,1449,43,692.0,32.0,85.3962962962963,0.0007407407407407406,50.0,45561.0,13282.0,971.0,43.0,-39289.0,-11833.0,-7.0,-279.0
Basrah,2017-05-30,94.26190476190479,0.0,25,2329,729,20,41.0,1.0,90.96428571428572,0.0,8.0,14505.0,3261.0,176.0,24.0,-12176.0,-2532.0,12.0,-135.0
Thi Qar,2017-05-30,92.33066666666669,0.0,0,0,0,0,0.0,1.0,89.53999999999999,0.0017777777777777779,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,-2.0,0.0
Diyala,2017-05-30,91.06444444444443,0.0,30,2992,691,12,107.0,115.0,87.64351851851852,0.00925925925925926,0.0,49155.0,8278.0,1277.0,-85.0,-46163.0,-7587.0,12.0,-1170.0
Dahuk,2017-05-30,80.90166666666667,0.0013333333333333333,4,607,164,0,6.0,1.0,75.71111111111111,0.06513888888888889,4.0,6233.0,1118.0,15.0,3.0,-5626.0,-954.0,-4.0,-9.0
Erbil,2017-05-30,78.72111111111111,0.002111111111111111,1,1895,478,9,23.0,2.0,73.18611111111113,0.032685185185185185,10.0,43709.0,6858.0,187.0,-1.0,-41814.0,-6380.0,-1.0,-164.0
Sulaymaniyah,2017-05-30,77.42533333333336,0.0057333333333333325,0,1465,327,1,196.0,1.0,73.56333333333333,0.03411111111111112,1.0,12482.0,2518.0,1206.0,-1.0,-11017.0,-2191.0,0.0,-1010.0
Kerbala,2017-05-30,89.64666666666666,0.0,0,1369,461,0,6.0,8.0,87.50000000000001,0.0,10.0,8674.0,1536.0,21.0,-8.0,-7305.0,-1075.0,-10.0,-15.0
Kirkuk,2017-05-30,84.56,0.001,2,3291,752,0,18.0,6.0,79.82916666666667,0.0031944444444444446,22.0,10917.0,2118.0,215.0,-4.0,-7626.0,-1366.0,-22.0,-197.0
Missan,2017-05-30,92.65888888888887,0.0,0,1225,185,0,22.0,0.0,88.875,0.004166666666666667,0.0,8398.0,3002.0,57.0,0.0,-7173.0,-2817.0,0.0,-35.0
Muthanna,2017-05-30,91.45333333333333,0.0,2,419,142,0,11.0,0.0,88.68888888888888,0.0,0.0,11069.0,5140.0,315.0,2.0,-10650.0,-4998.0,0.0,-304.0
Najaf,2017-05-30,90.31333333333332,0.0,0,1825,96,1,6.0,0.0,87.6277777777778,0.0016666666666666666,0.0,3398.0,2040.0,159.0,0.0,-1573.0,-1944.0,1.0,-153.0
Ninewa,2017-05-30,80.82499999999999,0.0015,505,40612,11506,174,8299.0,705.0,75.62291666666664,0.05118055555555556,157.0,98331.0,33301.0,2743.0,-200.0,-57719.0,-21795.0,17.0,5556.0
Qadissiya,2017-05-30,90.39333333333335,0.0,0,431,107,0,18.0,3.0,87.69583333333333,0.0016666666666666666,1.0,7756.0,1669.0,122.0,-3.0,-7325.0,-1562.0,-1.0,-104.0
Salahal Din,2017-05-30,88.64666666666666,0.00028571428571428574,20,0,0,1,446.0,20.0,85.18253968253968,0.008492063492063492,4.0,15922.0,3364.0,183.0,0.0,-15922.0,-3364.0,-3.0,263.0
Wassit,2017-05-30,90.15866666666666,0.0,0,771,152,0,29.0,0.0,86.69777777777779,0.010888888888888889,2.0,8787.0,2145.0,115.0,0.0,-8016.0,-1993.0,-2.0,-86.0
Anbar,2017-06-15,95.04285714285716,0.0,24,2410,762,2,119.0,15.0,89.47333333333334,0.00019047619047619048,17.0,1183.0,408.0,22.0,9.0,1227.0,354.0,-15.0,97.0
Babylon,2017-06-15,91.60312500000002,0.0,33,1973,552,4,78.0,0.0,87.835,0.00016666666666666666,0.0,1457.0,221.0,30.0,33.0,516.0,331.0,4.0,48.0
Baghdad,2017-06-15,93.24583333333334,0.0,17,8354,2633,89,362.0,75.0,87.9651851851852,0.0,43.0,6272.0,1449.0,692.0,-58.0,2082.0,1184.0,46.0,-330.0
Basrah,2017-06-15,98.375,0.0,1,3897,893,4,84.0,25.0,94.26190476190479,0.0,20.0,2329.0,729.0,41.0,-24.0,1568.0,164.0,-16.0,43.0
Thi Qar,2017-06-15,97.57124999999999,0.0,1,0,0,0,0.0,0.0,92.33066666666669,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Diyala,2017-06-15,97.21562500000002,0.0,43,19601,3262,1,146.0,30.0,91.06444444444443,0.0,12.0,2992.0,691.0,107.0,13.0,16609.0,2571.0,-11.0,39.0
Dahuk,2017-06-15,88.27187499999998,0.0,0,570,134,2,10.0,4.0,80.90166666666667,0.0013333333333333333,0.0,607.0,164.0,6.0,-4.0,-37.0,-30.0,2.0,4.0
Erbil,2017-06-15,85.74479166666666,0.0,2,2406,526,24,29.0,1.0,78.72111111111111,0.002111111111111111,9.0,1895.0,478.0,23.0,1.0,511.0,48.0,15.0,6.0
Sulaymaniyah,2017-06-15,84.98374999999997,0.0,2,2186,745,0,676.0,0.0,77.42533333333336,0.0057333333333333325,1.0,1465.0,327.0,196.0,2.0,721.0,418.0,-1.0,480.0
Kerbala,2017-06-15,95.39375000000001,0.0,9,805,229,1,113.0,0.0,89.64666666666666,0.0,0.0,1369.0,461.0,6.0,9.0,-564.0,-232.0,1.0,107.0
Kirkuk,2017-06-15,91.8140625,0.0,2,1750,358,2,100.0,2.0,84.56,0.001,0.0,3291.0,752.0,18.0,0.0,-1541.0,-394.0,2.0,82.0
Missan,2017-06-15,97.63854166666667,0.0,0,982,265,0,34.0,0.0,92.65888888888887,0.0,0.0,1225.0,185.0,22.0,0.0,-243.0,80.0,0.0,12.0
Muthanna,2017-06-15,96.2375,0.0,0,534,122,0,26.0,2.0,91.45333333333333,0.0,0.0,419.0,142.0,11.0,-2.0,115.0,-20.0,0.0,15.0
Najaf,2017-06-15,96.59375,0.0,0,440,122,1,8.0,0.0,90.31333333333332,0.0,1.0,1825.0,96.0,6.0,0.0,-1385.0,26.0,0.0,2.0
Ninewa,2017-06-15,88.15078125,0.0,1000,35159,11720,175,2871.0,505.0,80.82499999999999,0.0015,174.0,40612.0,11506.0,8299.0,495.0,-5453.0,214.0,1.0,-5428.0
Qadissiya,2017-06-15,95.68437499999999,0.0,0,480,136,0,60.0,0.0,90.39333333333335,0.0,0.0,431.0,107.0,18.0,0.0,49.0,29.0,0.0,42.0
Salahal Din,2017-06-15,95.43482142857144,0.0,22,0,0,5,36.0,20.0,88.64666666666666,0.00028571428571428574,1.0,0.0,0.0,446.0,2.0,0.0,0.0,4.0,-410.0
Wassit,2017-06-15,94.9125,0.0,0,665,159,0,34.0,0.0,90.15866666666666,0.0,0.0,771.0,152.0,29.0,0.0,-106.0,7.0,0.0,5.0
Anbar,2017-06-30,97.27428571428572,0.0,7,2523,735,7,892.0,24.0,95.04285714285716,0.0,2.0,2410.0,762.0,119.0,-17.0,113.0,-27.0,5.0,773.0
Babylon,2017-06-30,94.86,0.0,3,6122,786,0,84.0,33.0,91.60312500000002,0.0,4.0,1973.0,552.0,78.0,-30.0,4149.0,234.0,-4.0,6.0
Baghdad,2017-06-30,96.22444444444444,0.0,80,6599,1774,44,510.0,17.0,93.24583333333334,0.0,89.0,8354.0,2633.0,362.0,63.0,-1755.0,-859.0,-45.0,148.0
Basrah,2017-06-30,100.99333333333334,0.0,1,2432,850,20,111.0,1.0,98.375,0.0,4.0,3897.0,893.0,84.0,0.0,-1465.0,-43.0,16.0,27.0
Thi Qar,2017-06-30,100.02400000000002,0.0,8,0,0,1,0.0,1.0,97.57124999999999,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0
Diyala,2017-06-30,99.42,0.0,75,3219,665,3,129.0,43.0,97.21562500000002,0.0,1.0,19601.0,3262.0,146.0,32.0,-16382.0,-2597.0,2.0,-17.0
Dahuk,2017-06-30,91.735,0.0,0,590,161,1,13.0,0.0,88.27187499999998,0.0,2.0,570.0,134.0,10.0,0.0,20.0,27.0,-1.0,3.0
Erbil,2017-06-30,88.17444444444443,0.0,0,1751,477,14,52.0,2.0,85.74479166666666,0.0,24.0,2406.0,526.0,29.0,-2.0,-655.0,-49.0,-10.0,23.0
Sulaymaniyah,2017-06-30,88.60999999999999,0.0,6,1942,595,3,673.0,2.0,84.98374999999997,0.0,0.0,2186.0,745.0,676.0,4.0,-244.0,-150.0,3.0,-3.0
Kerbala,2017-06-30,97.46666666666667,0.0,0,342,56,0,9.0,9.0,95.39375000000001,0.0,1.0,805.0,229.0,113.0,-9.0,-463.0,-173.0,-1.0,-104.0
Kirkuk,2017-06-30,94.98,0.0,2,1442,286,9,80.0,2.0,91.8140625,0.0,2.0,1750.0,358.0,100.0,0.0,-308.0,-72.0,7.0,-20.0
Missan,2017-06-30,100.60666666666665,0.0,0,1056,199,0,46.0,0.0,97.63854166666667,0.0,0.0,982.0,265.0,34.0,0.0,74.0,-66.0,0.0,12.0
Muthanna,2017-06-30,98.07333333333335,0.0,0,521,240,2,35.0,0.0,96.2375,0.0,0.0,534.0,122.0,26.0,0.0,-13.0,118.0,2.0,9.0
Najaf,2017-06-30,99.08000000000001,0.0,0,469,121,1,14.0,0.0,96.59375,0.0,1.0,440.0,122.0,8.0,0.0,29.0,-1.0,0.0,6.0
Ninewa,2017-06-30,91.61083333333335,0.0,888,42502,12108,258,3791.0,1000.0,88.15078125,0.0,175.0,35159.0,11720.0,2871.0,-112.0,7343.0,388.0,83.0,920.0
Qadissiya,2017-06-30,97.695,0.0,0,374,123,0,23.0,0.0,95.68437499999999,0.0,0.0,480.0,136.0,60.0,0.0,-106.0,-13.0,0.0,-37.0
Salahal Din,2017-06-30,97.72095238095238,0.0,17,0,0,14,208.0,22.0,95.43482142857144,0.0,5.0,0.0,0.0,36.0,-5.0,0.0,0.0,9.0,172.0
Wassit,2017-06-30,97.56266666666667,0.0,0,1053,268,0,53.0,0.0,94.9125,0.0,0.0,665.0,159.0,34.0,0.0,388.0,109.0,0.0,19.0
Anbar,2017-07-15,103.86476190476192,0.0,28,1365,980,21,109.0,7.0,97.27428571428572,0.0,7.0,2523.0,735.0,892.0,21.0,-1158.0,245.0,14.0,-783.0
Babylon,2017-07-15,99.52500000000002,0.0,22,1721,383,0,32.0,3.0,94.86,0.0,0.0,6122.0,786.0,84.0,19.0,-4401.0,-403.0,0.0,-52.0
Baghdad,2017-07-15,102.31777777777778,0.0,43,7223,2071,31,719.0,80.0,96.22444444444444,0.0,44.0,6599.0,1774.0,510.0,-37.0,624.0,297.0,-13.0,209.0
Basrah,2017-07-15,104.11333333333336,0.0,5,2780,1030,63,177.0,1.0,100.99333333333334,0.0,20.0,2432.0,850.0,111.0,4.0,348.0,180.0,43.0,66.0
Thi Qar,2017-07-15,104.37066666666666,0.0,2,0,0,0,0.0,8.0,100.02400000000002,0.0,1.0,0.0,0.0,0.0,-6.0,0.0,0.0,-1.0,0.0
Diyala,2017-07-15,105.22444444444444,0.0,181,4120,772,6,281.0,75.0,99.42,0.0,3.0,3219.0,665.0,129.0,106.0,901.0,107.0,3.0,152.0
Dahuk,2017-07-15,99.29666666666667,0.0,0,663,248,2,15.0,0.0,91.735,0.0,1.0,590.0,161.0,13.0,0.0,73.0,87.0,1.0,2.0
Erbil,2017-07-15,95.66222222222223,0.0,2,2080,647,28,55.0,0.0,88.17444444444443,0.0,14.0,1751.0,477.0,52.0,2.0,329.0,170.0,14.0,3.0
Sulaymaniyah,2017-07-15,95.61399999999999,0.0,3,2060,739,1,732.0,6.0,88.60999999999999,0.0,3.0,1942.0,595.0,673.0,-3.0,118.0,144.0,-2.0,59.0
Kerbala,2017-07-15,105.27999999999999,0.0,0,856,159,0,155.0,0.0,97.46666666666667,0.0,0.0,342.0,56.0,9.0,0.0,514.0,103.0,0.0,146.0
Kirkuk,2017-07-15,100.94333333333334,0.0,0,2494,783,4,217.0,2.0,94.98,0.0,9.0,1442.0,286.0,80.0,-2.0,1052.0,497.0,-5.0,137.0
