Date,death,dist,ADM3CODE,ADM3NAME
2008-05-22,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-05-28,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-06-05,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-06-09,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-06-11,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-06-16,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-06-21,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-06-23,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-06-30,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-07-01,8,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-07-02,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-07-18,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-07-20,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-07-27,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-07-29,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-08-09,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-08-11,8,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-08-14,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-08-29,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-09-09,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-09-24,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-09-27,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-09-29,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-10-02,6,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-10-06,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-10-16,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-10-20,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-11-02,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-11-06,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-11-09,5,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-11-13,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-11-24,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-12-02,67,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-12-03,13,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-12-06,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2008-12-25,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-01-04,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-01-10,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-01-14,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-01-15,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-01-21,18,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-01-25,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-02-04,8,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-02-10,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-02-11,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-03-02,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-03-08,25,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-03-17,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-04-14,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-05-17,4,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-05-21,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-05-29,7,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-05-30,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-06-03,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-06-05,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-06-15,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-06-22,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-07-09,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-07-21,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-07-22,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-08-08,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-08-14,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-08-17,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-08-31,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-09-01,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-09-07,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-09-11,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-09-12,4,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-09-14,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-09-16,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-10-05,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-10-12,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-10-13,8,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-10-17,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-10-25,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-10-28,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-11-05,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-12-04,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-12-10,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-12-14,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-12-25,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-12-30,8,Al-Muqdadiya,iq10039,Al-Muqdadiya
2009-12-31,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-01-01,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-01-14,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-02-12,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-03-25,80,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-04-08,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-04-18,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-04-29,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-05-21,35,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-06-22,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-06-29,4,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-07-01,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-07-05,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-07-10,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-07-13,10,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-07-19,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-07-20,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-08-04,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-08-24,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-08-25,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-09-06,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-10-26,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-10-31,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-11-21,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-12-14,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2010-12-15,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2011-03-05,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2011-04-12,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2011-04-29,4,Al-Muqdadiya,iq10039,Al-Muqdadiya
2011-07-08,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2011-08-01,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2011-08-04,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2011-08-05,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2011-08-15,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2011-09-03,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2011-09-06,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2011-09-10,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2011-09-13,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2011-09-28,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2011-09-30,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2011-10-29,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2011-11-11,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2011-11-24,9,Al-Muqdadiya,iq10039,Al-Muqdadiya
2011-12-01,21,Al-Muqdadiya,iq10039,Al-Muqdadiya
2011-12-22,5,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-01-17,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-01-22,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-01-31,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-02-17,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-02-19,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-02-23,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-02-26,4,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-03-19,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-03-23,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-04-04,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-04-23,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-04-25,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-04-28,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-05-06,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-05-08,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-05-10,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-07-03,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-07-05,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-07-06,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-07-15,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-07-23,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-08-10,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-08-13,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-09-05,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-09-18,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-09-29,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-10-17,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-11-02,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-11-14,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-11-18,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-12-01,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2012-12-03,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-01-07,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-01-15,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-01-23,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-03-19,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-03-20,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-05-28,9,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-05-29,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-06-07,17,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-07-12,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-07-17,4,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-07-21,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-07-28,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-07-29,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-08-03,4,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-08-12,25,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-08-15,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-08-18,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-08-24,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-08-25,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-09-01,52,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-09-02,4,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-09-10,11,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-09-26,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-09-29,6,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-10-02,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-10-05,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-10-10,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-11-04,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-11-08,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-11-18,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-11-26,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-12-08,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2013-12-29,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-01-14,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-01-25,5,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-01-28,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-02-05,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-02-06,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-02-12,4,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-02-26,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-02-27,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-03-06,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-03-09,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-03-13,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-03-21,4,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-03-25,4,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-03-30,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-03-31,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-04-10,5,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-05-05,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-05-08,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-05-10,7,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-05-15,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-05-16,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-05-17,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-05-18,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-06-01,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-06-03,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-06-06,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-06-12,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-06-14,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-06-21,7,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-06-27,5,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-07-06,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-07-07,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-07-12,24,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-07-13,11,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-07-27,4,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-10-07,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-10-12,5,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-10-17,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-11-15,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-11-20,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-11-22,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-11-24,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-12-15,4,Al-Muqdadiya,iq10039,Al-Muqdadiya
2014-12-21,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-01-15,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-01-19,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-01-20,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-01-22,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-01-28,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-02-03,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-02-13,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-02-15,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-02-16,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-02-19,6,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-02-23,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-02-25,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-02-26,5,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-02-27,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-02-28,15,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-03-06,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-03-08,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-03-18,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-03-24,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-03-26,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-04-04,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-04-16,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-05-11,5,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-05-16,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-05-19,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-05-21,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-05-23,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-05-24,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-05-28,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-06-04,6,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-06-06,17,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-06-08,5,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-06-09,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-06-10,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-06-13,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-06-16,6,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-06-19,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-07-08,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-07-10,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-07-12,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-07-14,4,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-07-19,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-07-23,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-07-26,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-07-28,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-08-08,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-08-10,75,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-08-11,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-08-12,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-08-15,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-08-16,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-08-17,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-08-20,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-08-30,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-08-31,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-09-01,4,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-09-02,4,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-09-05,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-09-07,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-09-08,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-09-09,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-09-10,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-09-12,4,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-09-14,7,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-09-15,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-09-17,6,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-09-18,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-09-20,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-09-21,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-09-22,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-09-23,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-09-28,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-09-30,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-10-04,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-10-05,43,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-10-08,15,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-10-14,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-10-15,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-10-17,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-10-19,5,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-10-20,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-10-23,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-10-24,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-10-25,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-10-26,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-10-28,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-10-31,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-11-03,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-11-07,4,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-11-09,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-11-13,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-11-14,4,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-11-17,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-11-25,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-12-06,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-12-09,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-12-18,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-12-23,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-12-26,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-12-27,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-12-29,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-12-30,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2015-12-31,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-01-05,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-01-07,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-01-11,39,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-01-12,4,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-01-13,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-01-14,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-01-15,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-01-18,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-01-19,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-01-20,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-01-24,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-01-25,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-01-27,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-01-28,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-01-29,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-01-31,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-02-15,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-02-16,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-02-17,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-02-20,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-02-21,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-02-22,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-02-24,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-02-25,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-02-27,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-02-29,32,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-03-01,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-03-02,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-03-04,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-03-06,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-03-07,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-03-09,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-03-22,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-04-02,3,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-04-03,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-04-08,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-04-09,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-04-10,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-04-12,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-04-13,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-04-17,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-04-20,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-04-21,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-04-23,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-04-25,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-04-26,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-04-28,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-05-01,2,Al-Muqdadiya,iq10039,Al-Muqdadiya
2016-05-02,1,Al-Muqdadiya,iq10039,Al-Muqdadiya
