fromGov,toGov,Date,numofFam,year,month,day,numofFamDiff
Kirkuk,Babylon,2018-03-15,1,2018,3,15,0
Kirkuk,Baghdad,2018-03-15,131,2018,3,15,0
Kirkuk,Basrah,2018-03-15,131,2018,3,15,-1
Kirkuk,Dahuk,2018-03-15,6,2018,3,15,0
Kirkuk,Diyala,2018-03-15,108,2018,3,15,0
Kirkuk,Erbil,2018-03-15,5412,2018,3,15,43
Kirkuk,Kerbala,2018-03-15,51,2018,3,15,5
Kirkuk,Kirkuk,2018-03-15,14825,2018,3,15,-558
Kirkuk,Missan,2018-03-15,97,2018,3,15,0
Kirkuk,Muthanna,2018-03-15,18,2018,3,15,0
Kirkuk,Najaf,2018-03-15,31,2018,3,15,0
Kirkuk,Ninewa,2018-03-15,2024,2018,3,15,-70
Ninewa,Muthanna,2018-03-15,214,2018,3,15,-21
Kirkuk,Qadissiya,2018-03-15,259,2018,3,15,-21
Kirkuk,Sulaymaniyah,2018-03-15,2770,2018,3,15,-250
Kirkuk,Thi-Qar,2018-03-15,102,2018,3,15,0
Kirkuk,Wassit,2018-03-15,141,2018,3,15,-10
Ninewa,Anbar,2018-03-15,87,2018,3,15,0
Ninewa,Babylon,2018-03-15,2044,2018,3,15,-142
Ninewa,Baghdad,2018-03-15,5152,2018,3,15,-189
Ninewa,Basrah,2018-03-15,496,2018,3,15,-14
Ninewa,Dahuk,2018-03-15,58853,2018,3,15,-182
Ninewa,Diyala,2018-03-15,103,2018,3,15,0
Ninewa,Erbil,2018-03-15,14573,2018,3,15,272
Ninewa,Kerbala,2018-03-15,5360,2018,3,15,-1225
Ninewa,Kirkuk,2018-03-15,3088,2018,3,15,-148
Kirkuk,Salah al-Din,2018-03-15,5658,2018,3,15,-80
Anbar,Dahuk,2018-03-15,107,2018,3,15,0
Anbar,Babylon,2018-03-30,241,2018,3,30,-18
Anbar,Anbar,2018-03-30,13395,2018,3,30,-424
Anbar,Basrah,2018-03-30,277,2018,3,30,1
Anbar,Baghdad,2018-03-30,13591,2018,3,30,-838
Ninewa,Erbil,2018-03-30,14573,2018,3,30,0
Ninewa,Diyala,2018-03-30,103,2018,3,30,0
Ninewa,Dahuk,2018-03-30,58848,2018,3,30,-5
Ninewa,Basrah,2018-03-30,490,2018,3,30,-6
Ninewa,Baghdad,2018-03-30,4784,2018,3,30,-368
Ninewa,Babylon,2018-03-30,1818,2018,3,30,-226
Ninewa,Anbar,2018-03-30,87,2018,3,30,0
Kirkuk,Wassit,2018-03-30,138,2018,3,30,-3
Kirkuk,Thi-Qar,2018-03-30,106,2018,3,30,4
Kirkuk,Sulaymaniyah,2018-03-30,2337,2018,3,30,-433
Kirkuk,Salah al-Din,2018-03-30,5542,2018,3,30,-116
Kirkuk,Qadissiya,2018-03-30,258,2018,3,30,-1
Kirkuk,Ninewa,2018-03-30,2024,2018,3,30,0
Kirkuk,Najaf,2018-03-30,23,2018,3,30,-8
Kirkuk,Muthanna,2018-03-30,17,2018,3,30,-1
Kirkuk,Missan,2018-03-30,97,2018,3,30,0
Kirkuk,Kirkuk,2018-03-30,14701,2018,3,30,-124
Kirkuk,Kerbala,2018-03-30,51,2018,3,30,0
Kirkuk,Erbil,2018-03-30,5089,2018,3,30,-323
Kirkuk,Diyala,2018-03-30,108,2018,3,30,0
Kirkuk,Dahuk,2018-03-30,6,2018,3,30,0
Kirkuk,Basrah,2018-03-30,130,2018,3,30,-1
Kirkuk,Baghdad,2018-03-30,122,2018,3,30,-9
Kirkuk,Babylon,2018-03-30,1,2018,3,30,0
Erbil,Ninewa,2018-03-30,96,2018,3,30,0
Ninewa,Kerbala,2018-03-30,5365,2018,3,30,5
Erbil,Erbil,2018-03-30,1219,2018,3,30,-25
Ninewa,Kirkuk,2018-03-30,3062,2018,3,30,-26
Ninewa,Muthanna,2018-03-30,178,2018,3,30,-36
Salah al-Din,Wassit,2018-03-30,238,2018,3,30,-7
Salah al-Din,Thi-Qar,2018-03-30,45,2018,3,30,-7
Salah al-Din,Sulaymaniyah,2018-03-30,8017,2018,3,30,-1298
Salah al-Din,Salah al-Din,2018-03-30,27488,2018,3,30,-764
Salah al-Din,Qadissiya,2018-03-30,27,2018,3,30,0
Salah al-Din,Ninewa,2018-03-30,761,2018,3,30,0
Salah al-Din,Najaf,2018-03-30,6,2018,3,30,-6
Salah al-Din,Muthanna,2018-03-30,24,2018,3,30,-4
Salah al-Din,Missan,2018-03-30,63,2018,3,30,-2
Salah al-Din,Kirkuk,2018-03-30,4670,2018,3,30,84
Salah al-Din,Kerbala,2018-03-30,23,2018,3,30,0
Salah al-Din,Erbil,2018-03-30,3704,2018,3,30,-55
Salah al-Din,Diyala,2018-03-30,3435,2018,3,30,-1
Salah al-Din,Dahuk,2018-03-30,67,2018,3,30,4
Salah al-Din,Basrah,2018-03-30,430,2018,3,30,8
Salah al-Din,Baghdad,2018-03-30,1392,2018,3,30,-163
Salah al-Din,Babylon,2018-03-30,62,2018,3,30,-6
Salah al-Din,Anbar,2018-03-30,40,2018,3,30,-5
Ninewa,Wassit,2018-03-30,1468,2018,3,30,1
Ninewa,Thi-Qar,2018-03-30,441,2018,3,30,-156
Ninewa,Sulaymaniyah,2018-03-30,2310,2018,3,30,-127
Ninewa,Salah al-Din,2018-03-30,724,2018,3,30,-94
Ninewa,Qadissiya,2018-03-30,1811,2018,3,30,-11
Ninewa,Ninewa,2018-03-30,108066,2018,3,30,-4785
Ninewa,Najaf,2018-03-30,5991,2018,3,30,-278
Ninewa,Missan,2018-03-30,282,2018,3,30,-11
Erbil,Baghdad,2018-03-30,9,2018,3,30,0
Diyala,Wassit,2018-03-30,146,2018,3,30,0
Baghdad,Anbar,2018-03-30,24,2018,3,30,0
Babylon,Wassit,2018-03-30,20,2018,3,30,0
Babylon,Thi-Qar,2018-03-30,6,2018,3,30,-2
Babylon,Sulaymaniyah,2018-03-30,1456,2018,3,30,99
Babylon,Qadissiya,2018-03-30,7,2018,3,30,0
Babylon,Ninewa,2018-03-30,5,2018,3,30,0
Babylon,Missan,2018-03-30,7,2018,3,30,0
Babylon,Kirkuk,2018-03-30,24,2018,3,30,0
Babylon,Kerbala,2018-03-30,169,2018,3,30,0
Babylon,Diyala,2018-03-30,75,2018,3,30,-2
Babylon,Basrah,2018-03-30,21,2018,3,30,-1
Babylon,Baghdad,2018-03-30,966,2018,3,30,-28
Babylon,Babylon,2018-03-30,2438,2018,3,30,2
Babylon,Anbar,2018-03-30,546,2018,3,30,-9
Anbar,Wassit,2018-03-30,221,2018,3,30,-16
Anbar,Thi-Qar,2018-03-30,127,2018,3,30,-25
Anbar,Sulaymaniyah,2018-03-30,6090,2018,3,30,-402
Anbar,Salah al-Din,2018-03-30,154,2018,3,30,-9
Anbar,Qadissiya,2018-03-30,138,2018,3,30,-22
Anbar,Ninewa,2018-03-30,31,2018,3,30,-4
Anbar,Najaf,2018-03-30,117,2018,3,30,-69
Anbar,Muthanna,2018-03-30,46,2018,3,30,-10
Anbar,Missan,2018-03-30,29,2018,3,30,0
Anbar,Kirkuk,2018-03-30,1104,2018,3,30,-8
Anbar,Kerbala,2018-03-30,120,2018,3,30,-4
Anbar,Erbil,2018-03-30,12934,2018,3,30,-83
Diyala,Thi-Qar,2018-03-30,14,2018,3,30,3
Anbar,Diyala,2018-03-30,261,2018,3,30,0
Baghdad,Babylon,2018-03-30,85,2018,3,30,0
Baghdad,Basrah,2018-03-30,28,2018,3,30,-2
Diyala,Sulaymaniyah,2018-03-30,4144,2018,3,30,151
Diyala,Salah al-Din,2018-03-30,289,2018,3,30,0
Diyala,Qadissiya,2018-03-30,19,2018,3,30,-2
Diyala,Najaf,2018-03-30,13,2018,3,30,-6
Diyala,Muthanna,2018-03-30,7,2018,3,30,0
Diyala,Missan,2018-03-30,16,2018,3,30,0
Diyala,Kirkuk,2018-03-30,652,2018,3,30,-13
Diyala,Kerbala,2018-03-30,27,2018,3,30,0
Diyala,Erbil,2018-03-30,266,2018,3,30,0
Diyala,Diyala,2018-03-30,8964,2018,3,30,-77
Diyala,Basrah,2018-03-30,40,2018,3,30,0
Diyala,Baghdad,2018-03-30,385,2018,3,30,-46
Diyala,Babylon,2018-03-30,18,2018,3,30,-1
Baghdad,Wassit,2018-03-30,49,2018,3,30,-1
Baghdad,Thi-Qar,2018-03-30,7,2018,3,30,0
Baghdad,Sulaymaniyah,2018-03-30,3251,2018,3,30,-61
Baghdad,Qadissiya,2018-03-30,61,2018,3,30,-3
Baghdad,Ninewa,2018-03-30,2,2018,3,30,0
Baghdad,Muthanna,2018-03-30,28,2018,3,30,-1
Baghdad,Missan,2018-03-30,27,2018,3,30,0
Baghdad,Kirkuk,2018-03-30,154,2018,3,30,0
Baghdad,Kerbala,2018-03-30,25,2018,3,30,0
Baghdad,Erbil,2018-03-30,909,2018,3,30,0
Baghdad,Diyala,2018-03-30,63,2018,3,30,0
Baghdad,Dahuk,2018-03-30,44,2018,3,30,0
Baghdad,Baghdad,2018-03-30,95,2018,3,30,-9
Anbar,Dahuk,2018-03-30,107,2018,3,30,0
Anbar,Baghdad,2018-04-15,12997,2018,4,15,-594
Anbar,Babylon,2018-04-15,219,2018,4,15,-22
Anbar,Diyala,2018-04-15,261,2018,4,15,0
Anbar,Basrah,2018-04-15,278,2018,4,15,1
Anbar,Anbar,2018-04-15,13404,2018,4,15,9
Anbar,Dahuk,2018-04-15,82,2018,4,15,-25
Anbar,Erbil,2018-04-15,12860,2018,4,15,-74
Ninewa,Dahuk,2018-04-15,58218,2018,4,15,-630
Ninewa,Diyala,2018-04-15,106,2018,4,15,3
Ninewa,Basrah,2018-04-15,442,2018,4,15,-48
Ninewa,Baghdad,2018-04-15,4577,2018,4,15,-207
Ninewa,Babylon,2018-04-15,1731,2018,4,15,-87
Ninewa,Anbar,2018-04-15,87,2018,4,15,0
Kirkuk,Wassit,2018-04-15,138,2018,4,15,0
Kirkuk,Thi-Qar,2018-04-15,101,2018,4,15,-5
Kirkuk,Sulaymaniyah,2018-04-15,2013,2018,4,15,-324
Kirkuk,Salah al-Din,2018-04-15,5125,2018,4,15,-417
Kirkuk,Qadissiya,2018-04-15,252,2018,4,15,-6
Kirkuk,Ninewa,2018-04-15,2012,2018,4,15,-12
Kirkuk,Najaf,2018-04-15,15,2018,4,15,-8
Kirkuk,Muthanna,2018-04-15,16,2018,4,15,-1
Kirkuk,Missan,2018-04-15,98,2018,4,15,1
Kirkuk,Kirkuk,2018-04-15,14100,2018,4,15,-601
Kirkuk,Kerbala,2018-04-15,51,2018,4,15,0
Kirkuk,Diyala,2018-04-15,112,2018,4,15,4
Kirkuk,Dahuk,2018-04-15,13,2018,4,15,7
Kirkuk,Basrah,2018-04-15,130,2018,4,15,0
Kirkuk,Baghdad,2018-04-15,113,2018,4,15,-9
Kirkuk,Babylon,2018-04-15,1,2018,4,15,0
Erbil,Ninewa,2018-04-15,36,2018,4,15,-60
Erbil,Erbil,2018-04-15,1172,2018,4,15,-47
Erbil,Baghdad,2018-04-15,8,2018,4,15,-1
Diyala,Wassit,2018-04-15,136,2018,4,15,-10
Ninewa,Erbil,2018-04-15,14519,2018,4,15,-54
Ninewa,Kerbala,2018-04-15,5158,2018,4,15,-207
Ninewa,Kirkuk,2018-04-15,3081,2018,4,15,19
Ninewa,Missan,2018-04-15,281,2018,4,15,-1
Salah al-Din,Wassit,2018-04-15,238,2018,4,15,0
Salah al-Din,Thi-Qar,2018-04-15,37,2018,4,15,-8
Salah al-Din,Sulaymaniyah,2018-04-15,7729,2018,4,15,-288
Salah al-Din,Salah al-Din,2018-04-15,27065,2018,4,15,-423
Salah al-Din,Qadissiya,2018-04-15,26,2018,4,15,-1
Salah al-Din,Ninewa,2018-04-15,736,2018,4,15,-25
Salah al-Din,Najaf,2018-04-15,6,2018,4,15,0
Salah al-Din,Muthanna,2018-04-15,23,2018,4,15,-1
Salah al-Din,Missan,2018-04-15,63,2018,4,15,0
Salah al-Din,Kirkuk,2018-04-15,4623,2018,4,15,-47
Salah al-Din,Kerbala,2018-04-15,23,2018,4,15,0
Salah al-Din,Erbil,2018-04-15,3679,2018,4,15,-25
Diyala,Thi-Qar,2018-04-15,12,2018,4,15,-2
Salah al-Din,Diyala,2018-04-15,2601,2018,4,15,-834
Salah al-Din,Basrah,2018-04-15,423,2018,4,15,-7
Salah al-Din,Baghdad,2018-04-15,1334,2018,4,15,-58
Salah al-Din,Babylon,2018-04-15,62,2018,4,15,0
Salah al-Din,Anbar,2018-04-15,40,2018,4,15,0
Ninewa,Wassit,2018-04-15,1494,2018,4,15,26
Ninewa,Thi-Qar,2018-04-15,412,2018,4,15,-29
Ninewa,Sulaymaniyah,2018-04-15,2347,2018,4,15,37
Ninewa,Salah al-Din,2018-04-15,656,2018,4,15,-68
Ninewa,Qadissiya,2018-04-15,1761,2018,4,15,-50
Ninewa,Ninewa,2018-04-15,104858,2018,4,15,-3208
Ninewa,Najaf,2018-04-15,5166,2018,4,15,-825
Ninewa,Muthanna,2018-04-15,155,2018,4,15,-23
Salah al-Din,Dahuk,2018-04-15,70,2018,4,15,3
Diyala,Sulaymaniyah,2018-04-15,4179,2018,4,15,35
Kirkuk,Erbil,2018-04-15,4991,2018,4,15,-98
Diyala,Qadissiya,2018-04-15,19,2018,4,15,0
Babylon,Wassit,2018-04-15,20,2018,4,15,0
Babylon,Thi-Qar,2018-04-15,5,2018,4,15,-1
Babylon,Sulaymaniyah,2018-04-15,1563,2018,4,15,107
Babylon,Qadissiya,2018-04-15,7,2018,4,15,0
Babylon,Ninewa,2018-04-15,5,2018,4,15,0
Babylon,Missan,2018-04-15,7,2018,4,15,0
Babylon,Kirkuk,2018-04-15,24,2018,4,15,0
Babylon,Kerbala,2018-04-15,166,2018,4,15,-3
Babylon,Diyala,2018-04-15,78,2018,4,15,3
Babylon,Basrah,2018-04-15,22,2018,4,15,1
Babylon,Baghdad,2018-04-15,884,2018,4,15,-82
Baghdad,Anbar,2018-04-15,24,2018,4,15,0
Diyala,Salah al-Din,2018-04-15,289,2018,4,15,0
Anbar,Wassit,2018-04-15,225,2018,4,15,4
Anbar,Thi-Qar,2018-04-15,116,2018,4,15,-11
Anbar,Sulaymaniyah,2018-04-15,5632,2018,4,15,-458
Anbar,Salah al-Din,2018-04-15,140,2018,4,15,-14
Anbar,Qadissiya,2018-04-15,132,2018,4,15,-6
Anbar,Ninewa,2018-04-15,27,2018,4,15,-4
Anbar,Najaf,2018-04-15,93,2018,4,15,-24
Anbar,Muthanna,2018-04-15,43,2018,4,15,-3
Anbar,Missan,2018-04-15,29,2018,4,15,0
Anbar,Kirkuk,2018-04-15,1084,2018,4,15,-20
Anbar,Kerbala,2018-04-15,124,2018,4,15,4
Babylon,Anbar,2018-04-15,546,2018,4,15,0
Baghdad,Babylon,2018-04-15,73,2018,4,15,-12
Babylon,Babylon,2018-04-15,2438,2018,4,15,0
Baghdad,Baghdad,2018-04-15,87,2018,4,15,-8
Diyala,Najaf,2018-04-15,12,2018,4,15,-1
Diyala,Muthanna,2018-04-15,6,2018,4,15,-1
Diyala,Kirkuk,2018-04-15,626,2018,4,15,-26
Diyala,Kerbala,2018-04-15,26,2018,4,15,-1
Diyala,Erbil,2018-04-15,260,2018,4,15,-6
Diyala,Diyala,2018-04-15,9002,2018,4,15,38
Diyala,Basrah,2018-04-15,37,2018,4,15,-3
Diyala,Baghdad,2018-04-15,382,2018,4,15,-3
Diyala,Babylon,2018-04-15,18,2018,4,15,0
Baghdad,Wassit,2018-04-15,49,2018,4,15,0
Baghdad,Thi-Qar,2018-04-15,2,2018,4,15,-5
Diyala,Missan,2018-04-15,16,2018,4,15,0
Baghdad,Qadissiya,2018-04-15,60,2018,4,15,-1
Baghdad,Ninewa,2018-04-15,2,2018,4,15,0
Baghdad,Muthanna,2018-04-15,28,2018,4,15,0
Baghdad,Missan,2018-04-15,27,2018,4,15,0
Baghdad,Kirkuk,2018-04-15,154,2018,4,15,0
Baghdad,Kerbala,2018-04-15,25,2018,4,15,0
Baghdad,Erbil,2018-04-15,905,2018,4,15,-4
Baghdad,Sulaymaniyah,2018-04-15,3193,2018,4,15,-58
Baghdad,Diyala,2018-04-15,65,2018,4,15,2
Baghdad,Dahuk,2018-04-15,22,2018,4,15,-22
Baghdad,Basrah,2018-04-15,28,2018,4,15,0
Baghdad,Sulaymaniyah,2018-04-30,3246,2018,4,30,53
Baghdad,Qadissiya,2018-04-30,60,2018,4,30,0
Baghdad,Ninewa,2018-04-30,2,2018,4,30,0
Baghdad,Muthanna,2018-04-30,26,2018,4,30,-2
Baghdad,Missan,2018-04-30,27,2018,4,30,0
Baghdad,Kerbala,2018-04-30,25,2018,4,30,0
Baghdad,Thi-Qar,2018-04-30,2,2018,4,30,0
Baghdad,Erbil,2018-04-30,905,2018,4,30,0
Baghdad,Diyala,2018-04-30,115,2018,4,30,50
Baghdad,Dahuk,2018-04-30,20,2018,4,30,-2
Baghdad,Basrah,2018-04-30,27,2018,4,30,-1
Baghdad,Kirkuk,2018-04-30,149,2018,4,30,-5
Baghdad,Wassit,2018-04-30,49,2018,4,30,0
Diyala,Kerbala,2018-04-30,24,2018,4,30,-2
Diyala,Baghdad,2018-04-30,380,2018,4,30,-2
Diyala,Basrah,2018-04-30,36,2018,4,30,-1
Diyala,Diyala,2018-04-30,9011,2018,4,30,9
Diyala,Erbil,2018-04-30,260,2018,4,30,0
Diyala,Kirkuk,2018-04-30,663,2018,4,30,37
Diyala,Missan,2018-04-30,16,2018,4,30,0
Diyala,Thi-Qar,2018-04-30,12,2018,4,30,0
Diyala,Muthanna,2018-04-30,6,2018,4,30,0
Diyala,Sulaymaniyah,2018-04-30,4188,2018,4,30,9
Diyala,Salah al-Din,2018-04-30,256,2018,4,30,-33
Diyala,Qadissiya,2018-04-30,19,2018,4,30,0
Diyala,Najaf,2018-04-30,7,2018,4,30,-5
Baghdad,Baghdad,2018-04-30,86,2018,4,30,-1
Diyala,Babylon,2018-04-30,18,2018,4,30,0
Baghdad,Babylon,2018-04-30,73,2018,4,30,0
Anbar,Diyala,2018-04-30,241,2018,4,30,-20
Babylon,Wassit,2018-04-30,20,2018,4,30,0
Anbar,Dahuk,2018-04-30,77,2018,4,30,-5
Anbar,Basrah,2018-04-30,280,2018,4,30,2
Anbar,Baghdad,2018-04-30,12390,2018,4,30,-607
Anbar,Babylon,2018-04-30,219,2018,4,30,0
Anbar,Anbar,2018-04-30,13259,2018,4,30,-145
Diyala,Wassit,2018-04-30,124,2018,4,30,-12
Anbar,Kerbala,2018-04-30,112,2018,4,30,-12
Anbar,Kirkuk,2018-04-30,937,2018,4,30,-147
Anbar,Missan,2018-04-30,29,2018,4,30,0
Anbar,Muthanna,2018-04-30,37,2018,4,30,-6
Anbar,Najaf,2018-04-30,52,2018,4,30,-41
Anbar,Ninewa,2018-04-30,17,2018,4,30,-10
Anbar,Qadissiya,2018-04-30,120,2018,4,30,-12
Baghdad,Anbar,2018-04-30,24,2018,4,30,0
Anbar,Salah al-Din,2018-04-30,140,2018,4,30,0
Anbar,Thi-Qar,2018-04-30,116,2018,4,30,0
Anbar,Wassit,2018-04-30,217,2018,4,30,-8
Babylon,Anbar,2018-04-30,546,2018,4,30,0
Babylon,Babylon,2018-04-30,2438,2018,4,30,0
Babylon,Baghdad,2018-04-30,884,2018,4,30,0
Babylon,Basrah,2018-04-30,22,2018,4,30,0
Babylon,Diyala,2018-04-30,83,2018,4,30,5
Babylon,Kerbala,2018-04-30,166,2018,4,30,0
Babylon,Kirkuk,2018-04-30,24,2018,4,30,0
Babylon,Missan,2018-04-30,6,2018,4,30,-1
Babylon,Qadissiya,2018-04-30,7,2018,4,30,0
Babylon,Sulaymaniyah,2018-04-30,1589,2018,4,30,26
Babylon,Thi-Qar,2018-04-30,5,2018,4,30,0
Anbar,Sulaymaniyah,2018-04-30,4728,2018,4,30,-904
Erbil,Erbil,2018-04-30,1120,2018,4,30,-52
Anbar,Erbil,2018-04-30,12798,2018,4,30,-62
Kirkuk,Babylon,2018-04-30,1,2018,4,30,0
Ninewa,Ninewa,2018-04-30,104129,2018,4,30,-729
Ninewa,Qadissiya,2018-04-30,1741,2018,4,30,-20
Ninewa,Salah al-Din,2018-04-30,583,2018,4,30,-73
Ninewa,Sulaymaniyah,2018-04-30,2163,2018,4,30,-184
Ninewa,Thi-Qar,2018-04-30,412,2018,4,30,0
Ninewa,Wassit,2018-04-30,1486,2018,4,30,-8
Salah al-Din,Anbar,2018-04-30,40,2018,4,30,0
Salah al-Din,Babylon,2018-04-30,62,2018,4,30,0
Salah al-Din,Baghdad,2018-04-30,1285,2018,4,30,-49
Salah al-Din,Basrah,2018-04-30,418,2018,4,30,-5
Salah al-Din,Dahuk,2018-04-30,90,2018,4,30,20
Salah al-Din,Erbil,2018-04-30,3664,2018,4,30,-15
Salah al-Din,Kerbala,2018-04-30,21,2018,4,30,-2
Salah al-Din,Kirkuk,2018-04-30,4552,2018,4,30,-71
Salah al-Din,Missan,2018-04-30,63,2018,4,30,0
Salah al-Din,Muthanna,2018-04-30,22,2018,4,30,-1
Salah al-Din,Najaf,2018-04-30,6,2018,4,30,0
Salah al-Din,Ninewa,2018-04-30,721,2018,4,30,-15
Salah al-Din,Qadissiya,2018-04-30,26,2018,4,30,0
Salah al-Din,Salah al-Din,2018-04-30,25713,2018,4,30,-1352
Salah al-Din,Sulaymaniyah,2018-04-30,7607,2018,4,30,-122
Salah al-Din,Thi-Qar,2018-04-30,37,2018,4,30,0
Salah al-Din,Wassit,2018-04-30,213,2018,4,30,-25
Ninewa,Najaf,2018-04-30,5136,2018,4,30,-30
Ninewa,Muthanna,2018-04-30,143,2018,4,30,-12
Salah al-Din,Diyala,2018-04-30,1989,2018,4,30,-612
Ninewa,Kirkuk,2018-04-30,2896,2018,4,30,-185
Ninewa,Missan,2018-04-30,275,2018,4,30,-6
Kirkuk,Baghdad,2018-04-30,113,2018,4,30,0
Kirkuk,Basrah,2018-04-30,131,2018,4,30,1
Kirkuk,Dahuk,2018-04-30,14,2018,4,30,1
Kirkuk,Diyala,2018-04-30,77,2018,4,30,-35
Kirkuk,Erbil,2018-04-30,4891,2018,4,30,-100
Kirkuk,Kerbala,2018-04-30,51,2018,4,30,0
Kirkuk,Kirkuk,2018-04-30,13902,2018,4,30,-198
Kirkuk,Missan,2018-04-30,97,2018,4,30,-1
Kirkuk,Muthanna,2018-04-30,16,2018,4,30,0
Kirkuk,Najaf,2018-04-30,15,2018,4,30,0
Kirkuk,Ninewa,2018-04-30,2000,2018,4,30,-12
Kirkuk,Qadissiya,2018-04-30,249,2018,4,30,-3
Erbil,Ninewa,2018-04-30,36,2018,4,30,0
Kirkuk,Salah al-Din,2018-04-30,4893,2018,4,30,-232
Ninewa,Erbil,2018-04-30,14444,2018,4,30,-75
Ninewa,Diyala,2018-04-30,112,2018,4,30,6
Ninewa,Dahuk,2018-04-30,58140,2018,4,30,-78
Ninewa,Basrah,2018-04-30,442,2018,4,30,0
Ninewa,Baghdad,2018-04-30,4334,2018,4,30,-243
Ninewa,Kerbala,2018-04-30,4917,2018,4,30,-241
Ninewa,Anbar,2018-04-30,87,2018,4,30,0
Kirkuk,Wassit,2018-04-30,114,2018,4,30,-24
Kirkuk,Thi-Qar,2018-04-30,101,2018,4,30,0
Kirkuk,Sulaymaniyah,2018-04-30,2128,2018,4,30,115
Ninewa,Babylon,2018-04-30,1696,2018,4,30,-35
Baghdad,Muthanna,2018-05-15,24,2018,5,15,-2
Baghdad,Missan,2018-05-15,27,2018,5,15,0
Baghdad,Kirkuk,2018-05-15,149,2018,5,15,0
Baghdad,Kerbala,2018-05-15,25,2018,5,15,0
Baghdad,Erbil,2018-05-15,892,2018,5,15,-13
Baghdad,Basrah,2018-05-15,28,2018,5,15,1
Baghdad,Dahuk,2018-05-15,20,2018,5,15,0
Baghdad,Baghdad,2018-05-15,86,2018,5,15,0
Baghdad,Babylon,2018-05-15,66,2018,5,15,-7
Baghdad,Ninewa,2018-05-15,2,2018,5,15,0
Baghdad,Anbar,2018-05-15,24,2018,5,15,0
Baghdad,Diyala,2018-05-15,115,2018,5,15,0
Baghdad,Qadissiya,2018-05-15,59,2018,5,15,-1
Diyala,Basrah,2018-05-15,36,2018,5,15,0
Baghdad,Thi-Qar,2018-05-15,2,2018,5,15,0
Baghdad,Wassit,2018-05-15,29,2018,5,15,-20
Diyala,Babylon,2018-05-15,18,2018,5,15,0
Diyala,Baghdad,2018-05-15,378,2018,5,15,-2
Babylon,Wassit,2018-05-15,20,2018,5,15,0
Diyala,Diyala,2018-05-15,8936,2018,5,15,-75
Diyala,Erbil,2018-05-15,260,2018,5,15,0
Diyala,Kerbala,2018-05-15,24,2018,5,15,0
Diyala,Kirkuk,2018-05-15,663,2018,5,15,0
Diyala,Missan,2018-05-15,16,2018,5,15,0
Diyala,Muthanna,2018-05-15,6,2018,5,15,0
Diyala,Qadissiya,2018-05-15,17,2018,5,15,-2
Baghdad,Sulaymaniyah,2018-05-15,3255,2018,5,15,9
Diyala,Najaf,2018-05-15,7,2018,5,15,0
Anbar,Baghdad,2018-05-15,12191,2018,5,15,-199
Babylon,Qadissiya,2018-05-15,5,2018,5,15,-2
Anbar,Anbar,2018-05-15,13122,2018,5,15,-137
Anbar,Babylon,2018-05-15,208,2018,5,15,-11
Diyala,Salah al-Din,2018-05-15,256,2018,5,15,0
Anbar,Basrah,2018-05-15,273,2018,5,15,-7
Anbar,Dahuk,2018-05-15,77,2018,5,15,0
Anbar,Diyala,2018-05-15,244,2018,5,15,3
Anbar,Erbil,2018-05-15,12677,2018,5,15,-121
Anbar,Kerbala,2018-05-15,112,2018,5,15,0
Anbar,Kirkuk,2018-05-15,916,2018,5,15,-21
Anbar,Missan,2018-05-15,29,2018,5,15,0
Anbar,Muthanna,2018-05-15,35,2018,5,15,-2
Anbar,Najaf,2018-05-15,52,2018,5,15,0
Babylon,Sulaymaniyah,2018-05-15,1592,2018,5,15,3
Anbar,Ninewa,2018-05-15,17,2018,5,15,0
Anbar,Salah al-Din,2018-05-15,140,2018,5,15,0
Anbar,Sulaymaniyah,2018-05-15,4709,2018,5,15,-19
Anbar,Thi-Qar,2018-05-15,116,2018,5,15,0
Anbar,Wassit,2018-05-15,234,2018,5,15,17
Babylon,Anbar,2018-05-15,546,2018,5,15,0
Babylon,Babylon,2018-05-15,2458,2018,5,15,20
Babylon,Baghdad,2018-05-15,882,2018,5,15,-2
Babylon,Basrah,2018-05-15,22,2018,5,15,0
Babylon,Diyala,2018-05-15,84,2018,5,15,1
Babylon,Kerbala,2018-05-15,166,2018,5,15,0
Babylon,Kirkuk,2018-05-15,24,2018,5,15,0
Babylon,Missan,2018-05-15,6,2018,5,15,0
Anbar,Qadissiya,2018-05-15,101,2018,5,15,-19
Diyala,Sulaymaniyah,2018-05-15,4185,2018,5,15,-3
Babylon,Thi-Qar,2018-05-15,5,2018,5,15,0
Diyala,Wassit,2018-05-15,124,2018,5,15,0
Ninewa,Muthanna,2018-05-15,140,2018,5,15,-3
Ninewa,Najaf,2018-05-15,5076,2018,5,15,-60
Ninewa,Ninewa,2018-05-15,103703,2018,5,15,-426
Ninewa,Qadissiya,2018-05-15,1722,2018,5,15,-19
Ninewa,Salah al-Din,2018-05-15,583,2018,5,15,0
Ninewa,Sulaymaniyah,2018-05-15,2172,2018,5,15,9
Ninewa,Thi-Qar,2018-05-15,412,2018,5,15,0
Ninewa,Wassit,2018-05-15,1505,2018,5,15,19
Salah al-Din,Anbar,2018-05-15,40,2018,5,15,0
Salah al-Din,Babylon,2018-05-15,62,2018,5,15,0
Salah al-Din,Baghdad,2018-05-15,1278,2018,5,15,-7
Salah al-Din,Basrah,2018-05-15,419,2018,5,15,1
