fromGov,toGov,Date,numofFam,year,month,day,numofFamDiff
Ninewa,Missan,2018-05-15,273,2018,5,15,-2
Salah al-Din,Dahuk,2018-05-15,90,2018,5,15,0
Salah al-Din,Erbil,2018-05-15,3642,2018,5,15,-22
Salah al-Din,Kerbala,2018-05-15,21,2018,5,15,0
Salah al-Din,Kirkuk,2018-05-15,4463,2018,5,15,-89
Salah al-Din,Missan,2018-05-15,63,2018,5,15,0
Salah al-Din,Muthanna,2018-05-15,21,2018,5,15,-1
Salah al-Din,Najaf,2018-05-15,6,2018,5,15,0
Salah al-Din,Ninewa,2018-05-15,721,2018,5,15,0
Salah al-Din,Qadissiya,2018-05-15,26,2018,5,15,0
Salah al-Din,Salah al-Din,2018-05-15,25237,2018,5,15,-476
Salah al-Din,Sulaymaniyah,2018-05-15,7613,2018,5,15,6
Salah al-Din,Wassit,2018-05-15,197,2018,5,15,-16
Diyala,Thi-Qar,2018-05-15,12,2018,5,15,0
Salah al-Din,Diyala,2018-05-15,1991,2018,5,15,2
Ninewa,Kirkuk,2018-05-15,2876,2018,5,15,-20
Salah al-Din,Thi-Qar,2018-05-15,37,2018,5,15,0
Ninewa,Erbil,2018-05-15,14397,2018,5,15,-47
Erbil,Erbil,2018-05-15,1120,2018,5,15,0
Ninewa,Kerbala,2018-05-15,4770,2018,5,15,-147
Kirkuk,Babylon,2018-05-15,1,2018,5,15,0
Kirkuk,Baghdad,2018-05-15,113,2018,5,15,0
Kirkuk,Basrah,2018-05-15,130,2018,5,15,-1
Kirkuk,Dahuk,2018-05-15,14,2018,5,15,0
Kirkuk,Diyala,2018-05-15,77,2018,5,15,0
Kirkuk,Erbil,2018-05-15,4859,2018,5,15,-32
Kirkuk,Kerbala,2018-05-15,51,2018,5,15,0
Kirkuk,Kirkuk,2018-05-15,13396,2018,5,15,-506
Kirkuk,Missan,2018-05-15,97,2018,5,15,0
Kirkuk,Muthanna,2018-05-15,16,2018,5,15,0
Kirkuk,Najaf,2018-05-15,15,2018,5,15,0
Erbil,Ninewa,2018-05-15,36,2018,5,15,0
Kirkuk,Ninewa,2018-05-15,2000,2018,5,15,0
Kirkuk,Qadissiya,2018-05-15,249,2018,5,15,0
Kirkuk,Salah al-Din,2018-05-15,4647,2018,5,15,-246
Kirkuk,Sulaymaniyah,2018-05-15,2117,2018,5,15,-11
Kirkuk,Thi-Qar,2018-05-15,101,2018,5,15,0
Kirkuk,Wassit,2018-05-15,112,2018,5,15,-2
Ninewa,Anbar,2018-05-15,87,2018,5,15,0
Ninewa,Babylon,2018-05-15,1656,2018,5,15,-40
Ninewa,Baghdad,2018-05-15,4272,2018,5,15,-62
Ninewa,Basrah,2018-05-15,442,2018,5,15,0
Ninewa,Diyala,2018-05-15,113,2018,5,15,1
Ninewa,Dahuk,2018-05-15,58192,2018,5,15,52
Baghdad,Kerbala,2018-05-31,25,2018,5,31,0
Baghdad,Erbil,2018-05-31,889,2018,5,31,-3
Baghdad,Diyala,2018-05-31,116,2018,5,31,1
Baghdad,Dahuk,2018-05-31,20,2018,5,31,0
Babylon,Wassit,2018-05-31,20,2018,5,31,0
Baghdad,Baghdad,2018-05-31,84,2018,5,31,-2
Baghdad,Babylon,2018-05-31,66,2018,5,31,0
Baghdad,Anbar,2018-05-31,24,2018,5,31,0
Baghdad,Kirkuk,2018-05-31,149,2018,5,31,0
Baghdad,Basrah,2018-05-31,28,2018,5,31,0
Baghdad,Missan,2018-05-31,27,2018,5,31,0
Baghdad,Thi-Qar,2018-05-31,2,2018,5,31,0
Baghdad,Ninewa,2018-05-31,2,2018,5,31,0
Baghdad,Qadissiya,2018-05-31,59,2018,5,31,0
Baghdad,Sulaymaniyah,2018-05-31,3278,2018,5,31,23
Diyala,Kirkuk,2018-05-31,681,2018,5,31,18
Baghdad,Wassit,2018-05-31,29,2018,5,31,0
Diyala,Babylon,2018-05-31,17,2018,5,31,-1
Diyala,Baghdad,2018-05-31,368,2018,5,31,-10
Diyala,Basrah,2018-05-31,36,2018,5,31,0
Diyala,Diyala,2018-05-31,8763,2018,5,31,-173
Diyala,Erbil,2018-05-31,260,2018,5,31,0
Babylon,Thi-Qar,2018-05-31,5,2018,5,31,0
Diyala,Kerbala,2018-05-31,24,2018,5,31,0
Baghdad,Muthanna,2018-05-31,24,2018,5,31,0
Babylon,Sulaymaniyah,2018-05-31,1595,2018,5,31,3
Anbar,Sulaymaniyah,2018-05-31,4704,2018,5,31,-5
Babylon,Missan,2018-05-31,6,2018,5,31,0
Salah al-Din,Wassit,2018-05-31,182,2018,5,31,-15
Anbar,Anbar,2018-05-31,12835,2018,5,31,-287
Anbar,Babylon,2018-05-31,202,2018,5,31,-6
Anbar,Baghdad,2018-05-31,11241,2018,5,31,-950
Anbar,Basrah,2018-05-31,272,2018,5,31,-1
Anbar,Dahuk,2018-05-31,78,2018,5,31,1
Anbar,Diyala,2018-05-31,243,2018,5,31,-1
Anbar,Erbil,2018-05-31,12619,2018,5,31,-58
Anbar,Kerbala,2018-05-31,108,2018,5,31,-4
Anbar,Kirkuk,2018-05-31,917,2018,5,31,1
Anbar,Missan,2018-05-31,29,2018,5,31,0
Anbar,Muthanna,2018-05-31,31,2018,5,31,-4
Babylon,Qadissiya,2018-05-31,5,2018,5,31,0
Anbar,Najaf,2018-05-31,52,2018,5,31,0
Anbar,Qadissiya,2018-05-31,88,2018,5,31,-13
Anbar,Salah al-Din,2018-05-31,140,2018,5,31,0
Diyala,Missan,2018-05-31,16,2018,5,31,0
Anbar,Thi-Qar,2018-05-31,116,2018,5,31,0
Anbar,Wassit,2018-05-31,231,2018,5,31,-3
Babylon,Anbar,2018-05-31,546,2018,5,31,0
Babylon,Babylon,2018-05-31,2458,2018,5,31,0
Babylon,Baghdad,2018-05-31,882,2018,5,31,0
Babylon,Basrah,2018-05-31,22,2018,5,31,0
Babylon,Diyala,2018-05-31,84,2018,5,31,0
Babylon,Kerbala,2018-05-31,166,2018,5,31,0
Babylon,Kirkuk,2018-05-31,24,2018,5,31,0
Anbar,Ninewa,2018-05-31,17,2018,5,31,0
Diyala,Muthanna,2018-05-31,5,2018,5,31,-1
Kirkuk,Kerbala,2018-05-31,51,2018,5,31,0
Diyala,Qadissiya,2018-05-31,15,2018,5,31,-2
Ninewa,Muthanna,2018-05-31,133,2018,5,31,-7
Ninewa,Najaf,2018-05-31,4986,2018,5,31,-90
Ninewa,Ninewa,2018-05-31,100913,2018,5,31,-2790
Ninewa,Qadissiya,2018-05-31,1705,2018,5,31,-17
Ninewa,Salah al-Din,2018-05-31,557,2018,5,31,-26
Ninewa,Sulaymaniyah,2018-05-31,2168,2018,5,31,-4
Ninewa,Thi-Qar,2018-05-31,410,2018,5,31,-2
Ninewa,Wassit,2018-05-31,1496,2018,5,31,-9
Salah al-Din,Anbar,2018-05-31,40,2018,5,31,0
Salah al-Din,Babylon,2018-05-31,60,2018,5,31,-2
Salah al-Din,Baghdad,2018-05-31,1240,2018,5,31,-38
Salah al-Din,Basrah,2018-05-31,415,2018,5,31,-4
Salah al-Din,Dahuk,2018-05-31,90,2018,5,31,0
Salah al-Din,Diyala,2018-05-31,1383,2018,5,31,-608
Salah al-Din,Erbil,2018-05-31,3623,2018,5,31,-19
Salah al-Din,Kerbala,2018-05-31,20,2018,5,31,-1
Salah al-Din,Kirkuk,2018-05-31,4432,2018,5,31,-31
Salah al-Din,Missan,2018-05-31,63,2018,5,31,0
Salah al-Din,Muthanna,2018-05-31,20,2018,5,31,-1
Salah al-Din,Najaf,2018-05-31,6,2018,5,31,0
Salah al-Din,Ninewa,2018-05-31,620,2018,5,31,-101
Salah al-Din,Qadissiya,2018-05-31,26,2018,5,31,0
Salah al-Din,Sulaymaniyah,2018-05-31,7697,2018,5,31,84
Salah al-Din,Salah al-Din,2018-05-31,25197,2018,5,31,-40
Salah al-Din,Thi-Qar,2018-05-31,37,2018,5,31,0
Ninewa,Missan,2018-05-31,265,2018,5,31,-8
Ninewa,Kirkuk,2018-05-31,2846,2018,5,31,-30
Ninewa,Kerbala,2018-05-31,4109,2018,5,31,-661
Ninewa,Erbil,2018-05-31,14197,2018,5,31,-200
Diyala,Salah al-Din,2018-05-31,256,2018,5,31,0
Diyala,Sulaymaniyah,2018-05-31,4179,2018,5,31,-6
Diyala,Thi-Qar,2018-05-31,12,2018,5,31,0
Diyala,Wassit,2018-05-31,124,2018,5,31,0
Erbil,Erbil,2018-05-31,1060,2018,5,31,-60
Kirkuk,Babylon,2018-05-31,1,2018,5,31,0
Kirkuk,Baghdad,2018-05-31,107,2018,5,31,-6
Kirkuk,Basrah,2018-05-31,130,2018,5,31,0
Kirkuk,Dahuk,2018-05-31,14,2018,5,31,0
Kirkuk,Diyala,2018-05-31,77,2018,5,31,0
Kirkuk,Erbil,2018-05-31,4475,2018,5,31,-384
Kirkuk,Kirkuk,2018-05-31,13246,2018,5,31,-150
Diyala,Najaf,2018-05-31,7,2018,5,31,0
Kirkuk,Missan,2018-05-31,95,2018,5,31,-2
Kirkuk,Najaf,2018-05-31,15,2018,5,31,0
Kirkuk,Ninewa,2018-05-31,1886,2018,5,31,-114
Kirkuk,Qadissiya,2018-05-31,249,2018,5,31,0
Kirkuk,Salah al-Din,2018-05-31,4659,2018,5,31,12
Kirkuk,Sulaymaniyah,2018-05-31,2049,2018,5,31,-68
Kirkuk,Thi-Qar,2018-05-31,101,2018,5,31,0
Kirkuk,Wassit,2018-05-31,112,2018,5,31,0
Ninewa,Anbar,2018-05-31,87,2018,5,31,0
Ninewa,Babylon,2018-05-31,1495,2018,5,31,-161
Ninewa,Baghdad,2018-05-31,4050,2018,5,31,-222
Ninewa,Basrah,2018-05-31,438,2018,5,31,-4
Ninewa,Diyala,2018-05-31,113,2018,5,31,0
Kirkuk,Muthanna,2018-05-31,16,2018,5,31,0
Ninewa,Dahuk,2018-05-31,58170,2018,5,31,-22
Anbar,Thi-Qar,2018-06-15,116,2018,6,15,0
Anbar,Anbar,2018-06-15,12605,2018,6,15,-230
Ninewa,Kerbala,2018-06-15,3956,2018,6,15,-153
Ninewa,Diyala,2018-06-15,113,2018,6,15,0
Ninewa,Dahuk,2018-06-15,58151,2018,6,15,-19
Ninewa,Basrah,2018-06-15,425,2018,6,15,-13
Ninewa,Baghdad,2018-06-15,3947,2018,6,15,-103
Ninewa,Babylon,2018-06-15,1404,2018,6,15,-91
Ninewa,Anbar,2018-06-15,87,2018,6,15,0
Kirkuk,Wassit,2018-06-15,146,2018,6,15,34
Kirkuk,Thi-Qar,2018-06-15,101,2018,6,15,0
Kirkuk,Sulaymaniyah,2018-06-15,2093,2018,6,15,44
Kirkuk,Salah al-Din,2018-06-15,4379,2018,6,15,-280
Anbar,Salah al-Din,2018-06-15,140,2018,6,15,0
Kirkuk,Qadissiya,2018-06-15,249,2018,6,15,0
Kirkuk,Ninewa,2018-06-15,1886,2018,6,15,0
Kirkuk,Najaf,2018-06-15,15,2018,6,15,0
Kirkuk,Muthanna,2018-06-15,16,2018,6,15,0
Kirkuk,Missan,2018-06-15,95,2018,6,15,0
Kirkuk,Kirkuk,2018-06-15,12804,2018,6,15,-442
Kirkuk,Kerbala,2018-06-15,51,2018,6,15,0
Kirkuk,Erbil,2018-06-15,4465,2018,6,15,-10
Kirkuk,Diyala,2018-06-15,77,2018,6,15,0
Kirkuk,Dahuk,2018-06-15,14,2018,6,15,0
Kirkuk,Basrah,2018-06-15,130,2018,6,15,0
Kirkuk,Baghdad,2018-06-15,105,2018,6,15,-2
Kirkuk,Babylon,2018-06-15,1,2018,6,15,0
Ninewa,Kirkuk,2018-06-15,2834,2018,6,15,-12
Erbil,Erbil,2018-06-15,1056,2018,6,15,-4
Ninewa,Missan,2018-06-15,264,2018,6,15,-1
Ninewa,Najaf,2018-06-15,4906,2018,6,15,-80
Salah al-Din,Qadissiya,2018-06-15,26,2018,6,15,0
Salah al-Din,Salah al-Din,2018-06-15,24591,2018,6,15,-606
Salah al-Din,Sulaymaniyah,2018-06-15,7444,2018,6,15,-253
Salah al-Din,Thi-Qar,2018-06-15,37,2018,6,15,0
Anbar,Sulaymaniyah,2018-06-15,4668,2018,6,15,-36
Salah al-Din,Wassit,2018-06-15,182,2018,6,15,0
Salah al-Din,Ninewa,2018-06-15,620,2018,6,15,0
Salah al-Din,Najaf,2018-06-15,6,2018,6,15,0
Salah al-Din,Muthanna,2018-06-15,20,2018,6,15,0
Salah al-Din,Missan,2018-06-15,63,2018,6,15,0
Salah al-Din,Kirkuk,2018-06-15,4416,2018,6,15,-16
Salah al-Din,Kerbala,2018-06-15,20,2018,6,15,0
Salah al-Din,Erbil,2018-06-15,3604,2018,6,15,-19
Salah al-Din,Diyala,2018-06-15,1359,2018,6,15,-24
Salah al-Din,Dahuk,2018-06-15,90,2018,6,15,0
Salah al-Din,Basrah,2018-06-15,413,2018,6,15,-2
Salah al-Din,Baghdad,2018-06-15,1232,2018,6,15,-8
Salah al-Din,Babylon,2018-06-15,56,2018,6,15,-4
Salah al-Din,Anbar,2018-06-15,40,2018,6,15,0
Ninewa,Wassit,2018-06-15,1470,2018,6,15,-26
Ninewa,Thi-Qar,2018-06-15,409,2018,6,15,-1
Ninewa,Sulaymaniyah,2018-06-15,2184,2018,6,15,16
Ninewa,Salah al-Din,2018-06-15,524,2018,6,15,-33
Ninewa,Qadissiya,2018-06-15,1679,2018,6,15,-26
Ninewa,Ninewa,2018-06-15,100522,2018,6,15,-391
Ninewa,Muthanna,2018-06-15,129,2018,6,15,-4
Diyala,Wassit,2018-06-15,104,2018,6,15,-20
Ninewa,Erbil,2018-06-15,14074,2018,6,15,-123
Diyala,Sulaymaniyah,2018-06-15,4228,2018,6,15,49
Babylon,Thi-Qar,2018-06-15,5,2018,6,15,0
Babylon,Sulaymaniyah,2018-06-15,1600,2018,6,15,5
Babylon,Qadissiya,2018-06-15,3,2018,6,15,-2
Babylon,Missan,2018-06-15,6,2018,6,15,0
Babylon,Kirkuk,2018-06-15,24,2018,6,15,0
Babylon,Kerbala,2018-06-15,166,2018,6,15,0
Babylon,Diyala,2018-06-15,84,2018,6,15,0
Babylon,Basrah,2018-06-15,22,2018,6,15,0
Babylon,Baghdad,2018-06-15,882,2018,6,15,0
Babylon,Babylon,2018-06-15,2444,2018,6,15,-14
Babylon,Anbar,2018-06-15,546,2018,6,15,0
Anbar,Wassit,2018-06-15,186,2018,6,15,-45
Anbar,Qadissiya,2018-06-15,82,2018,6,15,-6
Anbar,Ninewa,2018-06-15,17,2018,6,15,0
Anbar,Najaf,2018-06-15,44,2018,6,15,-8
Anbar,Muthanna,2018-06-15,31,2018,6,15,0
Anbar,Missan,2018-06-15,29,2018,6,15,0
Anbar,Kirkuk,2018-06-15,896,2018,6,15,-21
Anbar,Kerbala,2018-06-15,108,2018,6,15,0
Anbar,Erbil,2018-06-15,12464,2018,6,15,-155
Anbar,Diyala,2018-06-15,241,2018,6,15,-2
Anbar,Dahuk,2018-06-15,78,2018,6,15,0
Anbar,Basrah,2018-06-15,274,2018,6,15,2
Diyala,Thi-Qar,2018-06-15,12,2018,6,15,0
Anbar,Babylon,2018-06-15,187,2018,6,15,-15
Babylon,Wassit,2018-06-15,20,2018,6,15,0
Baghdad,Anbar,2018-06-15,24,2018,6,15,0
Anbar,Baghdad,2018-06-15,10885,2018,6,15,-356
Baghdad,Baghdad,2018-06-15,84,2018,6,15,0
Baghdad,Babylon,2018-06-15,65,2018,6,15,-1
Diyala,Qadissiya,2018-06-15,15,2018,6,15,0
Diyala,Najaf,2018-06-15,7,2018,6,15,0
Diyala,Muthanna,2018-06-15,5,2018,6,15,0
Diyala,Missan,2018-06-15,16,2018,6,15,0
Diyala,Kirkuk,2018-06-15,689,2018,6,15,8
Diyala,Kerbala,2018-06-15,24,2018,6,15,0
Diyala,Erbil,2018-06-15,256,2018,6,15,-4
Diyala,Diyala,2018-06-15,8735,2018,6,15,-28
Diyala,Basrah,2018-06-15,37,2018,6,15,1
Diyala,Baghdad,2018-06-15,364,2018,6,15,-4
Diyala,Babylon,2018-06-15,15,2018,6,15,-2
Baghdad,Wassit,2018-06-15,29,2018,6,15,0
Diyala,Salah al-Din,2018-06-15,256,2018,6,15,0
Baghdad,Sulaymaniyah,2018-06-15,3314,2018,6,15,36
Baghdad,Qadissiya,2018-06-15,59,2018,6,15,0
Baghdad,Ninewa,2018-06-15,2,2018,6,15,0
Baghdad,Muthanna,2018-06-15,22,2018,6,15,-2
Baghdad,Missan,2018-06-15,27,2018,6,15,0
Baghdad,Kirkuk,2018-06-15,138,2018,6,15,-11
Baghdad,Kerbala,2018-06-15,25,2018,6,15,0
Baghdad,Erbil,2018-06-15,860,2018,6,15,-29
Baghdad,Diyala,2018-06-15,116,2018,6,15,0
Baghdad,Dahuk,2018-06-15,20,2018,6,15,0
Baghdad,Basrah,2018-06-15,28,2018,6,15,0
Baghdad,Thi-Qar,2018-06-15,2,2018,6,15,0
Kirkuk,Thi-Qar,2018-06-30,101,2018,6,30,0
Kirkuk,Wassit,2018-06-30,136,2018,6,30,-10
Ninewa,Anbar,2018-06-30,87,2018,6,30,0
Ninewa,Babylon,2018-06-30,1268,2018,6,30,-136
Ninewa,Erbil,2018-06-30,14080,2018,6,30,6
Ninewa,Basrah,2018-06-30,422,2018,6,30,-3
Ninewa,Dahuk,2018-06-30,58177,2018,6,30,26
Ninewa,Diyala,2018-06-30,113,2018,6,30,0
Ninewa,Kerbala,2018-06-30,3881,2018,6,30,-75
Ninewa,Baghdad,2018-06-30,3752,2018,6,30,-195
Kirkuk,Sulaymaniyah,2018-06-30,1935,2018,6,30,-158
Kirkuk,Missan,2018-06-30,95,2018,6,30,0
Kirkuk,Qadissiya,2018-06-30,249,2018,6,30,0
Kirkuk,Ninewa,2018-06-30,1861,2018,6,30,-25
Kirkuk,Najaf,2018-06-30,15,2018,6,30,0
Kirkuk,Muthanna,2018-06-30,16,2018,6,30,0
Kirkuk,Kirkuk,2018-06-30,12769,2018,6,30,-35
Kirkuk,Kerbala,2018-06-30,51,2018,6,30,0
Kirkuk,Erbil,2018-06-30,4247,2018,6,30,-218
Kirkuk,Diyala,2018-06-30,77,2018,6,30,0
Kirkuk,Dahuk,2018-06-30,14,2018,6,30,0
Kirkuk,Basrah,2018-06-30,130,2018,6,30,0
Ninewa,Kirkuk,2018-06-30,2827,2018,6,30,-7
Kirkuk,Baghdad,2018-06-30,104,2018,6,30,-1
Kirkuk,Salah al-Din,2018-06-30,4379,2018,6,30,0
Ninewa,Missan,2018-06-30,260,2018,6,30,-4
Salah al-Din,Dahuk,2018-06-30,90,2018,6,30,0
Ninewa,Najaf,2018-06-30,4764,2018,6,30,-142
Kirkuk,Babylon,2018-06-30,1,2018,6,30,0
Salah al-Din,Wassit,2018-06-30,172,2018,6,30,-10
Salah al-Din,Thi-Qar,2018-06-30,37,2018,6,30,0
Salah al-Din,Sulaymaniyah,2018-06-30,7194,2018,6,30,-250
Salah al-Din,Salah al-Din,2018-06-30,24256,2018,6,30,-335
Salah al-Din,Qadissiya,2018-06-30,26,2018,6,30,0
Salah al-Din,Ninewa,2018-06-30,556,2018,6,30,-64
Salah al-Din,Najaf,2018-06-30,6,2018,6,30,0
Salah al-Din,Muthanna,2018-06-30,16,2018,6,30,-4
Salah al-Din,Missan,2018-06-30,61,2018,6,30,-2
Salah al-Din,Kirkuk,2018-06-30,4410,2018,6,30,-6
Ninewa,Muthanna,2018-06-30,127,2018,6,30,-2
Salah al-Din,Kerbala,2018-06-30,20,2018,6,30,0
Salah al-Din,Diyala,2018-06-30,1128,2018,6,30,-231
Salah al-Din,Basrah,2018-06-30,415,2018,6,30,2
Salah al-Din,Baghdad,2018-06-30,1053,2018,6,30,-179
Salah al-Din,Babylon,2018-06-30,56,2018,6,30,0
Salah al-Din,Anbar,2018-06-30,40,2018,6,30,0
Ninewa,Wassit,2018-06-30,1429,2018,6,30,-41
Ninewa,Thi-Qar,2018-06-30,409,2018,6,30,0
Ninewa,Sulaymaniyah,2018-06-30,2228,2018,6,30,44
Ninewa,Salah al-Din,2018-06-30,524,2018,6,30,0
Ninewa,Qadissiya,2018-06-30,1674,2018,6,30,-5
Ninewa,Ninewa,2018-06-30,100029,2018,6,30,-493
Salah al-Din,Erbil,2018-06-30,3621,2018,6,30,17
Erbil,Erbil,2018-06-30,1046,2018,6,30,-10
Anbar,Missan,2018-06-30,29,2018,6,30,0
Diyala,Thi-Qar,2018-06-30,12,2018,6,30,0
Diyala,Wassit,2018-06-30,104,2018,6,30,0
Babylon,Missan,2018-06-30,6,2018,6,30,0
Babylon,Kirkuk,2018-06-30,24,2018,6,30,0
Babylon,Kerbala,2018-06-30,166,2018,6,30,0
Babylon,Diyala,2018-06-30,85,2018,6,30,1
Babylon,Basrah,2018-06-30,22,2018,6,30,0
Babylon,Baghdad,2018-06-30,882,2018,6,30,0
Babylon,Babylon,2018-06-30,2444,2018,6,30,0
Babylon,Anbar,2018-06-30,546,2018,6,30,0
Anbar,Wassit,2018-06-30,174,2018,6,30,-12
Anbar,Thi-Qar,2018-06-30,116,2018,6,30,0
Anbar,Sulaymaniyah,2018-06-30,4669,2018,6,30,1
Babylon,Thi-Qar,2018-06-30,5,2018,6,30,0
Anbar,Salah al-Din,2018-06-30,140,2018,6,30,0
Anbar,Ninewa,2018-06-30,17,2018,6,30,0
Anbar,Najaf,2018-06-30,44,2018,6,30,0
Anbar,Muthanna,2018-06-30,31,2018,6,30,0
Anbar,Kirkuk,2018-06-30,887,2018,6,30,-9
Anbar,Kerbala,2018-06-30,105,2018,6,30,-3
Anbar,Erbil,2018-06-30,12468,2018,6,30,4
Anbar,Diyala,2018-06-30,224,2018,6,30,-17
Anbar,Dahuk,2018-06-30,77,2018,6,30,-1
Anbar,Basrah,2018-06-30,278,2018,6,30,4
Anbar,Baghdad,2018-06-30,10243,2018,6,30,-642
Anbar,Babylon,2018-06-30,186,2018,6,30,-1
Anbar,Anbar,2018-06-30,12169,2018,6,30,-436
Anbar,Qadissiya,2018-06-30,69,2018,6,30,-13
Babylon,Wassit,2018-06-30,20,2018,6,30,0
Babylon,Sulaymaniyah,2018-06-30,1602,2018,6,30,2
Baghdad,Babylon,2018-06-30,63,2018,6,30,-2
Diyala,Sulaymaniyah,2018-06-30,4233,2018,6,30,5
Diyala,Salah al-Din,2018-06-30,256,2018,6,30,0
Diyala,Qadissiya,2018-06-30,15,2018,6,30,0
Diyala,Najaf,2018-06-30,7,2018,6,30,0
Diyala,Muthanna,2018-06-30,5,2018,6,30,0
Diyala,Missan,2018-06-30,16,2018,6,30,0
Diyala,Kirkuk,2018-06-30,694,2018,6,30,5
Diyala,Kerbala,2018-06-30,24,2018,6,30,0
Diyala,Erbil,2018-06-30,256,2018,6,30,0
Diyala,Diyala,2018-06-30,8822,2018,6,30,87
Baghdad,Anbar,2018-06-30,24,2018,6,30,0
Diyala,Baghdad,2018-06-30,347,2018,6,30,-17
Diyala,Babylon,2018-06-30,15,2018,6,30,0
Diyala,Basrah,2018-06-30,38,2018,6,30,1
Baghdad,Thi-Qar,2018-06-30,2,2018,6,30,0
Baghdad,Baghdad,2018-06-30,84,2018,6,30,0
Baghdad,Basrah,2018-06-30,29,2018,6,30,1
Baghdad,Dahuk,2018-06-30,20,2018,6,30,0
Baghdad,Wassit,2018-06-30,29,2018,6,30,0
Baghdad,Erbil,2018-06-30,860,2018,6,30,0
Baghdad,Kerbala,2018-06-30,25,2018,6,30,0
Baghdad,Diyala,2018-06-30,116,2018,6,30,0
Baghdad,Missan,2018-06-30,27,2018,6,30,0
Baghdad,Muthanna,2018-06-30,22,2018,6,30,0
Baghdad,Ninewa,2018-06-30,2,2018,6,30,0
Baghdad,Qadissiya,2018-06-30,52,2018,6,30,-7
Baghdad,Sulaymaniyah,2018-06-30,3332,2018,6,30,18
Baghdad,Kirkuk,2018-06-30,138,2018,6,30,0
Anbar,Diyala,2018-07-15,224,2018,7,15,0
Anbar,Anbar,2018-07-15,11900,2018,7,15,-269
Anbar,Babylon,2018-07-15,171,2018,7,15,-15
Anbar,Baghdad,2018-07-15,9957,2018,7,15,-286
Anbar,Basrah,2018-07-15,272,2018,7,15,-6
Anbar,Dahuk,2018-07-15,80,2018,7,15,3
Anbar,Erbil,2018-07-15,12393,2018,7,15,-75
Anbar,Sulaymaniyah,2018-07-15,4654,2018,7,15,-15
Anbar,Kirkuk,2018-07-15,882,2018,7,15,-5
Ninewa,Missan,2018-07-15,256,2018,7,15,-4
Ninewa,Kirkuk,2018-07-15,2785,2018,7,15,-42
Ninewa,Kerbala,2018-07-15,3525,2018,7,15,-356
Ninewa,Erbil,2018-07-15,14222,2018,7,15,142
Ninewa,Diyala,2018-07-15,113,2018,7,15,0
Ninewa,Dahuk,2018-07-15,58116,2018,7,15,-61
Ninewa,Basrah,2018-07-15,421,2018,7,15,-1
Ninewa,Baghdad,2018-07-15,3604,2018,7,15,-148
Ninewa,Babylon,2018-07-15,1201,2018,7,15,-67
Ninewa,Anbar,2018-07-15,87,2018,7,15,0
Kirkuk,Wassit,2018-07-15,136,2018,7,15,0
Kirkuk,Thi-Qar,2018-07-15,101,2018,7,15,0
Kirkuk,Sulaymaniyah,2018-07-15,1916,2018,7,15,-19
Kirkuk,Salah al-Din,2018-07-15,4244,2018,7,15,-135
Kirkuk,Qadissiya,2018-07-15,249,2018,7,15,0
Kirkuk,Ninewa,2018-07-15,1861,2018,7,15,0
Kirkuk,Najaf,2018-07-15,15,2018,7,15,0
Kirkuk,Muthanna,2018-07-15,16,2018,7,15,0
Kirkuk,Missan,2018-07-15,95,2018,7,15,0
Kirkuk,Kirkuk,2018-07-15,12274,2018,7,15,-495
Kirkuk,Kerbala,2018-07-15,51,2018,7,15,0
Kirkuk,Erbil,2018-07-15,4243,2018,7,15,-4
Kirkuk,Diyala,2018-07-15,77,2018,7,15,0
Ninewa,Muthanna,2018-07-15,125,2018,7,15,-2
Kirkuk,Dahuk,2018-07-15,14,2018,7,15,0
Ninewa,Najaf,2018-07-15,3938,2018,7,15,-826
Ninewa,Qadissiya,2018-07-15,1658,2018,7,15,-16
Anbar,Kerbala,2018-07-15,105,2018,7,15,0
Salah al-Din,Wassit,2018-07-15,172,2018,7,15,0
Salah al-Din,Thi-Qar,2018-07-15,37,2018,7,15,0
Salah al-Din,Sulaymaniyah,2018-07-15,7227,2018,7,15,33
Salah al-Din,Salah al-Din,2018-07-15,23758,2018,7,15,-498
Salah al-Din,Qadissiya,2018-07-15,26,2018,7,15,0
Salah al-Din,Ninewa,2018-07-15,556,2018,7,15,0
Salah al-Din,Najaf,2018-07-15,6,2018,7,15,0
Salah al-Din,Muthanna,2018-07-15,16,2018,7,15,0
Salah al-Din,Missan,2018-07-15,61,2018,7,15,0
Salah al-Din,Kirkuk,2018-07-15,4381,2018,7,15,-29
Salah al-Din,Kerbala,2018-07-15,20,2018,7,15,0
Salah al-Din,Erbil,2018-07-15,3586,2018,7,15,-35
Salah al-Din,Diyala,2018-07-15,1128,2018,7,15,0
Salah al-Din,Dahuk,2018-07-15,90,2018,7,15,0
Salah al-Din,Basrah,2018-07-15,420,2018,7,15,5
Salah al-Din,Baghdad,2018-07-15,1026,2018,7,15,-27
Salah al-Din,Babylon,2018-07-15,53,2018,7,15,-3
Salah al-Din,Anbar,2018-07-15,40,2018,7,15,0
Ninewa,Wassit,2018-07-15,1396,2018,7,15,-33
Ninewa,Thi-Qar,2018-07-15,408,2018,7,15,-1
Ninewa,Sulaymaniyah,2018-07-15,2227,2018,7,15,-1
Ninewa,Salah al-Din,2018-07-15,524,2018,7,15,0
Ninewa,Ninewa,2018-07-15,99762,2018,7,15,-267
Kirkuk,Basrah,2018-07-15,130,2018,7,15,0
Diyala,Qadissiya,2018-07-15,15,2018,7,15,0
